No,No1,No2,No3,No4,No5,No6
998,5,11,17,19,23,39
999,5,11,17,22,39,42
1000,5,11,17,27,33,38
1001,5,11,17,29,33,38
1002,5,11,19,26,36,39
1003,5,11,26,35,38,45
1004,5,12,14,24,26,36
1005,5,12,14,29,30,43
1006,5,12,14,31,39,44
1007,5,12,15,17,35,45
1008,5,12,16,21,31,39
1009,5,12,16,26,34,44
1010,5,12,17,30,37,41
1011,5,12,18,22,30,41
1012,5,12,18,38,43,44
1013,5,12,19,22,39,45
1014,5,12,22,28,29,30
1015,5,12,24,25,39,45
1016,5,12,25,30,36,42
1017,5,12,26,27,28,31
1018,5,13,14,24,39,43
1019,5,13,14,31,32,43
1020,5,13,15,16,17,43
1021,5,13,15,22,41,44
1022,5,13,15,28,37,43
1023,5,13,15,37,40,41
1024,5,13,16,32,37,45
1025,5,13,16,34,36,44
1026,5,13,16,35,41,42
1027,5,13,19,25,36,43
1028,5,13,20,25,27,43
1029,5,13,22,34,41,42
1030,5,13,29,30,39,42
1031,5,14,16,17,21,34
1032,5,14,16,21,28,38
1033,5,14,16,22,23,32
1034,5,14,16,24,25,42
1035,5,14,19,32,34,35
1036,5,14,20,24,31,36
1037,5,14,21,29,31,45
1038,5,14,25,30,37,38
1039,5,15,16,17,23,34
1040,5,15,17,30,40,45
1041,5,15,18,25,27,34
1042,5,15,19,20,22,43
1043,5,15,20,30,33,37
1044,5,15,21,23,34,39
1045,5,15,22,29,33,41
1046,5,15,22,32,36,38
1047,5,15,24,31,33,45
1048,5,15,28,34,41,45
1049,5,15,29,40,42,45
1050,5,15,31,32,36,44
1051,5,16,29,30,35,41
1052,5,17,18,30,35,37
1053,5,17,20,29,32,33
1054,5,17,21,35,38,43
1055,5,17,24,31,33,42
1056,5,18,20,21,27,38
1057,5,18,20,23,26,33
1058,5,18,23,29,34,41
1059,5,18,29,30,37,44
1060,5,19,20,24,29,41
1061,5,19,23,25,35,41
1062,5,19,23,42,43,45
1063,5,19,30,31,35,37
1064,5,19,30,35,36,42
1065,5,20,21,27,32,33
1066,5,20,24,26,36,43
1067,5,20,24,27,28,38
1068,5,21,24,26,27,44
1069,5,21,26,30,36,44
1070,5,22,25,30,34,38
1071,5,22,26,35,36,38
1072,5,24,28,32,33,43
1073,5,24,34,35,37,38
1074,5,25,26,36,39,45
1075,5,26,28,32,41,45
1076,5,27,29,30,32,45
1077,5,27,30,36,38,40
1078,5,33,36,37,38,43
1079,5,37,40,41,43,44
1080,6,7,8,10,29,32
1081,6,7,8,28,43,44
1082,6,7,9,29,41,42
1083,6,7,10,13,24,37
1084,6,7,11,12,39,40
1085,6,7,11,27,34,43
1086,6,7,12,18,23,44
1087,6,7,13,19,22,39
1088,6,7,14,16,30,32
1089,6,7,14,20,32,45
1090,6,7,17,23,33,37
1091,6,7,19,25,41,44
1092,6,7,19,27,30,44
1093,6,7,20,33,39,41
1094,6,7,23,25,42,44
1095,6,7,25,31,36,39
1096,6,7,33,42,44,45
1097,6,8,10,13,23,38
1098,6,8,10,18,21,23
1099,6,8,11,17,33,37
1100,6,8,12,20,24,28
1101,6,8,13,15,24,29
1102,6,8,15,21,30,33
1103,6,8,15,22,33,36
1104,6,8,15,25,26,31
1105,6,8,19,22,32,34
1106,6,8,19,28,29,31
1107,6,8,22,26,28,37
1108,6,8,22,26,37,45
1109,6,8,23,25,38,40
1110,6,8,24,30,42,44
1111,6,8,25,26,33,42
1112,6,8,26,31,32,38
1113,6,8,36,39,41,42
1114,6,9,10,12,18,32
1115,6,9,10,18,21,40
1116,6,9,10,29,30,45
1117,6,9,11,31,32,43
1118,6,9,12,27,31,32
1119,6,9,12,28,29,35
1120,6,9,14,15,26,31
1121,6,9,14,15,44,45
1122,6,9,15,20,32,45
1123,6,9,15,29,38,45
1124,6,9,15,31,39,42
1125,6,9,16,33,36,41
1126,6,9,17,34,41,45
1127,6,10,11,12,31,45
1128,6,10,11,20,41,44
1129,6,10,11,26,40,42
1130,6,10,12,21,22,36
1131,6,10,12,30,32,44
1132,6,10,14,20,22,42
1133,6,10,17,28,37,38
1134,6,10,17,34,36,38
1135,6,10,24,31,39,40
1136,6,11,12,15,44,45
1137,6,11,12,16,41,45
1138,6,11,13,23,27,43
1139,6,11,13,23,34,39
1140,6,11,16,23,28,44
1141,6,11,20,23,26,28
1142,6,11,20,41,44,45
1143,6,11,22,26,30,37
1144,6,11,24,25,33,39
1145,6,11,29,35,37,38
1146,6,11,32,36,37,42
1147,6,11,34,35,39,42
1148,6,12,17,22,32,34
1149,6,12,18,24,35,36
1150,6,12,24,35,36,39
1151,6,12,27,39,41,42
1152,6,13,15,18,38,40
1153,6,13,17,22,28,33
1154,6,13,17,31,33,45
1155,6,13,19,21,24,38
1156,6,13,19,25,41,42
1157,6,13,21,35,36,39
1158,6,13,24,34,36,39
1159,6,13,26,28,33,45
1160,6,13,26,37,38,40
1161,6,14,16,18,35,41
1162,6,14,16,29,39,43
1163,6,14,17,18,38,43
1164,6,14,18,24,39,43
1165,6,14,28,31,33,44
1166,6,14,29,33,40,41
1167,6,15,16,31,32,36
1168,6,15,16,37,39,44
1169,6,15,17,27,39,44
1170,6,15,18,19,27,42
1171,6,15,21,29,31,44
1172,6,15,22,32,42,43
1173,6,15,22,34,37,40
1174,6,15,28,29,32,41
1175,6,16,18,22,26,43
1176,6,16,19,27,30,43
1177,6,16,25,30,31,40
1178,6,16,26,27,40,42
1179,6,16,28,29,43,45
1180,6,16,31,32,33,38
1181,6,17,21,34,36,37
1182,6,17,23,27,43,45
1183,6,17,24,26,31,42
1184,6,17,30,33,36,37
1185,6,18,19,23,24,40
1186,6,18,21,28,36,38
1187,6,19,25,28,36,44
1188,6,19,25,30,37,44
1189,6,20,21,26,28,31
1190,6,20,21,34,36,37
1191,6,20,22,35,41,42
1192,6,20,22,38,42,45
1193,6,20,26,35,36,44
1194,6,20,35,37,43,45
1195,6,21,31,32,34,44
1196,6,23,28,29,34,37
1197,6,23,28,38,43,45
1198,6,23,32,34,36,42
1199,6,24,26,35,37,42
1200,6,26,27,35,36,41
1201,6,26,29,31,35,38
1202,6,27,30,31,35,41
1203,6,28,32,33,36,45
1204,6,31,32,34,35,45
1205,6,34,35,36,38,45
1206,7,8,9,11,12,37
1207,7,8,9,12,26,44
1208,7,8,9,15,23,42
1209,7,8,9,16,24,31
1210,7,8,9,28,44,45
1211,7,8,11,18,29,37
1212,7,8,11,24,28,43
1213,7,8,13,15,29,32
1214,7,8,13,25,34,38
1215,7,8,14,20,24,29
1216,7,8,15,16,31,38
1217,7,8,17,23,25,32
1218,7,8,18,19,22,28
1219,7,8,19,39,41,42
1220,7,8,33,34,36,41
1221,7,9,10,15,16,33
1222,7,9,10,15,27,45
1223,7,9,10,22,32,44
1224,7,9,10,31,34,39
1225,7,9,11,16,17,44
1226,7,9,11,21,41,42
1227,7,9,12,13,15,25
1228,7,9,12,14,19,20
1229,7,9,12,39,42,43
1230,7,9,13,16,19,39
1231,7,9,14,20,39,44
1232,7,9,15,18,25,44
1233,7,9,15,18,40,41
1234,7,9,15,19,34,45
1235,7,9,15,20,26,33
1236,7,9,15,32,33,34
1237,7,9,16,34,37,45
1238,7,9,16,36,39,44
1239,7,9,17,20,37,45
1240,7,9,18,23,27,43
1241,7,9,19,31,34,40
1242,7,10,11,30,37,42
1243,7,10,12,19,21,34
1244,7,10,12,24,31,45
1245,7,10,13,20,30,35
1246,7,10,14,20,29,38
1247,7,10,14,26,37,41
1248,7,10,15,18,23,44
1249,7,10,15,19,32,41
1250,7,10,15,30,40,45
1251,7,10,17,29,30,35
1252,7,10,18,26,37,43
1253,7,10,21,22,30,40
1254,7,10,25,28,41,45
1255,7,10,25,29,39,45
1256,7,11,12,13,16,45
1257,7,11,12,15,27,43
1258,7,11,12,17,28,31
1259,7,11,12,23,34,42
1260,7,11,13,14,22,41
1261,7,11,14,20,24,29
1262,7,11,14,26,30,43
1263,7,11,15,25,33,42
1264,7,11,16,23,33,38
1265,7,11,17,34,38,40
1266,7,11,20,28,29,34
1267,7,11,21,25,37,39
1268,7,11,22,24,28,42
1269,7,11,23,24,37,42
1270,7,11,24,30,34,35
1271,7,12,13,23,35,36
1272,7,12,15,28,31,33
1273,7,12,16,17,33,44
1274,7,12,16,23,34,37
1275,7,12,16,24,41,45
1276,7,12,20,34,36,41
1277,7,12,21,24,34,44
1278,7,12,22,25,26,27
1279,7,12,22,25,26,43
1280,7,12,23,29,34,36
1281,7,12,24,27,31,36
1282,7,12,24,30,31,34
1283,7,12,25,35,38,41
1284,7,12,26,27,37,38
1285,7,13,14,35,39,41
1286,7,13,15,19,21,37
1287,7,13,16,17,26,35
1288,7,13,17,20,26,44
1289,7,13,18,25,35,39
1290,7,13,21,24,27,40
1291,7,13,22,25,39,45
1292,7,13,24,33,37,43
1293,7,13,30,37,42,43
1294,7,14,15,17,28,34
1295,7,14,17,20,37,40
1296,7,14,17,24,34,35
1297,7,14,17,27,37,43
1298,7,14,18,23,29,37
1299,7,14,18,35,36,44
1300,7,14,19,21,25,44
1301,7,14,19,27,36,40
1302,7,14,20,27,30,44
1303,7,14,21,26,38,43
1304,7,14,21,29,31,41
1305,7,14,22,29,39,42
1306,7,14,23,28,36,42
1307,7,14,33,36,39,41
1308,7,15,16,23,38,45
1309,7,15,16,27,42,43
1310,7,15,19,20,27,28
1311,7,15,19,21,26,31
1312,7,15,20,36,41,44
1313,7,15,23,24,34,36
1314,7,15,26,27,37,45
1315,7,15,34,35,42,44
1316,7,16,17,19,26,42
1317,7,16,17,39,41,44
1318,7,16,19,26,28,36
1319,7,16,26,32,38,44
1320,7,17,19,25,39,45
1321,7,17,20,21,38,42
1322,7,17,20,33,37,43
1323,7,17,26,28,41,42
1324,7,17,38,39,41,44
1325,7,18,20,21,28,45
1326,7,18,26,29,34,39
1327,7,19,20,25,39,43
1328,7,19,21,24,27,35
1329,7,19,21,32,40,41
1330,7,20,25,29,34,45
1331,7,20,26,31,39,42
1332,7,21,23,28,30,41
1333,7,21,24,39,41,43
1334,7,21,28,31,33,37
1335,7,21,28,32,38,44
1336,7,21,35,40,43,45
1337,7,22,24,26,31,42
1338,7,23,28,31,40,45
1339,7,23,30,34,36,41
1340,7,25,26,36,38,40
1341,7,25,30,33,34,41
1342,7,28,33,34,39,41
1343,7,29,31,34,43,45
1344,7,29,34,35,41,45
1345,8,9,10,17,25,33
1346,8,9,11,13,17,39
1347,8,9,11,15,29,35
1348,8,9,11,21,24,25
1349,8,9,11,22,41,43
1350,8,9,13,18,21,35
1351,8,9,15,20,33,34
1352,8,9,15,27,31,33
1353,8,9,16,35,36,40
1354,8,9,17,21,32,39
1355,8,9,18,24,25,45
1356,8,9,18,33,39,42
1357,8,9,20,27,34,41
1358,8,9,20,28,38,43
1359,8,9,27,28,30,40
1360,8,9,27,34,41,44
1361,8,10,11,24,33,40
1362,8,10,12,16,17,33
1363,8,10,12,17,20,45
1364,8,10,12,31,33,43
1365,8,10,13,21,31,39
1366,8,10,14,16,42,43
1367,8,10,14,22,39,45
1368,8,10,14,25,34,36
1369,8,10,15,26,33,38
1370,8,10,16,26,37,43
1371,8,10,21,28,30,42
1372,8,10,21,28,35,37
1373,8,10,21,31,33,45
1374,8,10,23,33,39,43
1375,8,10,28,33,35,38
1376,8,11,12,18,33,39
1377,8,11,12,23,34,35
1378,8,11,13,20,24,31
1379,8,11,15,22,27,44
1380,8,11,18,24,25,35
1381,8,11,18,25,33,36
1382,8,11,19,24,36,45
1383,8,11,20,23,35,38
1384,8,11,20,24,25,37
1385,8,11,21,34,38,42
1386,8,11,23,24,37,40
1387,8,11,26,32,33,41
1388,8,12,13,18,35,43
1389,8,12,13,26,30,35
1390,8,12,14,28,32,35
1391,8,12,17,18,23,26
1392,8,12,18,23,40,42
1393,8,12,28,30,37,41
1394,8,12,29,36,37,38
1395,8,12,32,38,43,45
1396,8,13,14,18,20,34
1397,8,13,14,18,39,44
1398,8,13,20,31,42,43
1399,8,13,22,23,24,42
1400,8,13,24,27,29,38
1401,8,13,25,28,33,39
1402,8,13,30,35,40,44
1403,8,14,17,29,36,45
1404,8,14,17,30,35,39
1405,8,14,22,30,33,39
1406,8,14,25,28,29,36
1407,8,14,29,32,35,41
1408,8,14,29,33,43,44
1409,8,15,16,26,32,39
1410,8,15,19,20,27,43
1411,8,15,19,32,43,44
1412,8,15,22,26,39,44
1413,8,15,24,32,34,38
1414,8,15,30,33,35,36
1415,8,16,17,19,21,31
1416,8,16,17,21,22,26
1417,8,16,17,28,32,34
1418,8,16,19,26,35,36
1419,8,16,19,27,38,39
1420,8,16,19,30,33,45
1421,8,16,20,23,26,33
1422,8,16,20,25,34,40
1423,8,16,20,33,38,45
1424,8,16,21,22,25,36
1425,8,16,24,30,37,40
1426,8,16,25,30,33,43
1427,8,17,18,21,25,41
1428,8,17,18,29,31,38
1429,8,17,19,24,32,34
1430,8,17,24,27,34,45
1431,8,18,19,28,36,39
1432,8,18,21,38,41,44
1433,8,18,22,27,41,43
1434,8,18,25,26,33,36
1435,8,18,30,32,34,38
1436,8,19,21,24,36,43
1437,8,19,29,31,39,42
1438,8,20,22,28,36,43
1439,8,20,23,26,29,39
1440,8,21,22,26,34,42
1441,8,21,31,43,44,45
1442,8,22,24,29,39,45
1443,8,22,26,28,29,38
1444,8,22,27,29,36,41
1445,8,22,33,39,42,44
1446,8,22,35,39,42,44
1447,8,23,27,35,40,42
1448,8,24,29,31,40,42
1449,8,26,27,34,39,43
1450,9,10,11,18,19,33
1451,9,10,11,19,26,31
1452,9,10,12,17,24,35
1453,9,10,13,16,26,30
1454,9,10,13,18,38,45
1455,9,10,14,17,21,45
1456,9,10,14,29,34,44
1457,9,10,16,20,29,34
1458,9,10,16,23,24,36
1459,9,10,18,28,30,42
1460,9,10,19,22,23,35
1461,9,10,19,22,27,31
1462,9,11,12,28,34,45
1463,9,11,13,27,32,41
1464,9,11,14,31,33,38
1465,9,11,16,19,25,35
1466,9,11,17,26,30,41
1467,9,11,17,34,37,45
1468,9,11,20,25,28,33
1469,9,11,22,24,34,45
1470,9,11,24,34,38,44
1471,9,11,26,27,34,42
1472,9,11,36,40,41,42
1473,9,12,16,17,25,29
1474,9,12,17,28,35,40
1475,9,12,19,34,40,43
1476,9,12,21,26,28,29
1477,9,13,18,20,33,45
1478,9,13,19,25,28,34
1479,9,13,20,24,35,39
1480,9,13,21,31,33,40
1481,9,13,22,31,42,43
1482,9,13,24,32,34,39
1483,9,13,24,33,35,44
1484,9,13,29,30,32,39
1485,9,14,18,26,39,44
1486,9,14,19,21,31,34
1487,9,14,19,23,26,43
1488,9,14,22,25,33,34
1489,9,14,23,26,32,45
1490,9,14,25,26,29,34
1491,9,14,26,30,32,43
1492,9,15,16,23,36,39
1493,9,15,16,32,40,41
1494,9,15,17,22,23,42
1495,9,15,19,22,28,38
1496,9,15,20,28,30,35
1497,9,15,23,26,30,41
1498,9,15,24,26,30,41
1499,9,15,28,34,37,40
1500,9,16,17,34,42,45
1501,9,17,18,29,30,33
1502,9,17,19,20,23,25
1503,9,17,21,31,40,42
1504,9,17,22,35,39,40
1505,9,17,23,24,37,38
1506,9,17,25,29,36,38
1507,9,17,30,35,40,41
1508,9,17,31,33,34,38
1509,9,18,21,39,42,45
1510,9,18,23,27,29,30
1511,9,18,24,27,33,40
1512,9,18,25,35,44,45
1513,9,18,28,30,34,36
1514,9,18,37,40,41,44
1515,9,19,36,37,41,44
1516,9,20,25,30,32,45
1517,9,20,27,32,35,42
1518,9,21,24,26,32,36
1519,9,21,27,39,40,43
1520,9,22,25,36,43,44
1521,9,22,28,32,37,39
1522,9,23,26,28,41,44
1523,9,23,33,34,39,41
1524,9,24,26,27,39,45
1525,9,25,26,28,31,45
1526,9,25,29,32,38,42
1527,9,25,33,35,40,43
1528,9,27,31,33,37,42
1529,9,27,33,36,43,44
1530,9,31,34,36,38,45
1531,9,32,35,38,43,45
1532,10,11,13,19,32,33
1533,10,11,14,32,36,39
1534,10,11,14,34,40,43
1535,10,11,14,36,40,43
1536,10,11,19,22,33,38
1537,10,11,21,23,25,44
1538,10,11,26,28,33,38
1539,10,11,26,33,37,43
1540,10,12,13,17,19,43
1541,10,12,13,26,29,39
1542,10,12,14,20,33,35
1543,10,12,15,20,29,33
1544,10,12,15,25,29,40
1545,10,12,15,38,44,45
1546,10,12,16,30,40,43
1547,10,12,19,34,44,45
1548,10,12,20,23,25,40
1549,10,12,21,23,39,45
1550,10,12,21,25,39,42
1551,10,12,21,26,34,42
1552,10,12,26,28,29,34
1553,10,12,26,34,38,39
1554,10,12,27,29,37,40
1555,10,12,30,36,39,44
1556,10,13,14,16,37,42
1557,10,13,14,17,20,34
1558,10,13,14,17,22,37
1559,10,13,15,22,29,33
1560,10,13,18,34,39,42
1561,10,13,19,23,39,44
1562,10,13,19,26,29,42
1563,10,13,19,30,43,45
1564,10,13,33,35,37,43
1565,10,14,15,21,37,44
1566,10,14,15,24,29,44
1567,10,14,17,19,25,42
1568,10,14,17,33,35,39
1569,10,14,20,21,28,36
1570,10,14,21,29,35,42
1571,10,14,23,25,31,40
1572,10,14,23,26,34,39
1573,10,14,23,38,39,43
1574,10,14,27,28,34,40
1575,10,14,28,33,36,37
1576,10,14,32,35,39,44
1577,10,15,16,30,35,37
1578,10,15,17,18,40,42
1579,10,15,18,20,29,40
1580,10,15,19,24,27,36
1581,10,15,21,23,24,28
1582,10,15,23,32,38,43
1583,10,15,25,28,38,41
1584,10,15,25,34,38,42
1585,10,16,19,24,27,37
1586,10,16,19,27,31,33
1587,10,16,21,28,34,43
1588,10,16,21,32,36,38
1589,10,16,24,25,36,41
1590,10,16,25,27,35,42
1591,10,16,27,33,35,42
1592,10,16,28,35,39,40
1593,10,16,31,35,38,43
1594,10,17,19,20,26,32
1595,10,17,19,27,41,44
1596,10,17,21,26,33,36
1597,10,17,24,30,32,40
1598,10,17,30,32,35,43
1599,10,17,32,37,41,44
1600,10,17,37,39,40,44
1601,10,18,19,34,39,45
1602,10,18,21,24,38,45
1603,10,18,21,26,30,45
1604,10,18,22,27,36,38
1605,10,18,23,25,27,42
1606,10,18,26,29,31,38
1607,10,18,30,32,37,45
1608,10,18,30,39,42,45
1609,10,19,22,24,26,30
1610,10,19,23,27,38,39
1611,10,19,24,35,42,43
1612,10,19,29,33,35,45
1613,10,19,31,33,36,37
1614,10,19,32,37,43,45
1615,10,19,35,41,43,44
1616,10,20,25,30,38,41
1617,10,20,29,30,35,40
1618,10,21,22,27,32,41
1619,10,21,25,28,34,40
1620,10,21,29,38,39,42
1621,10,22,35,41,44,45
1622,10,23,36,38,40,43
1623,10,24,29,36,37,45
1624,10,25,38,39,40,45
1625,10,26,31,34,39,42
1626,10,26,33,38,40,42
1627,10,30,36,39,40,42
1628,11,12,14,28,36,45
1629,11,12,15,20,24,26
1630,11,12,15,22,23,28
1631,11,12,15,29,32,40
1632,11,12,16,26,34,44
1633,11,12,17,21,24,40
1634,11,12,17,25,26,45
1635,11,12,18,20,24,42
1636,11,12,18,20,37,40
1637,11,12,18,21,24,30
1638,11,12,18,23,31,40
1639,11,12,19,29,38,44
1640,11,12,21,27,31,45
1641,11,12,22,33,41,42
1642,11,12,23,32,34,42
1643,11,13,15,20,26,35
1644,11,13,17,18,27,42
1645,11,13,17,22,35,42
1646,11,13,18,22,28,42
1647,11,13,20,21,23,39
1648,11,13,20,22,25,44
1649,11,13,20,22,26,32
1650,11,13,21,27,38,40
1651,11,13,21,32,34,39
1652,11,13,24,27,34,35
1653,11,13,27,33,38,41
1654,11,14,16,17,32,38
1655,11,14,16,19,42,45
1656,11,14,20,22,29,30
1657,11,14,20,27,29,36
1658,11,14,21,24,33,43
1659,11,14,22,26,36,42
1660,11,14,23,30,32,45
1661,11,14,26,37,38,40
1662,11,14,27,34,40,45
1663,11,14,29,31,39,43
1664,11,14,29,34,43,44
1665,11,14,30,31,33,38
1666,11,15,21,35,36,43
1667,11,16,18,19,24,34
1668,11,16,18,32,35,41
1669,11,16,19,24,36,42
1670,11,16,20,27,29,41
1671,11,16,22,29,30,34
1672,11,16,22,36,38,45
1673,11,16,23,34,37,41
1674,11,16,32,33,41,45
1675,11,16,34,38,42,44
1676,11,17,19,27,32,36
1677,11,17,23,25,27,40
1678,11,17,32,37,41,43
1679,11,18,20,31,36,43
1680,11,18,21,24,32,45
1681,11,18,21,24,35,44
1682,11,18,21,29,39,44
1683,11,18,22,24,25,39
1684,11,18,28,34,38,43
1685,11,19,20,22,25,30
1686,11,19,20,23,34,38
1687,11,19,21,23,26,38
1688,11,19,24,33,35,41
1689,11,19,25,32,40,41
1690,11,19,36,37,39,45
1691,11,20,31,39,40,43
1692,11,21,23,28,38,41
1693,11,21,31,33,35,39
1694,11,22,24,34,43,44
1695,11,22,29,30,35,43
1696,11,23,28,36,39,41
1697,11,23,29,31,34,39
1698,11,24,25,27,38,40
1699,11,24,25,28,32,36
1700,11,24,26,36,38,41
1701,11,24,28,29,36,39
1702,11,25,27,29,31,41
1703,11,26,27,29,35,36
1704,11,28,29,31,34,43
1705,12,13,15,25,29,32
1706,12,13,15,34,43,44
1707,12,13,16,27,29,39
1708,12,13,17,19,30,31
1709,12,13,20,27,29,31
1710,12,13,21,30,31,34
1711,12,14,15,23,28,39
1712,12,14,15,37,38,41
1713,12,14,21,23,39,44
1714,12,14,22,28,42,45
1715,12,14,22,29,41,45
1716,12,14,22,31,34,37
1717,12,14,26,28,29,42
1718,12,14,29,41,42,43
1719,12,15,16,24,40,42
1720,12,15,17,19,21,45
1721,12,15,20,31,39,40
1722,12,15,22,32,37,39
1723,12,15,31,33,37,38
1724,12,16,20,24,39,44
1725,12,16,20,36,38,41
1726,12,16,23,40,41,45
1727,12,16,29,34,43,44
1728,12,17,18,28,29,30
1729,12,17,18,31,36,42
1730,12,17,22,35,39,41
1731,12,17,25,37,41,44
1732,12,17,28,32,34,38
1733,12,18,22,36,39,43
1734,12,18,29,30,36,45
1735,12,19,20,21,23,44
1736,12,19,22,24,40,43
1737,12,19,25,27,36,43
1738,12,19,30,32,38,42
1739,12,20,21,27,30,38
1740,12,20,23,26,33,41
1741,12,20,26,31,40,41
1742,12,20,26,33,34,40
1743,12,21,22,25,38,43
1744,12,21,22,27,28,36
1745,12,21,23,30,39,42
1746,12,21,24,26,31,45
1747,12,21,25,31,39,40
1748,12,21,32,39,43,44
1749,12,22,25,26,28,43
1750,12,22,30,39,41,42
1751,12,23,25,33,34,39
1752,12,24,26,39,42,44
1753,12,24,27,30,38,42
1754,12,24,30,32,33,41
1755,12,26,28,33,35,42
1756,12,29,30,39,43,45
1757,13,14,16,28,39,40
1758,13,14,16,30,35,44
1759,13,14,18,30,37,39
1760,13,14,19,21,22,33
1761,13,14,19,28,32,34
1762,13,14,20,26,27,41
1763,13,14,25,26,28,29
1764,13,14,25,27,34,41
1765,13,14,29,30,34,42
1766,13,15,18,19,31,36
1767,13,15,18,22,33,41
1768,13,15,18,22,39,45
1769,13,15,21,24,39,43
1770,13,15,23,24,28,34
1771,13,16,18,32,38,40
1772,13,16,19,23,25,29
1773,13,16,23,38,41,45
1774,13,16,24,37,39,41
1775,13,16,26,40,43,45
1776,13,16,30,31,41,42
1777,13,16,31,34,41,44
1778,13,17,18,23,32,41
1779,13,17,19,24,31,43
1780,13,17,19,27,30,38
1781,13,17,20,25,38,42
1782,13,17,22,36,42,45
1783,13,18,19,30,40,43
1784,13,18,22,36,38,42
1785,13,18,23,35,38,40
1786,13,18,25,31,36,44
1787,13,18,33,34,35,44
1788,13,18,35,37,38,44
1789,13,19,20,36,38,45
1790,13,19,25,33,36,42
1791,13,20,21,24,37,38
1792,13,20,22,24,26,38
1793,13,21,24,29,38,44
1794,13,21,25,26,41,43
1795,13,21,25,29,33,43
1796,13,21,25,31,44,45
1797,13,21,27,29,30,43
1798,13,22,25,28,31,42
1799,13,22,30,31,36,39
1800,13,23,24,26,38,44
1801,13,23,33,35,37,44
1802,13,23,37,41,42,44
1803,13,24,30,32,37,42
1804,13,24,31,32,34,45
1805,13,25,32,35,38,40
1806,13,26,27,31,32,41
1807,13,27,35,39,42,43
1808,13,28,35,36,37,40
1809,13,31,35,37,40,45
1810,14,15,21,23,24,35
1811,14,15,22,28,37,41
1812,14,15,22,28,39,44
1813,14,15,25,28,34,37
1814,14,15,35,36,41,44
1815,14,16,17,21,24,40
1816,14,16,18,20,33,35
1817,14,16,20,24,44,45
1818,14,16,25,36,38,43
1819,14,17,20,23,32,33
1820,14,17,20,26,38,40
1821,14,17,23,32,38,41
1822,14,17,25,26,35,42
1823,14,17,32,33,34,41
1824,14,18,21,37,41,42
1825,14,18,27,33,34,37
1826,14,18,29,30,34,45
1827,14,19,20,23,32,38
1828,14,19,21,23,31,42
1829,14,19,23,25,39,41
1830,14,19,23,29,30,33
1831,14,19,24,31,32,42
1832,14,19,25,27,32,36
1833,14,20,21,33,39,42
1834,14,20,23,27,35,39
1835,14,20,36,37,39,41
1836,14,21,24,30,40,41
1837,14,21,30,31,34,35
1838,14,21,39,40,41,43
1839,14,22,30,34,41,42
1840,14,23,25,27,34,43
1841,14,23,25,37,40,43
1842,14,23,28,29,32,45
1843,14,24,34,39,41,44
1844,14,25,28,29,43,44
1845,14,26,27,30,35,41
1846,15,16,17,20,31,41
1847,15,16,19,25,32,39
1848,15,16,21,29,39,45
1849,15,16,22,28,38,42
1850,15,17,19,20,31,37
1851,15,17,21,26,37,44
1852,15,17,21,33,35,44
1853,15,17,28,32,34,42
1854,15,17,30,33,38,42
1855,15,17,32,35,37,38
1856,15,18,21,30,35,45
1857,15,19,20,21,30,42
1858,15,19,20,33,42,44
1859,15,19,21,34,39,44
1860,15,19,22,33,35,37
1861,15,20,22,23,33,38
1862,15,20,22,24,31,34
1863,15,20,31,35,38,40
1864,15,20,32,35,36,40
1865,15,21,29,31,32,43
1866,15,21,30,34,42,44
1867,15,21,34,35,37,41
1868,15,22,25,36,39,40
1869,15,23,25,36,37,38
1870,15,23,28,31,32,40
1871,15,23,31,38,40,42
1872,15,24,34,36,39,40
1873,15,25,26,31,36,39
1874,15,28,33,35,38,40
1875,16,17,18,19,38,41
1876,16,17,19,21,28,38
1877,16,17,19,30,39,42
1878,16,17,20,30,33,44
1879,16,17,31,36,39,40
1880,16,18,21,28,33,36
1881,16,18,21,30,31,40
1882,16,19,22,24,27,42
1883,16,19,22,26,27,36
1884,16,19,25,34,43,44
1885,16,19,26,31,41,42
1886,16,19,29,33,35,40
1887,16,20,21,29,35,42
1888,16,20,22,23,24,43
1889,16,20,24,32,37,38
1890,16,21,22,26,36,43
1891,16,21,28,30,31,40
1892,16,21,28,30,33,40
1893,16,22,26,29,31,38
1894,16,22,26,30,37,43
1895,16,22,26,36,38,45
1896,16,22,34,37,40,44
1897,16,23,29,37,38,45
1898,16,24,25,32,35,39
1899,16,24,38,40,42,45
1900,16,25,27,29,33,35
1901,16,25,32,33,40,43
1902,16,26,28,33,40,42
1903,16,27,28,32,44,45
1904,16,28,34,36,37,43
1905,16,29,33,34,35,42
1906,17,18,21,28,41,42
1907,17,18,22,29,31,32
1908,17,18,23,27,32,39
1909,17,19,20,31,33,42
1910,17,19,29,30,38,39
1911,17,20,25,26,38,39
1912,17,20,25,27,33,38
1913,17,22,25,26,28,31
1914,17,22,29,35,42,43
1915,17,22,33,36,42,44
1916,17,26,29,30,39,41
1917,17,26,35,36,41,42
1918,17,27,28,31,33,43
1919,17,27,30,31,38,40
1920,17,28,29,32,36,38
1921,17,30,32,33,35,36
1922,18,19,20,25,26,28
1923,18,19,27,28,34,45
1924,18,19,33,35,40,45
1925,18,20,21,32,34,43
1926,18,20,23,29,36,45
1927,18,20,24,29,38,44
1928,18,20,27,29,30,31
1929,18,20,27,36,41,42
