No,Group,No1,No2,No3,No4,No5,No6
873,3,1,1,5,8,3,5
874,3,1,1,7,2,5,2
875,3,1,1,9,9,4,0
876,3,1,2,0,3,5,5
877,3,1,2,2,8,8,0
878,3,1,2,8,6,6,2
879,3,1,3,3,0,9,6
880,3,1,3,4,7,0,0
881,3,1,3,7,0,4,9
882,3,1,4,5,7,3,7
883,3,1,4,8,0,6,9
884,3,1,4,9,7,3,2
885,3,1,5,0,7,4,3
886,3,1,5,8,6,6,4
887,3,1,5,9,4,9,2
888,3,1,5,9,5,6,9
889,3,1,6,5,4,4,8
890,3,1,6,7,6,5,1
891,3,1,7,2,8,3,7
892,3,1,7,5,0,6,9
893,3,1,7,5,9,6,3
894,3,1,8,1,1,1,7
895,3,1,8,3,6,3,2
896,3,1,8,5,0,4,0
897,3,1,8,5,5,5,2
898,3,1,8,7,0,4,7
899,3,1,8,7,1,9,3
900,3,1,9,8,1,5,3
901,3,2,0,1,4,0,0
902,3,2,0,3,2,9,9
903,3,2,0,3,4,8,6
904,3,2,0,3,7,9,6
905,3,2,0,5,6,8,0
906,3,2,0,6,3,1,6
907,3,2,0,6,8,2,5
908,3,2,1,0,8,8,9
909,3,2,1,2,9,9,3
910,3,2,1,4,0,2,6
911,3,2,1,5,8,7,3
912,3,2,1,7,7,6,1
913,3,2,1,9,5,0,9
914,3,2,2,0,5,3,7
915,3,2,3,1,8,9,7
916,3,2,3,2,0,2,1
917,3,2,3,4,3,4,4
918,3,2,3,8,9,4,7
919,3,2,3,9,0,1,2
920,3,2,4,0,8,4,1
921,3,2,4,3,1,6,4
922,3,2,4,3,8,2,8
923,3,2,4,7,4,9,7
924,3,2,4,7,7,4,5
925,3,2,4,8,8,7,1
926,3,2,5,0,7,2,6
927,3,2,5,8,6,6,9
928,3,2,6,0,1,8,6
929,3,2,6,4,2,9,3
930,3,2,6,8,5,5,4
931,3,2,7,2,2,3,3
932,3,2,7,7,0,9,4
933,3,2,8,3,4,0,3
934,3,2,8,4,2,6,5
935,3,2,8,5,8,0,8
936,3,2,8,6,0,7,2
937,3,2,9,0,2,5,2
938,3,2,9,1,5,1,9
939,3,2,9,5,8,3,4
940,3,2,9,7,2,6,4
941,3,2,9,7,8,2,9
942,3,3,0,3,6,9,5
943,3,3,1,6,1,0,9
944,3,3,1,9,4,1,5
945,3,3,2,1,2,5,4
946,3,3,2,3,5,6,8
947,3,3,2,5,1,4,6
948,3,3,2,5,4,7,7
949,3,3,2,6,2,8,0
950,3,3,2,9,7,0,8
951,3,3,3,3,2,4,3
952,3,3,3,4,2,8,8
953,3,3,3,5,8,2,0
954,3,3,4,1,3,1,6
955,3,3,4,2,1,6,9
956,3,3,5,6,9,6,0
957,3,3,6,1,5,2,1
958,3,3,6,3,7,5,2
959,3,3,6,6,3,5,0
960,3,3,6,9,6,4,4
961,3,3,7,2,3,3,3
962,3,3,9,3,1,6,8
963,3,4,0,5,8,3,4
964,3,4,1,0,3,0,1
965,3,4,1,1,0,6,4
966,3,4,1,2,9,5,6
967,3,4,2,1,5,0,3
968,3,4,2,2,9,5,5
969,3,4,2,4,8,1,9
970,3,4,2,5,9,6,4
971,3,4,3,4,4,0,5
972,3,4,4,5,9,6,7
973,3,4,4,8,1,8,4
974,3,4,4,8,9,7,3
975,3,4,5,0,4,8,6
976,3,4,5,1,2,3,6
977,3,4,5,1,7,3,1
978,3,4,5,5,7,7,4
979,3,4,5,7,9,0,4
980,3,4,6,1,2,1,7
981,3,4,6,7,5,2,3
982,3,4,6,8,7,7,4
983,3,4,6,8,9,4,0
984,3,4,6,9,4,2,8
985,3,4,7,0,8,2,4
986,3,4,7,1,1,5,8
987,3,4,7,2,2,2,7
988,3,4,7,3,3,6,4
989,3,4,7,4,1,3,8
990,3,4,7,8,0,1,8
991,3,4,8,0,7,8,6
992,3,4,8,2,0,6,9
993,3,4,8,2,6,5,9
994,3,4,8,3,4,8,5
995,3,4,8,5,7,7,3
996,3,4,8,7,8,6,8
997,3,4,8,8,3,7,5
998,3,4,8,8,5,6,5
999,3,4,9,0,5,0,6
1000,3,4,9,4,4,9,3
1001,3,4,9,6,4,4,4
1002,3,4,9,9,1,9,4
1003,3,5,0,0,3,5,3
1004,3,5,0,1,0,8,4
1005,3,5,0,1,6,0,1
1006,3,5,0,7,0,2,3
1007,3,5,1,0,3,1,6
1008,3,5,1,1,6,7,9
1009,3,5,1,3,4,7,9
1010,3,5,1,5,8,9,4
1011,3,5,1,8,2,8,7
1012,3,5,2,3,9,2,2
1013,3,5,2,5,4,1,9
1014,3,5,2,7,7,8,2
1015,3,5,2,9,1,1,9
1016,3,5,3,6,4,3,3
1017,3,5,3,9,6,4,2
1018,3,5,4,3,1,1,5
1019,3,5,4,3,7,7,0
1020,3,5,4,5,2,5,7
1021,3,5,4,6,2,9,6
1022,3,5,4,7,9,6,9
1023,3,5,5,0,6,5,2
1024,3,5,5,4,4,0,9
1025,3,5,5,6,7,1,8
1026,3,5,6,0,2,1,7
1027,3,5,6,2,1,4,5
1028,3,5,6,4,7,0,4
1029,3,5,7,0,5,2,5
1030,3,5,7,3,1,2,0
1031,3,5,7,3,8,5,9
1032,3,5,7,4,1,0,0
1033,3,5,7,6,1,5,7
1034,3,5,8,0,5,7,4
1035,3,5,8,2,4,8,8
1036,3,5,8,6,2,2,7
1037,3,5,8,6,8,2,7
1038,3,5,8,8,0,8,4
1039,3,5,8,8,2,7,1
1040,3,5,9,1,6,3,2
1041,3,5,9,5,9,0,8
1042,3,5,9,6,4,8,2
1043,3,5,9,9,0,8,1
1044,3,6,0,6,6,1,3
1045,3,6,0,9,3,7,8
1046,3,6,1,0,3,4,2
1047,3,6,1,3,3,7,7
1048,3,6,1,4,0,1,8
1049,3,6,1,4,5,6,7
1050,3,6,1,5,5,4,6
1051,3,6,1,6,9,6,0
1052,3,6,2,3,6,8,1
1053,3,6,2,4,3,4,3
1054,3,6,4,1,8,3,1
1055,3,6,4,4,2,3,8
1056,3,6,4,4,3,7,1
1057,3,6,4,8,2,9,0
1058,3,6,5,5,4,7,6
1059,3,6,5,5,7,3,4
1060,3,6,5,7,2,4,3
1061,3,6,5,7,5,2,6
1062,3,6,5,9,0,2,0
1063,3,6,6,6,1,5,5
1064,3,6,6,7,9,3,8
1065,3,6,7,6,0,5,4
1066,3,6,7,9,4,7,2
1067,3,6,8,1,7,5,1
1068,3,6,8,8,2,7,6
1069,3,6,8,9,2,4,7
1070,3,6,8,9,6,9,5
1071,3,6,8,9,8,7,3
1072,3,6,8,9,9,1,9
1073,3,6,9,3,0,2,7
1074,3,6,9,7,3,4,2
1075,3,6,9,9,9,6,7
1076,3,7,0,2,6,5,3
1077,3,7,0,3,4,5,5
1078,3,7,1,3,1,5,4
1079,3,7,1,5,7,2,8
1080,3,7,2,0,3,6,0
1081,3,7,2,1,1,9,7
1082,3,7,2,2,1,4,1
1083,3,7,2,5,3,8,9
1084,3,7,2,6,8,3,4
1085,3,7,3,5,1,7,0
1086,3,7,3,5,3,9,8
1087,3,7,3,6,8,8,2
1088,3,7,3,9,0,4,1
1089,3,7,4,0,3,6,2
1090,3,7,4,6,5,0,9
1091,3,7,4,6,5,7,6
1092,3,7,5,3,5,1,0
1093,3,7,6,0,4,3,8
1094,3,7,6,2,3,5,0
1095,3,7,6,4,6,2,2
1096,3,7,7,5,5,8,3
1097,3,7,7,9,4,9,4
1098,3,7,8,1,1,7,6
1099,3,7,8,4,0,6,4
1100,3,7,8,5,2,2,4
1101,3,7,8,7,5,1,9
1102,3,7,9,0,1,2,0
1103,3,7,9,2,1,3,5
1104,3,7,9,3,4,4,1
1105,3,7,9,3,8,8,7
1106,3,7,9,6,0,5,0
1107,3,7,9,7,8,1,5
1108,3,7,9,9,7,6,1
1109,3,8,0,6,3,3,8
1110,3,8,1,9,1,7,0
1111,3,8,2,1,7,5,5
1112,3,8,2,5,2,2,2
1113,3,8,3,1,5,0,4
1114,3,8,3,1,7,2,0
1115,3,8,3,2,6,3,9
1116,3,8,3,9,7,3,8
1117,3,8,3,9,8,8,9
1118,3,8,4,8,2,7,4
1119,3,8,4,8,3,0,5
1120,3,8,4,8,9,1,4
1121,3,8,5,1,3,3,1
1122,3,8,5,3,2,3,6
1123,3,8,5,4,4,3,4
1124,3,8,5,5,0,1,1
1125,3,8,6,0,1,4,2
1126,3,8,6,3,6,4,1
1127,3,8,6,6,5,9,7
1128,3,8,6,9,5,4,9
1129,3,8,6,9,6,7,2
1130,3,8,7,2,8,3,6
1131,3,8,7,3,4,6,5
1132,3,8,7,9,3,4,2
1133,3,8,8,1,2,2,4
1134,3,8,8,2,9,4,9
1135,3,8,8,6,7,6,9
1136,3,8,8,6,8,5,9
1137,3,8,8,7,7,3,2
1138,3,8,9,0,4,1,0
1139,3,8,9,1,1,3,9
1140,3,8,9,2,2,3,3
1141,3,8,9,4,5,0,8
1142,3,8,9,6,2,5,7
1143,3,8,9,8,3,0,8
1144,3,9,0,0,3,6,7
1145,3,9,0,4,5,6,3
1146,3,9,0,7,8,5,9
1147,3,9,1,2,2,3,8
1148,3,9,1,2,8,7,5
1149,3,9,2,2,1,7,3
1150,3,9,2,3,0,2,6
1151,3,9,2,7,4,3,5
1152,3,9,3,0,7,3,8
1153,3,9,3,0,8,4,1
1154,3,9,3,0,9,8,1
1155,3,9,3,1,8,4,3
1156,3,9,3,2,4,0,3
1157,3,9,3,3,6,2,4
1158,3,9,3,6,4,5,7
1159,3,9,3,9,0,5,6
1160,3,9,3,9,9,8,1
1161,3,9,4,0,9,6,4
1162,3,9,4,1,8,3,1
1163,3,9,4,2,8,1,3
1164,3,9,4,3,1,3,3
1165,3,9,4,3,2,4,5
1166,3,9,4,6,2,7,5
1167,3,9,4,6,9,1,8
1168,3,9,4,8,3,7,7
1169,3,9,5,0,8,6,1
1170,3,9,5,2,6,6,3
1171,3,9,5,3,4,7,4
1172,3,9,5,4,4,6,9
1173,3,9,5,9,0,1,4
1174,3,9,6,6,7,0,0
1175,3,9,7,1,0,2,4
1176,3,9,7,1,0,9,4
1177,3,9,7,2,4,2,7
1178,3,9,7,9,9,0,1
1179,3,9,8,4,0,4,9
1180,3,9,8,5,5,0,0
1181,3,9,8,8,7,9,2
1182,3,9,9,1,9,2,1
1183,3,9,9,2,2,9,6
1184,3,9,9,4,6,9,7
1185,3,9,9,6,6,4,4
1186,3,9,9,6,8,4,1
1187,3,9,9,8,5,0,7
1188,4,0,0,0,2,3,9
1189,4,0,0,0,8,9,9
1190,4,0,0,2,1,5,9
1191,4,0,0,3,5,7,3
1192,4,0,0,5,8,9,1
1193,4,0,0,9,9,6,2
1194,4,0,1,2,9,6,2
1195,4,0,1,9,0,2,5
1196,4,0,1,9,2,9,6
1197,4,0,2,0,1,7,5
1198,4,0,2,3,4,7,3
1199,4,0,2,4,9,4,4
1200,4,0,2,8,9,1,3
1201,4,0,2,9,8,3,9
1202,4,0,3,2,5,7,0
1203,4,0,3,3,5,3,6
1204,4,0,3,5,3,5,3
1205,4,0,3,6,8,0,3
1206,4,0,4,0,7,2,3
1207,4,0,4,0,7,8,8
1208,4,0,4,1,0,6,8
1209,4,0,4,9,4,1,1
1210,4,0,5,3,0,1,3
1211,4,0,5,3,0,3,4
1212,4,0,5,4,1,6,9
1213,4,0,5,7,0,0,3
1214,4,0,5,7,1,8,5
1215,4,0,5,8,5,4,7
1216,4,0,5,8,6,9,9
1217,4,0,6,1,5,7,5
1218,4,0,6,2,9,3,4
1219,4,0,6,4,7,1,5
1220,4,0,6,7,5,2,4
1221,4,0,6,9,8,0,7
1222,4,0,7,4,1,1,8
1223,4,0,7,9,5,8,4
1224,4,0,8,4,2,0,7
1225,4,0,9,6,6,0,5
1226,4,0,9,6,8,8,0
1227,4,0,9,6,9,9,6
1228,4,0,9,8,2,4,1
1229,4,0,9,8,4,2,2
1230,4,1,0,0,8,9,1
1231,4,1,0,1,4,5,0
1232,4,1,0,1,8,5,1
1233,4,1,0,3,1,9,5
1234,4,1,0,6,3,1,1
1235,4,1,0,7,2,7,9
1236,4,1,0,8,2,0,8
1237,4,1,1,0,2,6,2
1238,4,1,1,1,9,7,2
1239,4,1,1,2,5,5,5
1240,4,1,1,3,2,0,6
1241,4,1,1,6,2,5,2
1242,4,1,1,6,7,2,1
1243,4,1,1,6,8,9,4
1244,4,1,2,0,0,1,1
1245,4,1,2,2,1,3,4
1246,4,1,2,2,2,5,0
1247,4,1,2,2,7,8,1
1248,4,1,2,5,1,8,5
1249,4,1,2,5,7,4,0
1250,4,1,2,9,5,1,2
1251,4,1,3,7,7,3,2
1252,4,1,3,9,2,5,8
1253,4,1,4,1,3,8,7
1254,4,1,4,3,5,6,1
1255,4,1,4,4,5,9,8
1256,4,1,4,5,0,1,6
1257,4,1,4,6,1,4,0
1258,4,1,4,7,4,7,3
1259,4,1,4,9,9,1,3
1260,4,1,5,1,8,2,2
1261,4,1,5,5,2,7,7
1262,4,1,5,8,4,0,1
1263,4,1,5,9,7,5,2
1264,4,1,6,1,0,9,2
1265,4,1,6,2,3,8,0
1266,4,1,6,8,3,5,4
1267,4,1,6,8,7,2,4
1268,4,1,7,0,9,8,0
1269,4,1,7,2,7,9,8
1270,4,1,7,7,8,4,7
1271,4,1,8,2,3,1,3
1272,4,1,8,5,0,9,3
1273,4,1,8,5,1,7,4
1274,4,1,8,8,8,4,6
1275,4,1,8,9,7,2,0
1276,4,1,9,2,3,3,9
1277,4,1,9,2,3,5,4
1278,4,1,9,3,7,4,6
1279,4,1,9,4,9,4,5
1280,4,1,9,5,1,2,7
1281,4,1,9,7,4,2,1
1282,4,2,0,2,7,6,7
1283,4,2,0,4,3,6,6
1284,4,2,0,8,2,1,7
1285,4,2,0,9,3,0,8
1286,4,2,1,8,8,0,7
1287,4,2,2,0,5,6,2
1288,4,2,2,2,5,7,7
1289,4,2,2,2,7,2,6
1290,4,2,2,5,0,7,0
1291,4,2,2,7,6,2,4
1292,4,2,2,9,1,5,9
1293,4,2,3,5,7,0,6
1294,4,2,3,6,6,9,8
1295,4,2,3,7,8,5,1
1296,4,2,3,8,0,5,0
1297,4,2,3,8,1,3,7
1298,4,2,3,8,8,5,7
1299,4,2,4,3,2,4,7
1300,4,2,4,4,8,2,7
1301,4,2,4,7,8,0,5
1302,4,2,5,1,0,7,3
1303,4,2,5,2,8,7,5
1304,4,2,5,6,2,0,3
1305,4,2,6,1,2,2,6
1306,4,2,6,3,6,4,8
1307,4,2,6,4,8,6,7
1308,4,2,6,9,9,8,2
1309,4,2,7,4,4,7,1
1310,4,2,7,7,7,5,9
1311,4,2,7,8,0,6,3
1312,4,2,8,1,2,7,4
1313,4,2,8,3,3,8,4
1314,4,2,8,4,9,4,6
1315,4,2,8,5,7,0,7
1316,4,2,8,5,9,9,3
1317,4,2,8,9,3,6,9
1318,4,2,9,2,9,2,3
1319,4,2,9,3,6,4,7
1320,4,2,9,5,9,1,7
1321,4,2,9,7,3,1,2
1322,4,2,9,7,5,0,5
1323,4,2,9,9,4,2,0
1324,4,3,0,5,2,8,1
1325,4,3,0,6,0,8,1
1326,4,3,0,7,0,5,8
1327,4,3,0,7,0,6,8
1328,4,3,1,0,3,8,0
1329,4,3,1,2,0,8,6
1330,4,3,1,6,6,4,4
1331,4,3,1,6,9,9,4
1332,4,3,1,8,4,7,8
1333,4,3,1,8,8,0,5
1334,4,3,2,7,3,7,1
1335,4,3,2,8,6,3,5
1336,4,3,2,9,2,5,8
1337,4,3,3,2,9,6,0
1338,4,3,3,3,1,6,9
1339,4,3,3,6,6,5,0
1340,4,3,4,0,6,1,0
1341,4,3,4,1,0,5,5
1342,4,3,4,1,6,8,6
1343,4,3,4,3,0,9,3
1344,4,3,5,6,1,9,9
1345,4,3,6,2,0,3,2
1346,4,3,6,2,5,5,1
1347,4,3,6,2,9,1,3
1348,4,3,6,8,8,5,6
1349,4,3,7,4,2,8,3
1350,4,3,7,5,6,2,6
1351,4,3,7,7,3,8,6
1352,4,3,7,7,9,1,8
1353,4,3,8,2,9,8,5
1354,4,3,8,6,9,0,9
1355,4,3,9,0,9,5,0
1356,4,3,9,2,4,7,6
1357,4,3,9,3,9,6,8
1358,4,3,9,9,3,6,6
1359,4,4,0,0,2,5,9
1360,4,4,0,0,7,9,0
1361,4,4,0,1,2,4,1
1362,4,4,0,1,5,6,4
1363,4,4,0,4,0,5,5
1364,4,4,0,4,6,1,3
1365,4,4,0,8,3,2,8
1366,4,4,0,9,0,5,2
1367,4,4,1,3,7,7,6
1368,4,4,1,4,1,8,9
1369,4,4,1,5,7,2,9
1370,4,4,2,0,8,5,2
1371,4,4,2,8,3,1,7
1372,4,4,3,0,4,9,7
1373,4,4,3,2,3,1,2
1374,4,4,3,4,6,7,5
1375,4,4,3,9,1,4,1
1376,4,4,4,1,6,3,6
1377,4,4,4,4,1,7,2
1378,4,4,4,4,3,5,4
1379,4,4,4,4,8,8,9
1380,4,4,4,7,9,0,9
1381,4,4,4,8,4,2,5
1382,4,4,4,9,6,1,8
1383,4,4,5,2,9,0,8
1384,4,4,5,4,9,2,5
1385,4,4,5,5,1,2,9
1386,4,4,5,5,3,5,1
1387,4,4,5,6,8,1,8
1388,4,4,5,7,2,0,8
1389,4,4,5,7,8,5,1
1390,4,4,5,8,0,6,9
1391,4,4,5,8,4,6,9
1392,4,4,6,0,1,1,6
1393,4,4,6,0,3,2,0
1394,4,4,6,2,9,9,4
1395,4,4,6,5,3,0,2
1396,4,4,7,2,2,3,8
1397,4,4,7,3,3,8,7
1398,4,4,7,4,7,8,6
1399,4,4,7,6,6,2,8
1400,4,4,7,7,6,9,1
1401,4,4,8,4,5,1,1
1402,4,4,8,7,5,2,7
1403,4,4,9,0,6,2,3
1404,4,4,9,1,5,1,9
1405,4,4,9,6,2,9,1
1406,4,4,9,8,0,3,3
1407,4,5,0,0,1,0,1
1408,4,5,0,0,9,2,5
1409,4,5,1,2,1,9,5
1410,4,5,1,5,2,4,1
1411,4,5,2,5,5,4,9
1412,4,5,2,7,2,6,3
1413,4,5,2,8,2,1,5
1414,4,5,3,2,1,5,9
1415,4,5,4,1,2,0,4
1416,4,5,4,1,4,3,1
1417,4,5,4,2,3,5,3
1418,4,5,4,8,4,1,5
1419,4,5,4,8,5,8,5
1420,4,5,4,9,7,3,3
1421,4,5,5,0,7,3,7
1422,4,5,5,3,0,0,2
1423,4,5,5,3,4,6,0
1424,4,5,6,0,2,5,6
1425,4,5,6,3,9,1,9
1426,4,5,6,4,6,3,8
1427,4,5,6,8,2,4,2
1428,4,5,6,9,9,7,9
1429,4,5,7,2,4,9,7
1430,4,5,7,3,5,3,4
1431,4,5,7,7,2,8,9
1432,4,5,7,8,5,0,2
1433,4,5,8,2,6,7,3
1434,4,5,8,6,9,2,0
1435,4,5,8,8,1,6,9
1436,4,5,9,0,8,5,1
1437,4,5,9,2,2,7,7
1438,4,5,9,4,5,2,4
1439,4,5,9,8,9,1,7
1440,4,6,0,4,0,6,3
1441,4,6,0,8,8,7,1
1442,4,6,1,6,0,3,8
1443,4,6,1,6,4,0,6
1444,4,6,1,8,8,7,6
1445,4,6,2,1,4,8,4
1446,4,6,2,2,7,3,8
1447,4,6,2,3,9,6,9
1448,4,6,2,8,0,0,1
1449,4,6,3,4,6,6,5
1450,4,6,3,5,3,9,2
1451,4,6,3,6,5,9,3
1452,4,6,3,8,8,9,2
1453,4,6,3,9,4,3,6
1454,4,6,4,0,6,5,3
1455,4,6,4,3,4,6,5
1456,4,6,4,3,8,2,2
1457,4,6,4,4,3,5,1
1458,4,6,4,8,5,0,3
1459,4,6,5,2,3,0,2
1460,4,6,5,5,5,2,2
1461,4,6,5,5,9,3,8
1462,4,6,5,6,5,9,8
1463,4,6,5,6,9,6,4
1464,4,6,5,7,1,5,3
1465,4,6,5,9,8,3,4
1466,4,6,6,0,1,7,6
1467,4,6,6,2,4,8,1
1468,4,6,6,3,4,2,6
1469,4,6,6,4,5,2,0
1470,4,6,6,6,5,3,8
1471,4,6,7,0,8,2,9
1472,4,6,7,2,9,8,5
1473,4,6,7,3,4,9,4
1474,4,6,7,4,3,9,2
1475,4,6,7,5,3,3,8
1476,4,6,7,5,3,4,8
1477,4,6,7,8,4,0,8
1478,4,6,8,0,5,7,2
1479,4,6,8,3,1,9,2
1480,4,6,9,2,1,4,8
1481,4,6,9,2,7,4,4
1482,4,6,9,4,1,7,3
1483,4,6,9,4,2,5,6
1484,4,6,9,4,9,5,6
1485,4,6,9,7,4,2,1
1486,4,7,0,2,1,9,2
1487,4,7,0,2,8,6,3
1488,4,7,0,4,3,8,5
1489,4,7,0,5,1,8,8
1490,4,7,0,5,5,8,8
1491,4,7,0,6,0,6,2
1492,4,7,0,7,6,9,4
1493,4,7,1,5,0,5,3
1494,4,7,1,7,7,4,2
1495,4,7,1,8,7,7,8
1496,4,7,2,0,4,6,8
1497,4,7,2,4,7,2,3
1498,4,7,2,8,1,5,7
1499,4,7,3,0,4,1,5
1500,4,7,3,3,2,4,2
1501,4,7,3,3,5,3,4
1502,4,7,3,4,7,0,7
1503,4,7,3,5,2,4,4
1504,4,7,3,5,8,5,2
1505,4,7,3,7,8,1,4
1506,4,7,4,0,0,2,6
1507,4,7,4,0,8,4,3
1508,4,7,4,2,2,4,2
1509,4,7,4,7,6,4,4
1510,4,7,5,8,6,0,6
1511,4,7,5,9,3,2,5
1512,4,7,6,2,5,1,1
1513,4,7,6,2,6,5,3
1514,4,7,6,6,3,1,0
1515,4,7,6,6,5,9,1
1516,4,7,6,7,8,5,5
1517,4,7,6,9,4,0,6
1518,4,7,6,9,9,8,8
1519,4,7,7,1,8,7,9
1520,4,7,7,2,4,1,8
1521,4,7,7,4,1,3,0
1522,4,7,7,5,6,2,0
1523,4,7,8,1,7,8,0
1524,4,7,8,4,8,3,1
1525,4,7,8,5,7,7,2
1526,4,7,8,6,3,9,6
1527,4,7,9,1,7,6,8
1528,4,7,9,2,8,8,9
1529,4,7,9,6,3,8,9
1530,4,8,0,3,2,9,8
1531,4,8,0,3,4,6,7
1532,4,8,0,3,7,7,2
1533,4,8,0,5,3,9,4
1534,4,8,0,5,6,1,0
1535,4,8,0,9,1,7,0
1536,4,8,1,0,7,2,9
1537,4,8,1,4,5,3,3
1538,4,8,1,4,6,4,7
1539,4,8,1,7,6,6,8
1540,4,8,2,0,7,9,1
1541,4,8,2,1,0,0,6
1542,4,8,2,1,9,0,6
1543,4,8,2,3,4,2,0
1544,4,8,2,4,0,2,1
1545,4,8,2,7,0,6,6
1546,4,8,3,1,5,5,6
1547,4,8,3,3,4,3,2
1548,4,8,3,8,2,3,4
1549,4,8,4,1,0,5,3
1550,4,8,4,3,4,5,4
1551,4,8,4,6,5,6,9
1552,4,8,5,5,7,8,8
1553,4,8,6,1,0,3,8
1554,4,8,6,1,9,3,3
1555,4,8,6,2,1,1,8
1556,4,8,6,5,3,2,8
1557,4,8,6,5,6,8,8
1558,4,8,6,7,0,7,7
1559,4,8,6,8,9,4,2
1560,4,8,6,9,6,9,9
1561,4,8,7,3,5,6,4
1562,4,8,7,6,0,3,0
1563,4,8,7,9,3,7,0
1564,4,8,8,0,6,3,3
1565,4,8,8,1,3,8,3
1566,4,8,8,4,2,9,8
1567,4,8,8,6,4,0,3
1568,4,8,9,4,2,8,8
1569,4,8,9,5,0,9,2
1570,4,8,9,6,4,2,5
1571,4,8,9,8,8,3,0
1572,4,8,9,9,1,7,9
1573,4,9,0,4,8,8,9
1574,4,9,0,9,7,7,1
1575,4,9,1,1,4,5,8
1576,4,9,1,6,3,0,8
1577,4,9,1,7,6,4,1
1578,4,9,1,8,9,1,2
1579,4,9,2,0,6,9,9
1580,4,9,2,4,7,4,4
1581,4,9,2,6,7,8,4
1582,4,9,2,8,7,0,6
1583,4,9,3,3,7,8,8
1584,4,9,3,7,6,4,1
1585,4,9,3,8,6,7,8
1586,4,9,4,3,5,2,6
1587,4,9,4,5,2,4,6
1588,4,9,4,8,5,8,5
1589,4,9,4,9,5,2,8
1590,4,9,5,1,9,8,2
1591,4,9,5,3,0,3,4
1592,4,9,5,4,0,4,6
1593,4,9,5,4,5,2,3
1594,4,9,5,6,8,4,6
1595,4,9,5,9,8,7,7
1596,4,9,6,1,4,2,6
1597,4,9,6,1,9,0,1
1598,4,9,6,2,0,4,6
1599,4,9,6,3,1,5,0
1600,4,9,6,4,1,2,3
1601,4,9,6,6,6,3,6
1602,4,9,7,0,8,1,6
1603,4,9,7,1,8,9,6
1604,4,9,7,3,0,0,2
1605,4,9,7,3,2,9,0
1606,4,9,7,5,3,2,0
1607,4,9,7,5,7,7,4
1608,4,9,8,1,1,3,5
1609,4,9,8,2,7,3,2
1610,4,9,8,7,7,4,8
1611,4,9,8,9,9,8,1
1612,4,9,9,2,2,8,6
1613,4,9,9,2,9,3,0
1614,5,0,0,2,4,3,9
1615,5,0,0,6,0,8,7
1616,5,0,0,6,7,0,9
1617,5,0,0,7,6,2,9
1618,5,0,0,9,7,1,4
1619,5,0,1,0,9,4,7
1620,5,0,1,5,3,5,3
1621,5,0,1,6,2,8,3
1622,5,0,2,0,2,1,4
1623,5,0,2,7,0,4,2
1624,5,0,2,7,8,7,8
1625,5,0,3,0,4,4,6
1626,5,0,3,2,5,7,3
1627,5,0,3,5,0,3,6
1628,5,0,3,5,1,1,6
1629,5,0,3,7,2,9,8
1630,5,0,4,1,9,8,9
1631,5,0,4,7,4,7,2
1632,5,0,4,8,2,6,9
1633,5,0,5,5,1,5,5
1634,5,0,5,5,2,3,3
1635,5,0,5,5,5,7,5
1636,5,0,5,7,5,4,8
1637,5,0,5,7,9,1,5
1638,5,0,5,8,2,2,4
1639,5,0,6,1,9,2,5
1640,5,0,6,3,4,7,3
1641,5,0,6,9,1,9,4
1642,5,0,7,0,4,4,3
1643,5,0,7,0,9,5,3
1644,5,0,7,2,3,8,1
1645,5,0,7,2,7,3,6
1646,5,0,7,6,2,2,0
1647,5,0,7,6,4,6,6
1648,5,0,7,6,9,2,5
1649,5,0,7,7,0,9,5
1650,5,0,8,0,7,5,2
1651,5,0,8,1,6,5,2
1652,5,0,8,3,6,7,1
1653,5,0,8,5,6,5,5
1654,5,0,9,1,2,6,4
1655,5,0,9,1,3,6,7
1656,5,0,9,2,1,9,5
1657,5,0,9,4,3,3,7
1658,5,0,9,7,0,5,0
1659,5,0,9,7,2,5,6
1660,5,0,9,9,4,1,2
1661,5,0,9,9,7,8,2
1662,5,1,0,2,3,3,6
1663,5,1,0,5,2,2,2
1664,5,1,0,6,6,3,2
1665,5,1,0,7,5,5,2
1666,5,1,0,8,2,3,2
1667,5,1,1,1,5,8,7
1668,5,1,1,2,6,5,1
1669,5,1,1,5,4,9,6
1670,5,1,2,3,8,4,3
1671,5,1,2,4,2,9,1
1672,5,1,2,7,5,6,1
1673,5,1,2,9,7,9,0
1674,5,1,3,3,3,6,6
1675,5,1,3,8,1,1,1
1676,5,1,4,2,1,6,3
1677,5,1,4,6,0,5,9
1678,5,1,4,9,4,7,7
1679,5,1,4,9,8,5,0
1680,5,1,5,3,9,3,8
1681,5,1,5,4,4,9,4
1682,5,1,5,4,8,3,6
1683,5,1,5,7,4,9,1
1684,5,1,5,9,9,0,0
1685,5,1,6,5,0,1,3
1686,5,1,6,5,5,4,0
1687,5,1,6,6,3,3,6
1688,5,1,6,7,5,1,9
1689,5,1,6,7,5,2,6
1690,5,1,7,1,3,6,3
1691,5,1,7,4,5,0,1
1692,5,1,7,5,6,5,8
1693,5,1,7,5,7,0,4
1694,5,1,7,7,0,5,7
1695,5,1,8,0,5,6,1
1696,5,1,8,1,1,3,2
1697,5,1,8,1,6,9,6
1698,5,1,8,4,7,9,9
1699,5,1,8,5,4,1,2
1700,5,1,8,7,5,4,7
1701,5,1,9,5,5,6,9
