No,Group,No1,No2,No3,No4,No5,No6
873,3,1,3,2,7,6,2
874,3,1,3,3,8,5,8
875,3,1,3,4,4,5,6
876,3,1,3,4,6,0,2
877,3,1,3,5,5,0,0
878,3,1,3,7,9,3,6
879,3,1,4,0,2,7,0
880,3,1,4,2,2,3,6
881,3,1,4,5,1,0,4
882,3,1,4,6,9,2,4
883,3,1,5,4,9,8,4
884,3,1,5,9,2,0,6
885,3,1,5,9,8,0,5
886,3,1,6,4,0,0,4
887,3,1,6,5,1,8,7
888,3,1,6,8,4,8,9
889,3,1,7,0,5,6,1
890,3,1,7,4,8,0,8
891,3,1,7,7,8,1,0
892,3,1,7,8,4,8,6
893,3,1,7,8,9,7,1
894,3,1,8,4,4,3,3
895,3,1,8,7,1,4,6
896,3,1,8,8,6,5,8
897,3,1,8,9,8,4,9
898,3,1,8,9,9,8,2
899,3,1,9,4,9,0,7
900,3,1,9,6,2,4,1
901,3,1,9,8,7,6,1
902,3,1,9,9,9,1,2
903,3,2,0,0,2,9,1
904,3,2,0,3,3,8,5
905,3,2,0,5,5,3,7
906,3,2,0,9,2,2,3
907,3,2,1,0,4,7,3
908,3,2,1,1,6,6,4
909,3,2,1,6,2,9,5
910,3,2,1,7,2,3,4
911,3,2,1,7,6,9,7
912,3,2,1,8,7,6,3
913,3,2,2,4,3,6,5
914,3,2,2,4,7,2,5
915,3,2,3,1,1,6,9
916,3,2,3,2,9,0,1
917,3,2,3,7,7,0,4
918,3,2,3,8,1,7,6
919,3,2,4,2,0,9,5
920,3,2,4,5,1,8,5
921,3,2,4,5,7,3,6
922,3,2,4,6,6,9,8
923,3,2,5,0,0,5,2
924,3,2,5,2,1,1,7
925,3,2,5,8,6,6,4
926,3,2,6,5,7,6,8
927,3,2,6,6,5,6,0
928,3,2,7,5,6,8,3
929,3,2,7,6,7,2,8
930,3,2,8,5,6,3,7
931,3,2,8,7,1,2,3
932,3,2,8,8,8,9,4
933,3,2,9,0,1,4,0
934,3,2,9,0,3,8,7
935,3,2,9,2,1,6,7
936,3,2,9,5,3,9,5
937,3,2,9,8,9,8,4
938,3,3,0,3,7,6,9
939,3,3,0,4,9,0,1
940,3,3,0,5,2,4,3
941,3,3,1,4,2,7,5
942,3,3,1,6,3,9,4
943,3,3,2,1,8,1,1
944,3,3,2,3,6,8,0
945,3,3,2,3,7,7,1
946,3,3,2,3,8,1,1
947,3,3,2,7,7,2,6
948,3,3,3,0,8,9,4
949,3,3,3,1,3,6,6
950,3,3,3,2,7,0,4
951,3,3,3,5,4,3,1
952,3,3,3,7,2,5,0
953,3,3,3,8,0,9,9
954,3,3,4,0,9,0,7
955,3,3,4,2,8,8,6
956,3,3,4,4,0,4,6
957,3,3,4,5,5,1,2
958,3,3,4,6,9,3,4
959,3,3,4,7,1,7,7
960,3,3,4,7,9,3,7
961,3,3,4,8,8,7,9
962,3,3,5,1,4,2,5
963,3,3,5,1,5,6,0
964,3,3,5,3,4,9,7
965,3,3,5,5,8,9,0
966,3,3,6,0,0,7,0
967,3,3,6,6,7,2,2
968,3,3,6,9,1,5,7
969,3,3,6,9,7,1,6
970,3,3,7,1,4,5,8
971,3,3,7,2,2,0,5
972,3,3,7,2,3,7,0
973,3,3,7,2,7,6,7
974,3,3,7,3,8,8,5
975,3,3,8,1,6,9,3
976,3,3,9,1,8,6,9
977,3,3,9,2,7,9,5
978,3,3,9,8,2,3,6
979,3,3,9,8,7,6,9
980,3,3,9,9,2,4,6
981,3,4,0,0,4,7,1
982,3,4,0,0,8,7,9
983,3,4,0,2,9,6,9
984,3,4,1,3,2,5,3
985,3,4,2,4,1,1,4
986,3,4,3,3,1,3,1
987,3,4,3,9,2,0,4
988,3,4,4,0,6,2,5
989,3,4,4,8,5,6,3
990,3,4,4,9,8,7,4
991,3,4,5,1,1,2,0
992,3,4,5,1,4,8,3
993,3,4,5,5,4,6,1
994,3,4,5,7,3,8,1
995,3,4,5,8,5,4,9
996,3,4,6,2,9,5,6
997,3,4,7,1,7,3,1
998,3,4,7,4,0,2,8
999,3,4,7,4,5,6,2
1000,3,4,7,7,8,2,1
1001,3,4,7,8,8,1,2
1002,3,4,7,9,2,6,4
1003,3,4,8,5,3,4,7
1004,3,4,8,9,4,7,7
1005,3,4,9,1,5,7,2
1006,3,4,9,4,0,0,7
1007,3,4,9,9,1,8,4
1008,3,5,0,0,0,7,3
1009,3,5,0,0,1,1,5
1010,3,5,0,3,0,9,4
1011,3,5,0,6,4,2,8
1012,3,5,1,0,6,3,7
1013,3,5,1,0,7,0,5
1014,3,5,1,5,1,7,6
1015,3,5,1,6,6,6,2
1016,3,5,1,7,0,2,4
1017,3,5,1,7,3,2,2
1018,3,5,2,8,3,3,3
1019,3,5,3,0,2,7,8
1020,3,5,3,5,5,2,5
1021,3,5,3,6,8,3,9
1022,3,5,3,8,5,3,3
1023,3,5,4,1,1,4,8
1024,3,5,4,3,9,9,6
1025,3,5,4,8,3,6,1
1026,3,5,5,7,5,5,0
1027,3,5,6,1,8,6,4
1028,3,5,6,2,1,3,7
1029,3,5,6,3,1,9,2
1030,3,5,6,4,0,8,2
1031,3,5,6,7,2,0,6
1032,3,5,6,9,5,8,6
1033,3,5,7,0,7,3,9
1034,3,5,8,2,9,4,0
1035,3,5,8,3,9,3,9
1036,3,5,8,5,7,5,8
1037,3,5,8,6,6,9,8
1038,3,5,9,0,5,9,9
1039,3,5,9,6,1,2,1
1040,3,6,0,1,3,7,5
1041,3,6,0,2,3,0,0
1042,3,6,0,3,6,6,2
1043,3,6,0,8,3,9,3
1044,3,6,0,9,6,4,2
1045,3,6,1,1,8,1,2
1046,3,6,1,2,5,2,8
1047,3,6,1,7,8,5,4
1048,3,6,2,4,3,9,1
1049,3,6,2,7,4,1,5
1050,3,6,2,8,1,4,4
1051,3,6,3,3,1,0,9
1052,3,6,3,3,5,8,4
1053,3,6,3,4,0,0,0
1054,3,6,3,4,8,8,4
1055,3,6,3,5,1,8,4
1056,3,6,3,5,4,3,3
1057,3,6,4,0,0,1,7
1058,3,6,4,0,1,1,9
1059,3,6,4,3,3,8,8
1060,3,6,4,7,6,1,3
1061,3,6,5,1,8,9,5
1062,3,6,5,6,6,5,1
1063,3,6,5,9,8,8,3
1064,3,6,6,0,0,6,5
1065,3,6,6,3,6,3,3
1066,3,6,7,5,6,2,7
1067,3,6,7,9,7,4,9
1068,3,6,7,9,9,2,1
1069,3,6,8,0,5,3,2
1070,3,6,8,4,6,9,7
1071,3,6,8,4,7,5,6
1072,3,6,8,7,9,2,6
1073,3,6,9,2,2,5,8
1074,3,6,9,4,2,5,7
1075,3,6,9,7,2,3,2
1076,3,6,9,9,9,8,1
1077,3,7,0,0,4,9,6
1078,3,7,0,0,8,7,9
1079,3,7,0,1,6,5,9
1080,3,7,0,7,9,7,5
1081,3,7,1,0,4,9,3
1082,3,7,1,2,8,4,9
1083,3,7,1,4,4,5,7
1084,3,7,1,5,5,8,9
1085,3,7,1,5,7,0,8
1086,3,7,1,8,8,1,3
1087,3,7,2,0,9,2,3
1088,3,7,2,3,7,8,4
1089,3,7,2,4,8,1,3
1090,3,7,2,6,3,1,6
1091,3,7,2,6,9,3,1
1092,3,7,2,7,6,0,4
1093,3,7,2,7,6,9,4
1094,3,7,2,9,4,1,4
1095,3,7,2,9,6,7,4
1096,3,7,3,0,5,5,2
1097,3,7,3,3,8,3,1
1098,3,7,3,8,5,5,0
1099,3,7,4,5,0,5,6
1100,3,7,4,6,7,0,7
1101,3,7,4,7,7,4,8
1102,3,7,5,1,5,6,4
1103,3,7,5,2,2,9,5
1104,3,7,5,2,7,8,2
1105,3,7,5,5,0,5,0
1106,3,7,5,8,2,7,3
1107,3,7,5,9,4,3,2
1108,3,7,6,2,5,6,1
1109,3,7,6,6,7,8,0
1110,3,7,6,8,1,1,7
1111,3,7,7,0,5,9,9
1112,3,7,7,2,1,9,4
1113,3,7,7,6,8,8,4
1114,3,7,8,0,8,9,8
1115,3,7,8,1,1,5,3
1116,3,7,8,3,4,4,3
1117,3,7,8,6,0,0,9
1118,3,7,9,1,2,5,6
1119,3,7,9,2,5,2,8
1120,3,7,9,4,4,4,6
1121,3,7,9,5,3,7,8
1122,3,7,9,6,0,4,0
1123,3,8,0,3,4,9,8
1124,3,8,0,4,1,7,9
1125,3,8,0,9,8,0,6
1126,3,8,1,2,2,7,8
1127,3,8,1,3,3,3,4
1128,3,8,1,3,6,8,1
1129,3,8,1,3,7,2,6
1130,3,8,1,4,5,7,4
1131,3,8,1,7,0,1,3
1132,3,8,2,2,5,0,1
1133,3,8,3,1,4,6,7
1134,3,8,3,9,6,7,5
1135,3,8,4,0,0,9,2
1136,3,8,4,0,3,4,4
1137,3,8,4,7,2,8,6
1138,3,8,5,0,2,8,4
1139,3,8,5,5,8,4,3
1140,3,8,6,0,4,7,6
1141,3,8,6,5,4,8,6
1142,3,8,6,7,1,2,0
1143,3,8,7,0,0,8,9
1144,3,8,7,3,2,2,1
1145,3,8,7,8,4,6,4
1146,3,8,7,9,9,2,8
1147,3,8,8,7,7,8,9
1148,3,8,8,8,0,9,7
1149,3,8,9,0,6,4,1
1150,3,8,9,5,0,4,6
1151,3,8,9,6,2,3,2
1152,3,8,9,6,3,0,1
1153,3,8,9,6,3,1,3
1154,3,8,9,7,7,2,7
1155,3,8,9,8,3,3,9
1156,3,9,0,3,3,3,0
1157,3,9,0,6,8,0,0
1158,3,9,0,9,8,1,9
1159,3,9,1,1,3,9,6
1160,3,9,1,3,4,8,7
1161,3,9,1,5,3,9,2
1162,3,9,1,5,4,5,6
1163,3,9,1,9,4,9,6
1164,3,9,1,9,6,6,6
1165,3,9,2,2,0,4,9
1166,3,9,2,2,6,9,9
1167,3,9,2,6,0,5,3
1168,3,9,2,8,8,1,4
1169,3,9,3,2,2,1,0
1170,3,9,3,9,0,8,9
1171,3,9,3,9,9,1,4
1172,3,9,4,5,5,5,7
1173,3,9,5,5,8,2,0
1174,3,9,5,6,5,2,7
1175,3,9,5,7,0,5,6
1176,3,9,6,4,9,3,7
1177,3,9,6,7,6,5,2
1178,3,9,6,9,0,8,7
1179,3,9,7,7,2,0,0
1180,3,9,7,7,9,8,6
1181,3,9,7,9,1,5,4
1182,3,9,8,1,2,0,2
1183,3,9,8,4,7,1,5
1184,3,9,8,5,6,6,3
1185,3,9,8,6,0,2,1
1186,3,9,8,6,2,2,1
1187,3,9,8,8,1,4,3
1188,3,9,9,4,0,5,9
1189,3,9,9,7,0,8,7
1190,4,0,0,0,6,1,0
1191,4,0,0,1,4,5,7
1192,4,0,0,1,8,3,4
1193,4,0,0,3,9,8,9
1194,4,0,0,4,6,4,1
1195,4,0,0,7,7,4,3
1196,4,0,1,0,5,8,9
1197,4,0,1,1,8,3,7
1198,4,0,1,2,4,3,2
1199,4,0,1,8,1,2,8
1200,4,0,1,9,3,7,0
1201,4,0,2,1,1,3,7
1202,4,0,2,2,1,9,6
1203,4,0,2,9,2,4,8
1204,4,0,2,9,7,7,5
1205,4,0,3,1,3,3,5
1206,4,0,4,1,2,2,1
1207,4,0,4,7,6,6,8
1208,4,0,4,7,8,4,2
1209,4,0,4,9,3,6,8
1210,4,0,5,0,6,9,4
1211,4,0,5,4,9,7,8
1212,4,0,5,8,1,5,0
1213,4,0,6,1,3,8,8
1214,4,0,6,4,2,7,1
1215,4,0,6,5,2,9,6
1216,4,0,6,7,5,1,4
1217,4,0,6,7,6,8,8
1218,4,0,7,0,6,3,7
1219,4,0,7,2,1,6,0
1220,4,0,7,8,9,2,8
1221,4,0,8,4,1,5,8
1222,4,0,8,5,1,3,6
1223,4,0,8,5,5,9,9
1224,4,0,8,7,2,0,2
1225,4,0,8,8,1,0,4
1226,4,0,9,1,0,4,2
1227,4,0,9,3,0,7,4
1228,4,0,9,4,3,0,9
1229,4,0,9,6,9,0,6
1230,4,1,0,0,0,1,6
1231,4,1,0,0,0,4,6
1232,4,1,0,0,5,1,1
1233,4,1,0,0,8,5,2
1234,4,1,0,7,1,1,7
1235,4,1,0,7,7,2,4
1236,4,1,0,8,1,0,6
1237,4,1,2,1,4,1,6
1238,4,1,2,5,9,5,7
1239,4,1,2,7,4,1,3
1240,4,1,2,7,5,8,9
1241,4,1,3,0,2,2,7
1242,4,1,3,1,8,9,6
1243,4,1,3,5,5,4,7
1244,4,1,3,6,9,6,3
1245,4,1,4,1,6,6,7
1246,4,1,4,5,0,0,6
1247,4,1,4,8,6,4,4
1248,4,1,5,0,5,6,9
1249,4,1,5,0,9,6,1
1250,4,1,5,5,4,6,2
1251,4,1,6,1,8,4,6
1252,4,1,6,3,1,6,7
1253,4,1,6,3,7,4,0
1254,4,1,7,0,3,1,4
1255,4,1,7,0,8,2,1
1256,4,1,8,0,8,2,2
1257,4,1,8,3,1,7,8
1258,4,1,8,5,0,2,3
1259,4,1,8,6,4,3,3
1260,4,1,9,5,1,8,7
1261,4,2,0,3,3,5,3
1262,4,2,0,7,3,2,9
1263,4,2,1,0,4,2,5
1264,4,2,1,5,5,6,1
1265,4,2,1,6,4,7,5
1266,4,2,1,7,1,6,1
1267,4,2,1,8,7,0,0
1268,4,2,2,3,4,8,4
1269,4,2,2,3,5,0,1
1270,4,2,2,3,6,1,4
1271,4,2,2,6,3,2,9
1272,4,2,2,8,9,0,5
1273,4,2,2,9,1,5,8
1274,4,2,3,1,8,2,0
1275,4,2,3,5,1,3,7
1276,4,2,3,7,5,8,7
1277,4,2,3,8,5,6,9
1278,4,2,3,8,8,2,1
1279,4,2,4,0,0,8,9
1280,4,2,4,4,7,0,8
1281,4,2,4,5,1,7,4
1282,4,2,4,9,5,9,5
1283,4,2,5,1,1,9,2
1284,4,2,5,2,1,2,6
1285,4,2,5,4,4,9,0
1286,4,2,5,7,6,1,5
1287,4,2,5,9,2,6,2
1288,4,2,6,0,3,5,1
1289,4,2,6,4,2,7,6
1290,4,2,7,3,0,9,8
1291,4,2,7,7,5,1,7
1292,4,2,8,0,5,9,4
1293,4,2,8,2,4,9,7
1294,4,2,8,5,4,3,3
1295,4,2,8,8,7,7,9
1296,4,2,9,2,9,2,8
1297,4,2,9,3,1,2,5
1298,4,2,9,3,9,1,8
1299,4,2,9,5,2,6,5
1300,4,2,9,5,5,6,7
1301,4,3,0,0,0,7,0
1302,4,3,0,0,6,5,0
1303,4,3,0,2,2,7,2
1304,4,3,0,3,5,2,0
1305,4,3,0,5,0,8,1
1306,4,3,0,5,9,6,0
1307,4,3,0,9,5,4,5
1308,4,3,1,1,4,9,7
1309,4,3,1,3,0,8,1
1310,4,3,1,3,1,8,2
1311,4,3,1,5,4,8,5
1312,4,3,1,8,1,7,4
1313,4,3,1,8,9,8,9
1314,4,3,2,3,2,2,5
1315,4,3,2,4,6,2,4
1316,4,3,2,5,2,1,2
1317,4,3,2,5,4,2,6
1318,4,3,2,7,1,2,1
1319,4,3,2,8,1,7,2
1320,4,3,2,8,3,1,8
1321,4,3,2,9,0,8,3
1322,4,3,3,1,2,5,8
1323,4,3,3,2,7,4,7
1324,4,3,3,6,4,9,0
1325,4,3,4,9,4,0,8
1326,4,3,4,9,4,8,0
1327,4,3,5,1,3,2,3
1328,4,3,5,1,7,1,0
1329,4,3,5,9,5,6,5
1330,4,3,6,0,1,8,2
1331,4,3,6,0,7,2,8
1332,4,3,6,5,6,7,7
1333,4,3,6,6,4,2,8
1334,4,3,6,6,4,6,3
1335,4,3,7,1,9,9,6
1336,4,3,7,5,5,8,6
1337,4,3,7,8,1,8,7
1338,4,3,7,8,2,5,9
1339,4,3,8,5,9,3,7
1340,4,3,8,8,5,3,1
1341,4,3,8,9,5,3,8
1342,4,4,0,1,8,3,1
1343,4,4,1,0,0,4,5
1344,4,4,1,1,4,6,9
1345,4,4,1,2,7,5,9
1346,4,4,1,7,7,7,2
1347,4,4,1,9,7,1,6
1348,4,4,1,9,7,1,9
1349,4,4,2,1,3,3,0
1350,4,4,2,1,6,3,2
1351,4,4,2,3,7,9,9
1352,4,4,2,4,5,2,1
1353,4,4,2,4,6,9,7
1354,4,4,2,5,9,8,7
1355,4,4,2,6,3,7,9
1356,4,4,2,7,0,4,8
1357,4,4,2,7,7,6,4
1358,4,4,2,8,3,2,2
1359,4,4,3,1,1,5,3
1360,4,4,3,1,5,4,1
1361,4,4,3,2,5,7,3
1362,4,4,3,6,3,7,8
1363,4,4,3,6,8,1,9
1364,4,4,3,7,9,0,1
1365,4,4,3,8,6,0,1
1366,4,4,3,9,3,2,7
1367,4,4,4,5,2,8,4
1368,4,4,4,5,8,2,7
1369,4,4,4,6,5,0,1
1370,4,4,4,8,9,3,0
1371,4,4,4,9,9,9,7
1372,4,4,5,3,0,9,4
1373,4,4,5,7,6,2,7
1374,4,4,5,9,2,3,7
1375,4,4,6,2,2,3,2
1376,4,4,6,3,6,8,0
1377,4,4,6,6,3,6,1
1378,4,4,6,6,9,0,5
1379,4,4,7,8,4,0,5
1380,4,4,8,5,1,6,5
1381,4,4,9,1,0,0,7
1382,4,4,9,3,5,9,5
1383,4,4,9,5,4,3,1
1384,4,4,9,5,9,5,6
1385,4,4,9,6,6,2,2
1386,4,4,9,6,8,4,0
1387,4,5,0,0,2,4,2
1388,4,5,0,7,1,0,6
1389,4,5,0,7,9,7,4
1390,4,5,0,8,1,0,5
1391,4,5,1,2,6,5,7
1392,4,5,1,3,2,4,7
1393,4,5,1,3,8,8,4
1394,4,5,1,4,8,1,4
1395,4,5,1,4,8,9,9
1396,4,5,1,5,2,8,2
1397,4,5,1,6,3,6,1
1398,4,5,1,6,6,1,9
1399,4,5,1,6,9,8,1
1400,4,5,1,8,5,2,4
1401,4,5,1,8,6,7,8
1402,4,5,2,0,6,2,9
1403,4,5,2,1,8,6,3
1404,4,5,2,5,2,4,7
1405,4,5,2,6,9,6,9
1406,4,5,3,3,0,5,5
1407,4,5,3,3,7,8,9
1408,4,5,3,5,4,8,9
1409,4,5,3,8,2,7,9
1410,4,5,3,9,7,8,8
1411,4,5,4,2,0,9,3
1412,4,5,4,3,0,5,3
1413,4,5,4,3,8,6,4
1414,4,5,4,4,9,1,5
1415,4,5,4,8,1,7,9
1416,4,5,4,9,3,5,4
1417,4,5,5,0,3,0,5
1418,4,5,5,1,2,6,3
1419,4,5,5,1,2,7,5
1420,4,5,5,4,2,9,7
1421,4,5,5,6,1,9,3
1422,4,5,5,8,3,8,4
1423,4,5,5,8,6,7,5
1424,4,5,6,1,7,8,2
1425,4,5,6,1,8,0,5
1426,4,5,6,3,0,9,6
1427,4,5,6,3,3,7,5
1428,4,5,6,3,6,1,4
1429,4,5,6,5,7,1,4
1430,4,5,6,7,9,3,8
1431,4,5,6,8,2,7,7
1432,4,5,7,1,2,2,9
1433,4,5,7,2,0,7,6
1434,4,5,7,9,0,1,7
1435,4,5,8,0,9,1,1
1436,4,5,8,1,5,9,1
1437,4,5,8,3,5,5,9
1438,4,5,8,9,2,9,6
1439,4,5,8,9,7,8,9
1440,4,5,9,4,3,4,5
1441,4,6,0,0,1,2,7
1442,4,6,1,0,8,8,8
1443,4,6,1,3,0,8,9
1444,4,6,1,3,3,3,4
1445,4,6,1,3,4,8,1
1446,4,6,1,4,0,1,6
1447,4,6,1,6,1,8,1
1448,4,6,2,6,7,0,8
1449,4,6,3,0,0,5,1
1450,4,6,3,0,4,9,4
1451,4,6,3,1,5,2,1
1452,4,6,3,1,5,6,8
1453,4,6,3,3,7,5,7
1454,4,6,3,6,4,1,2
1455,4,6,3,9,0,0,6
1456,4,6,4,6,6,5,8
1457,4,6,4,7,8,8,6
1458,4,6,4,9,8,2,5
1459,4,6,5,6,1,3,9
1460,4,6,5,6,7,8,1
1461,4,6,5,7,0,0,4
1462,4,6,6,1,2,6,4
1463,4,6,6,3,0,4,6
1464,4,6,6,4,1,8,5
1465,4,6,7,1,6,7,9
1466,4,6,7,4,7,8,3
1467,4,6,7,5,7,0,2
1468,4,6,7,6,8,0,7
1469,4,6,8,1,4,5,2
1470,4,6,8,1,8,0,4
1471,4,6,8,2,1,5,0
1472,4,6,8,4,2,2,1
1473,4,6,8,7,4,5,8
1474,4,6,8,7,8,6,6
1475,4,6,8,7,9,9,2
1476,4,6,8,8,7,9,2
1477,4,6,9,1,1,2,5
1478,4,6,9,1,4,6,1
1479,4,6,9,4,8,3,7
1480,4,6,9,7,8,3,1
1481,4,6,9,8,5,1,6
1482,4,7,0,4,3,6,8
1483,4,7,0,7,8,0,4
1484,4,7,0,9,0,9,7
1485,4,7,1,1,3,4,7
1486,4,7,1,2,4,0,5
1487,4,7,1,4,1,2,3
1488,4,7,1,8,2,0,1
1489,4,7,1,9,9,8,0
1490,4,7,2,6,0,4,9
1491,4,7,2,7,4,6,5
1492,4,7,3,8,4,0,8
1493,4,7,3,8,7,6,5
1494,4,7,3,9,2,0,5
1495,4,7,4,8,3,8,6
1496,4,7,5,5,8,0,1
1497,4,7,7,1,4,4,5
1498,4,7,7,8,3,8,2
1499,4,7,8,0,8,7,6
1500,4,7,8,2,6,5,7
1501,4,7,8,5,7,5,7
1502,4,7,8,7,0,1,5
1503,4,7,8,8,2,8,5
1504,4,7,8,8,8,1,0
1505,4,7,8,8,9,0,4
1506,4,7,9,7,0,4,2
1507,4,7,9,9,8,3,4
1508,4,8,0,6,3,8,4
1509,4,8,0,7,4,0,2
1510,4,8,1,1,3,9,1
1511,4,8,1,6,0,3,3
1512,4,8,1,6,2,7,1
1513,4,8,1,8,6,4,3
1514,4,8,1,9,7,8,6
1515,4,8,1,9,8,3,0
1516,4,8,2,0,1,7,2
1517,4,8,2,2,2,5,7
1518,4,8,2,2,7,7,8
1519,4,8,2,4,3,2,6
1520,4,8,2,5,8,4,7
1521,4,8,2,8,0,3,2
1522,4,8,2,8,2,3,4
1523,4,8,3,2,5,2,3
1524,4,8,3,4,8,8,8
1525,4,8,3,7,4,6,3
1526,4,8,3,8,5,4,8
1527,4,8,3,8,9,8,8
1528,4,8,3,9,3,9,9
1529,4,8,3,9,6,8,6
1530,4,8,3,9,8,7,7
1531,4,8,4,2,0,8,3
1532,4,8,5,0,0,6,4
1533,4,8,5,4,5,7,8
1534,4,8,5,6,3,4,8
1535,4,8,6,8,7,4,7
1536,4,8,6,9,3,9,0
1537,4,8,7,1,5,1,6
1538,4,8,7,4,7,9,9
1539,4,8,7,6,2,1,2
1540,4,8,8,1,3,2,3
1541,4,8,9,1,0,9,9
1542,4,8,9,3,2,5,6
1543,4,8,9,3,4,7,7
1544,4,8,9,7,9,9,5
1545,4,9,0,0,1,7,1
1546,4,9,0,0,8,7,0
1547,4,9,0,2,2,2,8
1548,4,9,0,4,2,2,9
1549,4,9,0,6,5,3,1
1550,4,9,0,7,9,8,6
1551,4,9,0,8,5,7,2
1552,4,9,0,9,3,4,3
1553,4,9,1,2,9,8,2
1554,4,9,2,3,5,2,2
1555,4,9,2,6,5,5,2
1556,4,9,3,2,3,9,9
1557,4,9,3,6,3,8,8
1558,4,9,3,6,6,6,0
1559,4,9,4,0,9,7,5
1560,4,9,4,1,4,1,9
1561,4,9,4,1,8,9,8
1562,4,9,4,3,7,5,0
1563,4,9,4,3,8,4,8
1564,4,9,4,5,0,5,2
1565,4,9,4,5,5,7,0
1566,4,9,5,0,6,8,7
1567,4,9,5,3,6,6,8
1568,4,9,5,4,0,3,7
1569,4,9,5,8,2,9,0
1570,4,9,6,0,9,6,0
1571,4,9,6,3,9,3,8
1572,4,9,6,6,5,3,3
1573,4,9,6,6,5,9,2
1574,4,9,6,9,2,4,2
1575,4,9,6,9,9,6,7
1576,4,9,7,3,3,3,8
1577,4,9,7,4,8,3,5
1578,4,9,7,8,0,8,4
1579,4,9,7,8,4,5,7
1580,4,9,8,3,2,4,2
1581,4,9,8,9,1,5,4
1582,4,9,9,1,9,0,1
1583,4,9,9,2,3,9,5
1584,4,9,9,3,8,7,7
1585,4,9,9,6,8,2,7
1586,5,0,0,0,2,5,7
1587,5,0,0,0,4,7,3
1588,5,0,0,0,6,5,0
1589,5,0,0,0,7,5,5
1590,5,0,0,5,9,8,6
1591,5,0,0,8,2,5,3
1592,5,0,1,1,2,6,2
1593,5,0,1,2,5,3,6
1594,5,0,1,4,8,6,2
1595,5,0,1,7,8,3,2
1596,5,0,2,4,7,7,3
1597,5,0,2,4,7,8,7
1598,5,0,2,5,8,7,6
1599,5,0,2,6,5,0,1
1600,5,0,3,8,4,9,4
1601,5,0,4,0,2,1,7
1602,5,0,4,0,3,1,5
1603,5,0,4,5,1,6,7
1604,5,0,4,5,3,8,7
1605,5,0,5,0,9,7,9
1606,5,0,5,2,1,7,1
1607,5,0,5,2,8,2,0
1608,5,0,5,3,3,8,6
1609,5,0,5,4,1,1,6
1610,5,0,5,4,9,0,8
1611,5,0,5,5,3,1,9
1612,5,0,7,2,7,6,9
1613,5,0,7,3,3,9,2
1614,5,0,7,3,5,8,8
1615,5,0,7,6,6,5,8
1616,5,0,8,2,1,3,8
1617,5,0,8,7,9,6,4
1618,5,0,8,8,0,9,1
1619,5,0,9,1,7,7,6
1620,5,1,0,0,1,1,1
1621,5,1,0,1,6,9,2
1622,5,1,0,2,2,7,4
1623,5,1,0,5,7,2,2
1624,5,1,0,6,8,4,7
1625,5,1,0,8,0,6,3
1626,5,1,0,8,9,5,2
1627,5,1,1,2,5,6,0
1628,5,1,2,3,5,3,0
1629,5,1,2,7,5,8,4
1630,5,1,3,2,2,0,3
1631,5,1,3,3,4,1,7
1632,5,1,3,8,0,4,3
1633,5,1,3,8,6,0,7
1634,5,1,4,2,3,0,6
1635,5,1,4,2,5,1,2
1636,5,1,4,2,5,4,5
1637,5,1,4,3,0,8,4
1638,5,1,4,3,4,2,2
1639,5,1,5,1,7,6,7
1640,5,1,5,4,4,2,6
1641,5,1,5,6,8,3,5
1642,5,1,6,2,2,0,3
1643,5,1,6,6,8,0,9
1644,5,1,6,7,7,5,6
1645,5,1,6,8,2,8,8
1646,5,1,6,9,4,8,1
1647,5,1,6,9,6,9,2
1648,5,1,7,9,4,9,6
1649,5,1,8,2,0,6,2
1650,5,1,8,3,5,5,3
1651,5,1,8,4,9,9,7
1652,5,1,8,7,0,5,7
1653,5,1,9,7,1,3,4
1654,5,2,0,2,6,8,1
1655,5,2,0,3,3,0,3
1656,5,2,0,4,3,5,7
1657,5,2,0,4,7,9,0
1658,5,2,0,8,1,5,9
1659,5,2,1,4,6,4,9
1660,5,2,1,8,4,2,7
1661,5,2,1,8,4,8,2
1662,5,2,2,1,9,1,0
1663,5,2,2,7,2,2,0
1664,5,2,2,7,2,9,2
1665,5,2,2,9,3,0,9
1666,5,2,3,1,9,1,9
1667,5,2,3,4,6,2,2
1668,5,2,3,5,3,9,4
1669,5,2,3,6,7,7,2
1670,5,2,3,7,3,4,7
1671,5,2,3,7,7,5,8
1672,5,2,3,8,8,5,8
1673,5,2,4,3,7,4,5
1674,5,2,4,9,8,1,5
1675,5,2,5,0,5,9,7
1676,5,2,5,5,6,2,5
1677,5,2,5,7,1,0,7
1678,5,2,5,7,6,2,3
1679,5,2,5,8,1,3,9
1680,5,2,6,2,7,9,9
1681,5,2,6,3,9,9,4
1682,5,2,6,5,2,2,9
1683,5,2,6,8,7,0,5
1684,5,2,7,0,0,6,3
1685,5,2,7,4,8,1,9
1686,5,2,7,7,7,8,4
1687,5,2,7,9,6,2,5
1688,5,2,8,2,6,7,0
1689,5,2,8,8,5,6,0
1690,5,2,8,8,5,9,4
1691,5,2,9,0,0,0,7
1692,5,2,9,5,0,9,1
1693,5,3,0,0,1,0,1
1694,5,3,0,0,6,0,4
1695,5,3,0,0,9,5,6
1696,5,3,0,1,6,9,3
1697,5,3,0,5,9,4,7
1698,5,3,1,2,6,8,8
1699,5,3,1,7,8,4,6
1700,5,3,1,8,3,3,3
1701,5,3,1,8,5,3,6
