No,Group,No1,No2,No3,No4,No5,No6
873,3,2,4,9,8,9,3
874,3,2,5,2,5,2,5
875,3,2,6,2,1,2,2
876,3,2,6,2,4,3,6
877,3,2,6,2,6,3,3
878,3,2,7,1,5,4,5
879,3,2,7,2,2,3,6
880,3,2,7,3,6,2,1
881,3,2,7,5,9,0,7
882,3,2,7,7,8,8,4
883,3,2,8,2,7,8,7
884,3,2,8,9,8,0,9
885,3,2,9,2,7,9,4
886,3,2,9,3,3,6,4
887,3,2,9,7,5,3,8
888,3,3,0,0,5,9,7
889,3,3,0,2,4,3,0
890,3,3,0,2,4,8,0
891,3,3,0,6,5,7,9
892,3,3,0,7,6,2,1
893,3,3,0,8,1,7,6
894,3,3,0,9,7,2,6
895,3,3,1,3,8,3,9
896,3,3,1,4,4,8,6
897,3,3,1,5,8,8,2
898,3,3,1,6,4,9,7
899,3,3,1,6,9,3,9
900,3,3,1,7,2,2,2
901,3,3,1,8,5,8,3
902,3,3,1,8,7,7,7
903,3,3,2,3,8,4,7
904,3,3,2,7,1,0,2
905,3,3,2,9,1,9,3
906,3,3,2,9,6,1,5
907,3,3,2,9,7,9,4
908,3,3,3,0,1,1,7
909,3,3,3,1,1,6,2
910,3,3,3,4,1,2,7
911,3,3,3,6,4,3,6
912,3,3,3,8,7,4,8
913,3,3,4,0,3,9,8
914,3,3,4,2,1,2,3
915,3,3,4,2,5,8,4
916,3,3,4,8,4,7,7
917,3,3,4,8,8,1,7
918,3,3,5,0,4,0,4
919,3,3,5,2,0,8,8
920,3,3,5,3,8,5,5
921,3,3,5,4,9,1,2
922,3,3,5,7,9,6,7
923,3,3,5,8,9,5,0
924,3,3,5,9,8,8,0
925,3,3,6,1,9,1,7
926,3,3,6,8,2,7,9
927,3,3,6,9,0,6,2
928,3,3,7,6,7,5,3
929,3,3,7,9,1,2,1
930,3,3,8,2,3,2,6
931,3,3,8,3,7,6,6
932,3,3,8,4,9,4,7
933,3,3,8,7,0,9,8
934,3,3,8,7,7,0,3
935,3,3,8,7,7,4,1
936,3,3,8,7,9,8,1
937,3,3,8,9,0,2,8
938,3,3,9,0,1,6,5
939,3,3,9,1,0,1,4
940,3,3,9,4,8,7,5
941,3,4,0,0,0,5,9
942,3,4,0,5,5,6,7
943,3,4,0,7,2,4,9
944,3,4,0,7,7,9,5
945,3,4,0,9,8,8,3
946,3,4,1,1,4,8,2
947,3,4,1,6,1,1,8
948,3,4,1,6,1,4,5
949,3,4,1,6,8,0,3
950,3,4,2,1,0,4,9
951,3,4,2,5,3,4,2
952,3,4,2,8,4,1,1
953,3,4,2,8,7,5,7
954,3,4,3,0,2,0,2
955,3,4,3,1,8,0,5
956,3,4,3,3,8,9,6
957,3,4,3,4,6,6,8
958,3,4,3,6,0,7,5
959,3,4,4,0,5,7,7
960,3,4,4,4,7,9,3
961,3,4,4,5,9,9,9
962,3,4,4,7,0,9,0
963,3,4,4,9,1,0,0
964,3,4,5,0,0,7,7
965,3,4,5,0,9,7,9
966,3,4,5,1,6,0,6
967,3,4,5,1,6,1,6
968,3,4,5,1,8,6,0
969,3,4,5,4,6,4,6
970,3,4,5,5,0,9,6
971,3,4,5,8,0,8,4
972,3,4,5,8,1,3,3
973,3,4,6,2,9,4,2
974,3,4,6,4,7,0,1
975,3,4,7,3,8,1,5
976,3,4,7,3,8,3,5
977,3,4,7,6,8,0,1
978,3,4,8,1,6,0,3
979,3,4,8,2,5,7,1
980,3,4,8,4,3,4,6
981,3,4,9,3,0,4,0
982,3,4,9,6,3,4,4
983,3,4,9,6,9,1,4
984,3,4,9,7,0,5,8
985,3,4,9,7,1,4,4
986,3,4,9,9,0,6,3
987,3,5,0,2,2,2,0
988,3,5,0,5,5,9,6
989,3,5,1,1,6,0,1
990,3,5,1,2,5,2,7
991,3,5,1,5,0,4,9
992,3,5,1,7,4,8,1
993,3,5,1,8,2,0,2
994,3,5,1,9,4,6,2
995,3,5,2,0,7,8,2
996,3,5,2,1,3,9,2
997,3,5,2,5,3,5,4
998,3,5,2,6,7,1,7
999,3,5,3,0,4,3,4
1000,3,5,3,0,9,8,5
1001,3,5,3,3,4,9,6
1002,3,5,3,5,3,4,1
1003,3,5,3,5,8,7,5
1004,3,5,4,1,0,7,7
1005,3,5,4,2,1,3,4
1006,3,5,4,8,6,4,4
1007,3,5,4,9,6,3,7
1008,3,5,5,2,9,1,8
1009,3,5,5,7,5,0,6
1010,3,5,6,2,7,1,5
1011,3,5,6,3,3,9,3
1012,3,5,6,3,9,8,7
1013,3,5,6,7,5,6,4
1014,3,5,6,7,5,9,8
1015,3,5,6,8,7,7,8
1016,3,5,6,9,2,4,0
1017,3,5,7,5,1,4,1
1018,3,5,8,1,2,5,5
1019,3,5,8,1,6,8,9
1020,3,5,8,4,3,2,2
1021,3,5,8,6,6,4,7
1022,3,5,9,1,8,3,8
1023,3,5,9,8,9,0,2
1024,3,5,9,9,9,8,3
1025,3,6,0,0,9,3,8
1026,3,6,0,2,3,3,4
1027,3,6,0,2,4,4,5
1028,3,6,0,9,0,6,6
1029,3,6,1,0,1,8,5
1030,3,6,1,1,0,1,9
1031,3,6,1,3,5,4,9
1032,3,6,1,3,6,4,5
1033,3,6,1,8,0,8,6
1034,3,6,1,8,3,3,5
1035,3,6,1,9,8,4,3
1036,3,6,2,2,9,1,7
1037,3,6,2,3,6,2,2
1038,3,6,2,5,1,5,9
1039,3,6,3,0,8,3,6
1040,3,6,3,0,8,7,1
1041,3,6,3,3,9,9,7
1042,3,6,3,4,3,3,5
1043,3,6,3,7,6,3,9
1044,3,6,3,9,9,6,3
1045,3,6,4,1,9,2,8
1046,3,6,4,3,3,0,2
1047,3,6,4,6,6,6,1
1048,3,6,5,0,7,2,9
1049,3,6,5,1,4,9,7
1050,3,6,6,1,2,6,0
1051,3,6,6,5,4,9,4
1052,3,6,6,6,9,9,0
1053,3,6,6,7,2,5,0
1054,3,6,7,0,5,5,2
1055,3,6,7,1,7,8,3
1056,3,6,7,5,0,9,5
1057,3,6,7,7,2,1,9
1058,3,6,7,7,5,9,4
1059,3,6,8,4,2,7,6
1060,3,6,8,4,5,5,7
1061,3,6,8,5,2,0,3
1062,3,6,8,6,4,9,8
1063,3,6,8,7,9,0,3
1064,3,6,9,0,5,3,2
1065,3,6,9,2,0,1,8
1066,3,6,9,5,0,6,9
1067,3,6,9,6,5,4,3
1068,3,6,9,8,2,2,0
1069,3,7,0,3,4,8,1
1070,3,7,1,3,5,8,3
1071,3,7,1,4,1,3,1
1072,3,7,1,6,4,0,6
1073,3,7,2,0,0,3,7
1074,3,7,2,1,3,1,7
1075,3,7,3,4,7,4,3
1076,3,7,3,5,8,4,5
1077,3,7,3,6,8,4,3
1078,3,7,3,9,4,0,2
1079,3,7,4,0,4,3,0
1080,3,7,4,1,6,2,7
1081,3,7,4,1,6,8,7
1082,3,7,5,1,5,2,4
1083,3,7,5,4,2,7,8
1084,3,7,5,6,0,9,7
1085,3,7,5,6,5,8,9
1086,3,7,6,0,3,5,2
1087,3,7,6,8,3,4,1
1088,3,7,7,4,7,5,9
1089,3,7,7,4,9,3,1
1090,3,7,8,1,3,0,1
1091,3,7,8,3,1,9,0
1092,3,7,8,9,4,8,5
1093,3,7,9,0,8,8,1
1094,3,7,9,1,5,2,4
1095,3,7,9,2,6,8,8
1096,3,7,9,4,2,1,1
1097,3,7,9,5,0,9,7
1098,3,7,9,5,8,2,4
1099,3,7,9,7,8,0,9
1100,3,8,0,0,8,8,7
1101,3,8,0,0,9,3,2
1102,3,8,0,0,9,9,5
1103,3,8,0,4,8,5,2
1104,3,8,0,6,7,9,2
1105,3,8,0,6,8,0,1
1106,3,8,0,8,3,4,5
1107,3,8,0,8,9,3,5
1108,3,8,0,9,2,4,5
1109,3,8,1,3,0,2,4
1110,3,8,1,3,9,5,8
1111,3,8,1,5,8,7,2
1112,3,8,1,9,1,6,1
1113,3,8,2,0,8,9,8
1114,3,8,2,2,7,4,5
1115,3,8,2,5,8,9,5
1116,3,8,2,7,7,1,6
1117,3,8,2,9,9,9,1
1118,3,8,3,1,4,0,9
1119,3,8,3,5,9,6,1
1120,3,8,4,3,1,5,8
1121,3,8,4,4,2,7,8
1122,3,8,4,7,2,5,2
1123,3,8,4,8,3,0,2
1124,3,8,5,0,2,4,2
1125,3,8,5,1,1,6,7
1126,3,8,5,5,2,7,5
1127,3,8,5,6,1,7,4
1128,3,8,6,5,8,3,7
1129,3,8,6,8,9,9,7
1130,3,8,7,0,2,9,0
1131,3,8,7,1,0,4,0
1132,3,8,7,3,1,4,0
1133,3,8,7,9,9,4,1
1134,3,8,8,2,0,9,8
1135,3,8,8,3,9,6,3
1136,3,8,8,5,4,5,6
1137,3,8,8,5,6,3,4
1138,3,8,8,7,3,8,8
1139,3,8,9,4,8,2,6
1140,3,8,9,7,8,5,5
1141,3,9,0,0,1,7,8
1142,3,9,0,0,5,4,4
1143,3,9,0,5,0,0,9
1144,3,9,0,6,8,3,6
1145,3,9,0,6,8,7,7
1146,3,9,2,2,6,2,6
1147,3,9,2,5,1,7,1
1148,3,9,2,6,1,4,5
1149,3,9,2,6,3,2,6
1150,3,9,2,6,6,4,6
1151,3,9,2,9,2,3,3
1152,3,9,2,9,4,8,7
1153,3,9,3,2,3,3,8
1154,3,9,3,4,3,5,2
1155,3,9,3,5,2,7,8
1156,3,9,3,7,0,8,2
1157,3,9,3,7,3,1,6
1158,3,9,3,7,3,2,6
1159,3,9,3,8,0,0,7
1160,3,9,4,0,0,1,6
1161,3,9,4,1,7,4,4
1162,3,9,4,1,7,4,6
1163,3,9,4,5,7,0,2
1164,3,9,5,0,5,7,6
1165,3,9,5,0,6,3,1
1166,3,9,6,3,3,6,0
1167,3,9,7,6,6,8,1
1168,3,9,7,8,7,6,3
1169,3,9,8,5,7,4,7
1170,3,9,9,6,0,0,7
1171,4,0,0,0,1,2,4
1172,4,0,0,0,4,0,7
1173,4,0,0,0,4,2,1
1174,4,0,0,0,4,5,5
1175,4,0,1,0,7,0,1
1176,4,0,1,8,5,5,8
1177,4,0,1,9,0,8,8
1178,4,0,1,9,3,9,0
1179,4,0,1,9,4,4,5
1180,4,0,2,0,1,7,3
1181,4,0,2,0,6,3,0
1182,4,0,2,0,6,6,9
1183,4,0,2,8,3,3,1
1184,4,0,2,8,6,3,3
1185,4,0,3,2,6,7,5
1186,4,0,3,3,8,9,1
1187,4,0,3,5,4,7,0
1188,4,0,3,7,5,9,6
1189,4,0,3,8,6,2,7
1190,4,0,4,8,3,1,1
1191,4,0,4,8,4,6,7
1192,4,0,4,9,0,9,6
1193,4,0,5,4,0,0,1
1194,4,0,5,4,9,6,7
1195,4,0,5,6,9,1,4
1196,4,0,5,8,4,3,2
1197,4,0,5,8,9,2,3
1198,4,0,6,1,0,8,8
1199,4,0,6,1,4,5,9
1200,4,0,6,2,9,8,0
1201,4,0,6,5,6,0,1
1202,4,0,6,6,2,9,9
1203,4,0,6,7,2,9,1
1204,4,0,6,7,8,7,8
1205,4,0,6,8,5,3,0
1206,4,0,7,5,6,6,7
1207,4,0,7,6,8,5,6
1208,4,0,7,9,2,0,7
1209,4,0,7,9,3,7,6
1210,4,0,8,0,3,5,4
1211,4,0,8,3,9,3,8
1212,4,0,8,4,9,3,9
1213,4,0,8,5,3,2,7
1214,4,0,8,7,1,3,1
1215,4,0,9,0,4,0,8
1216,4,0,9,6,4,2,4
1217,4,0,9,7,1,0,9
1218,4,0,9,8,0,6,4
1219,4,0,9,8,2,5,3
1220,4,1,0,4,6,3,4
1221,4,1,0,5,9,3,2
1222,4,1,0,7,5,0,3
1223,4,1,0,8,3,4,2
1224,4,1,1,3,7,8,4
1225,4,1,1,4,4,0,3
1226,4,1,1,7,4,1,8
1227,4,1,1,9,2,8,4
1228,4,1,1,9,4,9,4
1229,4,1,2,0,3,0,8
1230,4,1,2,1,8,9,5
1231,4,1,2,1,9,7,9
1232,4,1,2,2,6,9,6
1233,4,1,2,3,0,7,9
1234,4,1,2,5,8,3,9
1235,4,1,2,9,1,6,0
1236,4,1,3,0,5,4,4
1237,4,1,3,1,6,1,8
1238,4,1,3,3,9,0,9
1239,4,1,3,8,3,9,7
1240,4,1,4,8,1,3,8
1241,4,1,6,2,2,8,3
1242,4,1,6,3,1,6,2
1243,4,1,8,0,8,6,8
1244,4,1,8,1,7,6,1
1245,4,1,8,7,4,9,0
1246,4,1,9,2,0,7,2
1247,4,1,9,3,2,7,5
1248,4,1,9,5,8,2,8
1249,4,1,9,5,8,9,7
1250,4,1,9,8,4,6,4
1251,4,2,0,4,3,8,0
1252,4,2,1,2,7,5,5
1253,4,2,1,5,1,6,4
1254,4,2,1,5,9,3,2
1255,4,2,1,8,7,9,7
1256,4,2,2,1,5,3,2
1257,4,2,2,3,6,4,8
1258,4,2,2,5,2,9,3
1259,4,2,2,7,4,4,5
1260,4,2,2,9,4,3,6
1261,4,2,3,0,8,6,5
1262,4,2,3,1,3,2,4
1263,4,2,3,2,5,6,5
1264,4,2,3,4,8,7,3
1265,4,2,3,5,4,3,1
1266,4,2,3,5,7,7,7
1267,4,2,3,6,4,8,0
1268,4,2,3,7,6,1,9
1269,4,2,4,0,7,8,8
1270,4,2,4,5,3,5,0
1271,4,2,4,5,3,8,9
1272,4,2,4,7,0,1,1
1273,4,2,4,7,7,0,8
1274,4,2,4,9,8,3,3
1275,4,2,5,0,3,2,8
1276,4,2,5,2,1,3,5
1277,4,2,5,5,4,2,6
1278,4,2,5,5,7,5,8
1279,4,2,5,8,3,3,7
1280,4,2,6,0,9,7,1
1281,4,2,6,1,3,5,8
1282,4,2,6,2,1,6,8
1283,4,2,6,5,4,3,3
1284,4,2,6,7,8,1,7
1285,4,2,6,8,5,5,6
1286,4,2,6,8,6,6,9
1287,4,2,6,9,5,6,8
1288,4,2,7,3,4,2,5
1289,4,2,7,5,3,4,3
1290,4,2,7,5,4,4,1
1291,4,2,7,6,6,3,8
1292,4,2,7,7,5,7,8
1293,4,2,8,0,0,7,5
1294,4,2,8,3,0,4,6
1295,4,2,8,4,1,8,3
1296,4,2,8,5,4,9,4
1297,4,2,8,5,7,8,1
1298,4,2,8,7,9,2,0
1299,4,2,9,0,1,7,3
1300,4,2,9,7,5,1,1
1301,4,2,9,7,5,7,7
1302,4,3,0,2,3,6,8
1303,4,3,0,3,5,0,6
1304,4,3,0,3,6,8,3
1305,4,3,0,6,8,5,1
1306,4,3,0,8,4,1,2
1307,4,3,0,8,4,9,5
1308,4,3,1,3,3,2,9
1309,4,3,1,6,7,7,4
1310,4,3,1,8,6,7,6
1311,4,3,1,8,7,1,4
1312,4,3,1,9,4,5,0
1313,4,3,1,9,6,1,7
1314,4,3,2,0,9,0,8
1315,4,3,2,1,2,5,4
1316,4,3,2,1,2,6,3
1317,4,3,2,4,4,5,8
1318,4,3,2,6,2,2,2
1319,4,3,2,6,4,5,8
1320,4,3,3,0,0,7,1
1321,4,3,3,6,1,0,1
1322,4,3,3,6,8,8,6
1323,4,3,3,8,4,6,8
1324,4,3,4,1,3,7,1
1325,4,3,4,5,3,5,3
1326,4,3,4,7,5,8,2
1327,4,3,4,9,4,6,4
1328,4,3,5,0,7,6,3
1329,4,3,5,1,8,1,5
1330,4,3,5,4,8,7,2
1331,4,3,5,8,8,2,4
1332,4,3,6,1,4,1,5
1333,4,3,6,5,3,6,3
1334,4,3,6,5,5,7,4
1335,4,3,6,5,6,6,4
1336,4,3,7,1,0,6,5
1337,4,3,7,1,1,2,5
1338,4,3,7,2,9,3,1
1339,4,3,7,7,0,1,3
1340,4,3,8,3,8,2,4
1341,4,3,8,8,5,6,7
1342,4,3,9,0,1,3,2
1343,4,3,9,1,0,0,9
1344,4,3,9,5,8,7,9
1345,4,3,9,9,2,7,3
1346,4,4,0,1,8,4,2
1347,4,4,0,5,8,9,4
1348,4,4,0,5,8,9,6
1349,4,4,0,7,7,0,6
1350,4,4,0,9,8,5,5
1351,4,4,1,1,9,8,5
1352,4,4,1,4,1,5,9
1353,4,4,1,7,4,1,0
1354,4,4,1,8,9,4,4
1355,4,4,2,1,3,8,6
1356,4,4,3,0,0,2,0
1357,4,4,3,5,4,9,3
1358,4,4,3,7,5,6,1
1359,4,4,3,7,7,7,3
1360,4,4,3,9,2,0,9
1361,4,4,4,1,4,0,0
1362,4,4,4,3,9,0,7
1363,4,4,4,7,8,2,7
1364,4,4,5,1,2,6,9
1365,4,4,5,1,5,8,9
1366,4,4,5,2,0,2,2
1367,4,4,5,2,3,2,0
1368,4,4,5,4,4,6,9
1369,4,4,5,8,7,1,7
1370,4,4,5,9,4,6,8
1371,4,4,6,2,2,1,8
1372,4,4,6,5,0,3,4
1373,4,4,6,6,0,7,4
1374,4,4,6,8,7,2,2
1375,4,4,7,4,4,5,5
1376,4,4,7,8,0,0,5
1377,4,4,8,2,8,3,6
1378,4,4,8,3,6,1,1
1379,4,4,8,5,5,1,2
1380,4,4,8,5,6,0,4
1381,4,4,8,5,7,1,6
1382,4,4,8,6,5,1,9
1383,4,4,8,9,2,9,5
1384,4,4,9,1,1,9,2
1385,4,4,9,2,5,9,3
1386,4,4,9,2,6,4,8
1387,4,4,9,9,0,3,9
1388,4,5,0,0,8,5,2
1389,4,5,0,2,8,8,8
1390,4,5,0,4,1,7,0
1391,4,5,0,4,2,5,3
1392,4,5,0,4,2,5,6
1393,4,5,0,6,8,4,9
1394,4,5,0,7,6,7,9
1395,4,5,0,8,6,6,9
1396,4,5,1,3,7,7,4
1397,4,5,1,5,6,0,0
1398,4,5,2,0,8,5,5
1399,4,5,2,1,4,0,6
1400,4,5,2,5,0,7,0
1401,4,5,2,7,6,9,2
1402,4,5,3,3,4,5,2
1403,4,5,3,5,9,7,4
1404,4,5,3,8,7,2,4
1405,4,5,4,1,6,5,7
1406,4,5,4,7,8,3,8
1407,4,5,5,2,9,9,6
1408,4,5,6,1,8,0,5
1409,4,5,6,2,8,9,7
1410,4,5,6,4,7,6,9
1411,4,5,6,4,8,8,2
1412,4,5,6,6,3,5,0
1413,4,5,6,8,0,3,8
1414,4,5,7,2,1,1,4
1415,4,5,7,3,0,3,1
1416,4,5,7,7,4,0,1
1417,4,5,8,2,1,5,4
1418,4,5,8,2,4,6,3
1419,4,5,8,4,2,9,1
1420,4,5,8,6,8,7,2
1421,4,5,9,3,6,1,2
1422,4,5,9,5,1,8,9
1423,4,5,9,6,7,0,3
1424,4,5,9,8,6,1,1
1425,4,6,0,1,5,0,7
1426,4,6,0,1,7,0,8
1427,4,6,0,4,0,9,4
1428,4,6,0,5,5,0,2
1429,4,6,0,7,5,8,2
1430,4,6,1,0,5,4,2
1431,4,6,1,0,7,1,4
1432,4,6,1,2,4,7,4
1433,4,6,1,2,5,9,1
1434,4,6,1,3,2,3,3
1435,4,6,2,2,3,0,4
1436,4,6,2,5,1,4,8
1437,4,6,2,6,8,7,8
1438,4,6,2,7,7,4,2
1439,4,6,2,8,9,4,8
1440,4,6,2,8,9,5,1
1441,4,6,3,1,1,6,7
1442,4,6,3,2,5,9,3
1443,4,6,3,3,3,2,8
1444,4,6,3,7,5,0,0
1445,4,6,3,7,8,0,1
1446,4,6,4,0,1,3,1
1447,4,6,4,0,3,8,3
1448,4,6,4,2,9,3,8
1449,4,6,4,7,5,9,5
1450,4,6,4,7,6,1,1
1451,4,6,5,1,9,4,0
1452,4,6,5,2,5,2,7
1453,4,6,5,6,5,8,9
1454,4,6,6,0,3,1,1
1455,4,6,6,3,1,9,0
1456,4,6,6,5,8,9,0
1457,4,6,6,9,0,1,2
1458,4,6,7,5,8,8,2
1459,4,6,7,7,4,9,3
1460,4,6,7,8,6,2,7
1461,4,6,8,7,3,1,5
1462,4,6,8,9,8,1,8
1463,4,6,9,1,4,3,0
1464,4,6,9,2,4,9,5
1465,4,6,9,3,5,8,5
1466,4,6,9,4,0,9,4
1467,4,6,9,5,2,5,4
1468,4,6,9,5,4,0,6
1469,4,6,9,7,3,7,7
1470,4,6,9,9,3,8,7
1471,4,7,0,0,5,6,7
1472,4,7,0,1,1,3,8
1473,4,7,0,1,4,0,5
1474,4,7,0,1,9,2,7
1475,4,7,0,2,0,2,3
1476,4,7,0,7,5,9,6
1477,4,7,0,9,1,8,3
1478,4,7,0,9,7,7,2
1479,4,7,1,0,2,0,7
1480,4,7,1,0,6,1,3
1481,4,7,1,2,4,4,4
1482,4,7,2,3,0,8,8
1483,4,7,2,4,2,0,8
1484,4,7,2,5,8,6,7
1485,4,7,2,8,2,3,0
1486,4,7,2,9,1,6,4
1487,4,7,2,9,9,0,9
1488,4,7,3,1,7,2,2
1489,4,7,3,4,1,6,9
1490,4,7,4,6,5,4,8
1491,4,7,5,5,0,0,5
1492,4,7,6,1,9,6,7
1493,4,7,6,6,3,1,3
1494,4,7,6,9,0,7,0
1495,4,7,6,9,5,6,9
1496,4,7,7,4,7,7,0
1497,4,7,7,6,1,0,5
1498,4,7,8,1,7,6,8
1499,4,7,8,9,2,7,0
1500,4,7,9,0,7,9,4
1501,4,7,9,5,1,8,7
1502,4,7,9,7,6,7,6
1503,4,7,9,8,9,3,4
1504,4,7,9,9,6,4,7
1505,4,8,0,3,6,8,8
1506,4,8,0,3,7,6,6
1507,4,8,0,9,3,9,4
1508,4,8,1,2,9,4,3
1509,4,8,1,3,4,7,4
1510,4,8,1,5,3,0,3
1511,4,8,1,5,4,0,5
1512,4,8,1,5,7,4,8
1513,4,8,1,7,4,8,1
1514,4,8,1,8,1,0,1
1515,4,8,1,8,5,6,1
1516,4,8,1,8,7,7,3
1517,4,8,2,1,1,4,8
1518,4,8,2,5,7,5,5
1519,4,8,2,8,0,8,1
1520,4,8,2,8,0,8,7
1521,4,8,3,1,0,9,3
1522,4,8,3,3,6,6,2
1523,4,8,3,3,7,8,8
1524,4,8,3,4,5,9,2
1525,4,8,3,4,7,8,9
1526,4,8,4,1,4,8,4
1527,4,8,4,2,1,9,9
1528,4,8,4,5,6,3,2
1529,4,8,4,5,6,9,7
1530,4,8,4,9,5,6,7
1531,4,8,5,3,6,0,9
1532,4,8,5,4,2,3,0
1533,4,8,5,4,4,1,3
1534,4,8,5,7,0,1,4
1535,4,8,5,7,0,8,4
1536,4,8,6,0,8,0,7
1537,4,8,6,5,9,5,7
1538,4,8,6,6,3,2,3
1539,4,8,6,6,3,7,1
1540,4,8,7,1,9,6,5
1541,4,8,7,5,6,7,7
1542,4,8,8,4,8,2,1
1543,4,8,8,7,5,4,5
1544,4,8,9,0,0,6,6
1545,4,8,9,0,3,8,1
1546,4,8,9,2,8,3,8
1547,4,8,9,5,0,3,8
1548,4,8,9,5,4,6,6
1549,4,8,9,8,3,6,5
1550,4,9,0,3,4,5,6
1551,4,9,0,3,7,4,0
1552,4,9,0,9,2,6,4
1553,4,9,1,0,0,9,7
1554,4,9,1,0,7,9,1
1555,4,9,1,4,6,9,5
1556,4,9,1,4,7,8,2
1557,4,9,2,3,8,1,2
1558,4,9,3,0,3,4,1
1559,4,9,3,0,5,8,8
1560,4,9,3,9,2,5,2
1561,4,9,4,0,0,7,5
1562,4,9,4,0,7,7,1
1563,4,9,4,4,0,1,5
1564,4,9,4,7,4,9,5
1565,4,9,4,7,9,0,4
1566,4,9,5,3,3,7,8
1567,4,9,5,3,7,7,2
1568,4,9,5,8,6,2,4
1569,4,9,5,9,0,6,5
1570,4,9,6,0,5,4,2
1571,4,9,6,1,7,6,2
1572,4,9,6,2,9,5,7
1573,4,9,6,3,6,8,9
1574,4,9,6,4,0,9,8
1575,4,9,6,5,2,2,3
1576,4,9,6,6,1,9,5
1577,4,9,6,6,6,0,7
1578,4,9,6,6,9,2,4
1579,4,9,7,9,8,4,6
1580,4,9,8,1,1,7,6
1581,4,9,8,1,5,2,1
1582,4,9,8,2,2,5,4
1583,4,9,8,2,4,2,3
1584,4,9,8,4,5,3,2
1585,4,9,8,9,1,9,3
1586,4,9,9,0,4,9,7
1587,4,9,9,2,5,4,3
1588,4,9,9,2,7,7,7
1589,4,9,9,7,8,2,7
1590,5,0,0,6,2,1,0
1591,5,0,0,7,9,8,3
1592,5,0,1,5,4,5,9
1593,5,0,1,5,6,5,7
1594,5,0,1,8,6,8,1
1595,5,0,1,9,8,7,9
1596,5,0,2,0,9,3,8
1597,5,0,2,2,6,7,2
1598,5,0,2,3,6,2,4
1599,5,0,2,6,9,4,5
1600,5,0,3,3,8,7,1
1601,5,0,3,4,2,3,5
1602,5,0,3,4,7,9,3
1603,5,0,3,6,3,4,8
1604,5,0,3,7,7,4,6
1605,5,0,3,8,4,1,8
1606,5,0,4,0,6,9,1
1607,5,0,4,5,1,6,1
1608,5,0,4,8,4,9,4
1609,5,0,4,9,7,5,2
1610,5,0,5,8,4,8,5
1611,5,0,6,1,4,4,3
1612,5,0,6,4,7,3,8
1613,5,0,7,3,4,6,3
1614,5,0,7,4,7,6,8
1615,5,0,7,6,7,2,0
1616,5,0,7,8,4,1,4
1617,5,0,8,1,7,4,2
1618,5,0,8,9,0,5,6
1619,5,0,9,1,2,9,7
1620,5,0,9,2,8,8,1
1621,5,1,0,2,1,6,7
1622,5,1,0,2,7,8,3
1623,5,1,0,3,3,1,1
1624,5,1,0,4,3,7,6
1625,5,1,0,5,2,6,6
1626,5,1,0,5,9,1,3
1627,5,1,0,9,7,0,4
1628,5,1,1,6,4,2,9
1629,5,1,1,9,9,8,3
1630,5,1,2,0,2,5,2
1631,5,1,2,1,3,1,2
1632,5,1,2,4,5,7,8
1633,5,1,2,8,4,1,2
1634,5,1,3,0,5,4,1
1635,5,1,3,0,6,2,0
1636,5,1,3,4,5,1,6
1637,5,1,3,5,1,2,8
1638,5,1,3,5,5,9,4
1639,5,1,3,9,7,5,0
1640,5,1,3,9,8,9,0
1641,5,1,4,1,4,8,3
1642,5,1,4,5,1,8,9
1643,5,1,4,5,7,7,9
1644,5,1,4,7,8,6,2
1645,5,1,4,8,1,4,0
1646,5,1,5,9,4,1,7
1647,5,1,5,9,4,4,3
1648,5,1,5,9,7,4,3
1649,5,1,6,1,4,1,4
1650,5,1,6,2,9,7,2
1651,5,1,6,2,9,8,1
1652,5,1,6,5,5,0,1
1653,5,1,6,9,8,7,9
1654,5,1,7,4,7,0,7
1655,5,1,7,7,3,0,9
1656,5,1,7,8,1,2,0
1657,5,1,7,9,6,4,8
1658,5,1,8,4,9,7,5
1659,5,1,8,8,7,2,1
1660,5,1,9,0,0,1,8
1661,5,1,9,0,4,5,8
1662,5,1,9,1,4,1,3
1663,5,1,9,1,4,6,8
1664,5,1,9,3,2,9,0
1665,5,1,9,4,4,6,7
1666,5,1,9,5,2,8,2
1667,5,1,9,5,7,4,4
1668,5,1,9,6,4,1,6
1669,5,2,0,0,3,6,1
1670,5,2,0,0,4,9,2
1671,5,2,0,0,5,2,3
1672,5,2,0,3,7,0,2
1673,5,2,0,6,3,5,8
1674,5,2,0,6,4,9,8
1675,5,2,0,8,3,1,4
1676,5,2,0,9,4,8,6
1677,5,2,1,4,1,2,2
1678,5,2,1,5,0,4,7
1679,5,2,1,6,9,8,3
1680,5,2,1,7,2,6,8
1681,5,2,1,7,9,3,7
1682,5,2,1,8,8,4,7
1683,5,2,2,0,8,5,9
1684,5,2,2,1,1,6,8
1685,5,2,2,1,2,8,1
1686,5,2,2,8,5,1,1
1687,5,2,2,9,6,8,9
1688,5,2,3,0,2,3,9
1689,5,2,3,0,2,9,3
1690,5,2,3,0,4,9,9
1691,5,2,3,1,5,6,2
1692,5,2,3,2,7,8,0
1693,5,2,3,5,1,3,8
1694,5,2,4,1,7,5,7
1695,5,2,4,2,8,8,3
1696,5,2,4,6,9,0,5
1697,5,2,5,5,2,8,0
1698,5,2,5,5,3,9,4
1699,5,2,6,1,1,7,3
1700,5,2,6,4,4,8,7
1701,5,2,6,5,3,4,7
