No,No1,No2,No3,No4,No5,No6
998,5,9,16,23,38,45
999,5,9,19,23,31,44
1000,5,9,19,30,33,36
1001,5,9,19,36,42,43
1002,5,9,25,29,35,36
1003,5,9,25,32,33,43
1004,5,10,11,15,40,44
1005,5,10,14,19,28,38
1006,5,10,14,21,22,43
1007,5,10,14,26,38,40
1008,5,10,14,35,42,43
1009,5,10,15,16,34,42
1010,5,10,15,18,31,45
1011,5,10,16,26,28,40
1012,5,10,18,21,26,43
1013,5,10,18,29,34,42
1014,5,10,19,33,34,41
1015,5,10,20,22,40,42
1016,5,10,23,28,41,42
1017,5,10,24,32,34,37
1018,5,10,26,28,39,45
1019,5,10,27,33,39,40
1020,5,10,32,34,36,40
1021,5,11,12,18,33,35
1022,5,11,12,25,31,38
1023,5,11,12,29,35,39
1024,5,11,14,25,30,36
1025,5,11,17,19,28,29
1026,5,11,17,32,43,45
1027,5,11,20,29,32,33
1028,5,11,22,37,42,43
1029,5,11,23,24,29,33
1030,5,11,23,31,34,37
1031,5,11,29,36,40,45
1032,5,11,31,32,41,42
1033,5,12,13,23,28,31
1034,5,12,15,18,19,41
1035,5,12,16,27,30,32
1036,5,12,18,21,31,38
1037,5,12,18,22,25,26
1038,5,12,21,42,43,44
1039,5,13,15,18,21,33
1040,5,13,18,21,30,40
1041,5,13,18,30,39,42
1042,5,13,20,21,23,36
1043,5,13,21,25,27,28
1044,5,13,23,29,40,41
1045,5,13,24,25,44,45
1046,5,13,24,29,41,44
1047,5,13,27,30,31,39
1048,5,13,27,33,36,45
1049,5,14,15,17,42,43
1050,5,14,16,17,23,38
1051,5,14,16,18,22,35
1052,5,14,17,18,20,33
1053,5,14,17,20,23,36
1054,5,14,19,21,26,32
1055,5,14,21,31,39,43
1056,5,14,26,32,39,40
1057,5,14,28,30,43,45
1058,5,14,31,34,35,44
1059,5,15,16,21,31,45
1060,5,15,17,27,28,40
1061,5,15,19,21,22,32
1062,5,15,20,25,29,38
1063,5,15,20,29,33,40
1064,5,15,21,22,35,43
1065,5,15,24,30,41,44
1066,5,15,30,33,36,40
1067,5,16,17,18,35,42
1068,5,16,19,23,37,41
1069,5,16,20,24,26,30
1070,5,17,18,32,34,44
1071,5,17,19,24,26,36
1072,5,17,20,22,25,26
1073,5,17,24,25,31,38
1074,5,17,24,27,34,36
1075,5,17,27,28,29,44
1076,5,17,29,33,34,44
1077,5,18,20,31,36,43
1078,5,18,21,26,27,44
1079,5,18,21,29,33,41
1080,5,18,22,27,31,36
1081,5,18,24,25,28,45
1082,5,18,30,32,34,38
1083,5,19,25,26,29,35
1084,5,19,26,27,29,34
1085,5,20,23,24,31,33
1086,5,20,24,27,41,44
1087,5,20,25,26,31,37
1088,5,20,33,35,36,44
1089,5,21,22,24,30,38
1090,5,21,24,33,35,38
1091,5,22,25,31,33,40
1092,5,22,26,28,39,42
1093,5,22,26,31,34,36
1094,5,22,34,35,42,45
1095,5,25,27,28,33,35
1096,5,26,27,33,40,45
1097,5,26,31,39,40,44
1098,6,7,8,13,14,44
1099,6,7,8,35,36,37
1100,6,7,9,14,29,45
1101,6,7,10,21,26,33
1102,6,7,11,14,16,38
1103,6,7,11,24,40,41
1104,6,7,12,13,27,43
1105,6,7,13,27,39,40
1106,6,7,17,21,22,23
1107,6,7,17,23,39,40
1108,6,7,18,33,38,39
1109,6,7,19,25,37,39
1110,6,7,19,37,40,43
1111,6,7,21,22,28,35
1112,6,8,9,31,35,41
1113,6,8,11,20,21,36
1114,6,8,13,22,32,37
1115,6,8,14,17,25,37
1116,6,8,17,19,25,39
1117,6,8,20,25,28,31
1118,6,9,10,27,41,45
1119,6,9,10,28,37,45
1120,6,9,11,14,25,28
1121,6,9,11,15,29,45
1122,6,9,11,17,20,36
1123,6,9,11,18,35,40
1124,6,9,11,19,24,41
1125,6,9,12,15,34,35
1126,6,9,12,38,40,41
1127,6,9,13,20,23,41
1128,6,9,14,18,40,43
1129,6,9,15,17,25,37
1130,6,9,15,17,30,38
1131,6,9,15,37,40,42
1132,6,9,16,23,33,40
1133,6,9,17,19,31,32
1134,6,9,25,29,30,41
1135,6,9,30,35,37,39
1136,6,10,11,20,21,29
1137,6,10,11,25,33,35
1138,6,10,12,16,17,33
1139,6,10,13,17,35,37
1140,6,10,14,17,27,42
1141,6,10,14,29,37,39
1142,6,10,15,17,33,35
1143,6,10,18,23,32,33
1144,6,10,19,24,32,36
1145,6,10,22,23,38,43
1146,6,10,29,36,39,41
1147,6,11,12,17,21,33
1148,6,11,13,21,32,45
1149,6,11,14,16,24,28
1150,6,11,14,20,29,30
1151,6,11,14,21,24,45
1152,6,11,15,25,30,39
1153,6,11,17,22,26,38
1154,6,11,18,24,30,40
1155,6,11,19,25,41,42
1156,6,11,21,25,30,39
1157,6,11,23,25,28,33
1158,6,11,23,30,33,36
1159,6,12,13,20,33,42
1160,6,12,13,24,30,41
1161,6,12,14,18,19,30
1162,6,12,15,25,32,36
1163,6,12,15,31,37,41
1164,6,12,16,17,32,34
1165,6,12,16,20,31,33
1166,6,12,17,21,29,42
1167,6,12,18,20,29,35
1168,6,12,19,22,25,43
1169,6,12,19,24,40,45
1170,6,12,21,23,28,36
1171,6,12,22,30,39,44
1172,6,12,23,36,38,44
1173,6,12,24,25,26,41
1174,6,13,15,17,18,36
1175,6,13,18,21,35,39
1176,6,13,23,29,35,41
1177,6,13,24,25,27,45
1178,6,13,30,31,40,44
1179,6,14,15,21,28,44
1180,6,14,15,23,33,36
1181,6,14,15,24,30,42
1182,6,14,16,36,37,43
1183,6,14,17,20,22,29
1184,6,14,18,23,36,38
1185,6,14,19,27,41,45
1186,6,14,20,22,31,40
1187,6,14,20,27,28,41
1188,6,14,23,24,34,41
1189,6,14,25,35,36,43
1190,6,14,32,33,38,40
1191,6,15,22,24,37,42
1192,6,15,23,34,35,38
1193,6,15,23,38,39,44
1194,6,15,25,37,38,39
1195,6,16,17,20,42,44
1196,6,16,17,21,23,38
1197,6,16,19,24,25,36
1198,6,16,20,25,28,36
1199,6,16,22,23,32,37
1200,6,16,24,31,33,37
1201,6,16,25,33,35,36
1202,6,17,18,21,34,38
1203,6,17,19,22,40,41
1204,6,17,20,24,25,37
1205,6,17,21,23,33,42
1206,6,17,23,32,35,43
1207,6,17,30,31,42,44
1208,6,17,30,37,42,43
1209,6,17,31,37,39,43
1210,6,18,24,32,41,43
1211,6,18,25,26,27,29
1212,6,19,22,23,29,33
1213,6,19,23,26,29,44
1214,6,19,26,28,37,39
1215,6,19,27,28,29,44
1216,6,19,27,32,38,42
1217,6,19,32,33,34,36
1218,6,20,22,27,30,31
1219,6,20,23,25,35,37
1220,6,20,26,38,40,43
1221,6,21,22,23,31,42
1222,6,21,24,26,30,34
1223,6,21,25,28,29,34
1224,6,21,30,31,36,38
1225,6,22,27,34,38,42
1226,6,22,28,36,38,41
1227,6,24,27,28,31,44
1228,6,27,30,33,40,45
1229,6,27,34,36,42,45
1230,6,30,36,41,42,45
1231,7,8,9,20,22,35
1232,7,8,10,12,14,19
1233,7,8,12,13,14,23
1234,7,8,12,19,21,23
1235,7,8,12,21,38,40
1236,7,8,17,23,24,29
1237,7,8,24,29,34,36
1238,7,8,27,31,39,41
1239,7,8,30,33,38,41
1240,7,9,10,30,35,44
1241,7,9,12,18,22,34
1242,7,9,13,22,24,31
1243,7,9,14,17,20,45
1244,7,9,21,23,26,28
1245,7,9,21,27,40,42
1246,7,9,21,29,34,37
1247,7,9,34,36,42,45
1248,7,10,11,15,21,35
1249,7,10,11,26,27,40
1250,7,10,11,26,33,37
1251,7,10,12,14,22,23
1252,7,10,13,15,25,27
1253,7,10,13,17,26,41
1254,7,10,15,16,22,35
1255,7,10,15,36,37,40
1256,7,10,16,22,41,45
1257,7,10,19,24,26,36
1258,7,10,20,22,23,35
1259,7,10,21,22,27,43
1260,7,10,25,27,31,34
1261,7,10,31,34,35,45
1262,7,10,33,36,42,43
1263,7,11,12,29,30,39
1264,7,11,13,14,17,24
1265,7,11,14,15,21,27
1266,7,11,14,25,31,40
1267,7,11,15,21,28,29
1268,7,11,15,23,36,45
1269,7,11,16,23,25,41
1270,7,11,16,31,37,45
1271,7,11,17,20,29,33
1272,7,11,19,24,31,39
1273,7,11,20,26,30,33
1274,7,11,21,24,30,33
1275,7,11,21,34,39,43
1276,7,11,22,33,38,43
1277,7,11,24,28,33,35
1278,7,11,26,28,30,43
1279,7,12,15,22,33,41
1280,7,12,18,21,25,44
1281,7,12,18,24,35,43
1282,7,12,18,27,30,45
1283,7,12,21,22,24,42
1284,7,12,22,23,25,34
1285,7,12,23,26,38,39
1286,7,12,27,30,36,44
1287,7,12,27,32,37,42
1288,7,13,14,19,21,39
1289,7,13,14,22,32,37
1290,7,13,15,21,25,36
1291,7,13,17,26,29,33
1292,7,13,17,27,34,41
1293,7,13,18,21,36,41
1294,7,13,19,24,33,42
1295,7,13,20,32,33,44
1296,7,13,27,34,35,36
1297,7,14,15,23,39,45
1298,7,14,15,26,30,38
1299,7,14,15,32,38,39
1300,7,14,16,22,25,45
1301,7,14,17,22,26,31
1302,7,14,20,24,30,34
1303,7,14,20,31,32,45
1304,7,14,23,24,38,45
1305,7,14,26,30,43,45
1306,7,14,30,35,36,42
1307,7,14,31,35,41,45
1308,7,15,18,19,20,29
1309,7,15,18,19,28,31
1310,7,15,22,29,36,38
1311,7,15,22,30,39,43
1312,7,15,27,32,44,45
1313,7,16,17,29,40,42
1314,7,16,18,21,28,38
1315,7,16,19,20,21,42
1316,7,16,20,22,33,37
1317,7,16,24,25,30,35
1318,7,16,25,31,32,39
1319,7,16,28,38,40,45
1320,7,17,18,22,32,44
1321,7,17,18,28,43,45
1322,7,17,19,26,31,40
1323,7,17,19,29,32,43
1324,7,17,22,26,27,31
1325,7,17,26,28,42,43
1326,7,17,29,31,41,44
1327,7,17,33,34,41,45
1328,7,18,23,27,28,29
1329,7,19,24,27,30,40
1330,7,19,27,30,31,32
1331,7,20,22,24,31,44
1332,7,20,24,26,31,35
1333,7,20,24,36,39,45
1334,7,20,30,31,35,41
1335,7,21,22,23,35,37
1336,7,21,23,27,33,42
1337,7,22,25,26,27,32
1338,7,22,33,36,40,43
1339,7,24,25,27,38,40
1340,7,24,25,27,40,43
1341,7,24,25,28,33,39
1342,7,26,27,28,42,43
1343,7,27,30,37,40,43
1344,7,27,36,37,42,44
1345,7,29,30,32,35,42
1346,7,31,36,37,42,43
1347,7,32,39,40,42,43
1348,8,9,10,12,17,26
1349,8,9,10,15,30,33
1350,8,9,10,17,38,45
1351,8,9,10,35,36,40
1352,8,9,13,33,44,45
1353,8,9,14,19,31,37
1354,8,9,16,18,24,42
1355,8,9,17,19,32,37
1356,8,9,17,23,35,40
1357,8,9,17,40,43,44
1358,8,9,20,24,29,35
1359,8,9,22,32,33,43
1360,8,9,30,32,38,45
1361,8,10,11,32,35,39
1362,8,10,12,29,31,39
1363,8,10,12,29,35,41
1364,8,10,12,29,38,41
1365,8,10,13,17,30,33
1366,8,10,14,30,37,39
1367,8,10,16,21,28,43
1368,8,10,16,27,31,37
1369,8,10,20,32,39,45
1370,8,11,12,20,31,42
1371,8,11,13,14,17,39
1372,8,11,15,35,37,41
1373,8,11,16,23,24,31
1374,8,11,18,21,29,44
1375,8,11,20,34,37,40
1376,8,11,25,29,30,43
1377,8,12,13,31,33,38
1378,8,12,14,15,20,38
1379,8,12,15,21,22,34
1380,8,12,18,21,36,38
1381,8,12,26,30,35,39
1382,8,12,27,33,40,45
1383,8,12,28,29,37,38
1384,8,13,16,20,36,39
1385,8,13,17,18,23,27
1386,8,13,18,22,43,44
1387,8,13,19,28,32,39
1388,8,13,22,23,30,38
1389,8,13,24,27,33,34
1390,8,13,25,30,33,45
1391,8,13,27,29,31,38
1392,8,13,30,32,38,40
1393,8,14,15,24,28,32
1394,8,14,16,31,32,42
1395,8,14,17,20,27,43
1396,8,14,18,31,32,34
1397,8,14,19,20,38,45
1398,8,14,19,21,25,31
1399,8,14,19,22,23,32
1400,8,14,19,24,25,43
1401,8,14,21,28,33,40
1402,8,14,22,27,28,40
1403,8,14,23,31,38,40
1404,8,14,25,28,33,39
1405,8,14,25,35,43,45
1406,8,15,16,26,42,43
1407,8,15,17,34,41,43
1408,8,15,18,23,42,45
1409,8,15,19,28,31,41
1410,8,15,21,25,28,42
1411,8,15,21,30,36,40
1412,8,15,21,34,37,42
1413,8,15,26,27,31,44
1414,8,15,34,39,41,43
1415,8,16,17,23,24,44
1416,8,16,18,19,35,38
1417,8,16,18,25,43,45
1418,8,16,18,28,33,35
1419,8,16,21,22,38,45
1420,8,16,24,25,26,38
1421,8,16,27,30,41,42
1422,8,17,20,25,26,42
1423,8,17,23,26,40,43
1424,8,17,24,29,41,42
1425,8,17,25,27,32,43
1426,8,17,33,36,40,41
1427,8,18,19,27,28,34
1428,8,18,27,29,32,44
1429,8,18,27,29,34,36
1430,8,19,22,25,41,45
1431,8,19,22,36,42,43
1432,8,19,24,30,33,42
1433,8,19,24,33,39,41
1434,8,19,27,32,36,40
1435,8,21,22,24,31,35
1436,8,21,25,31,33,34
1437,8,23,25,28,34,45
1438,8,23,26,27,34,43
1439,8,23,28,30,38,39
1440,8,24,29,32,35,41
1441,8,24,31,32,38,40
1442,8,25,26,31,34,42
1443,8,29,30,38,42,43
1444,9,10,14,18,23,38
1445,9,10,14,27,32,36
1446,9,10,15,18,20,40
1447,9,10,15,27,44,45
1448,9,10,16,17,34,40
1449,9,10,17,22,25,27
1450,9,10,19,34,40,41
1451,9,10,20,22,40,43
1452,9,10,20,24,32,41
1453,9,10,24,26,39,41
1454,9,11,12,18,23,30
1455,9,11,12,21,22,38
1456,9,11,12,32,36,45
1457,9,11,13,22,28,39
1458,9,11,13,22,30,32
1459,9,11,14,15,23,35
1460,9,11,14,26,36,42
1461,9,11,16,25,29,45
1462,9,11,18,24,26,34
1463,9,11,18,25,38,41
1464,9,11,18,26,35,37
1465,9,12,13,26,36,45
1466,9,12,13,36,41,44
1467,9,12,14,17,36,41
1468,9,12,14,21,37,40
1469,9,12,15,19,20,35
1470,9,12,16,31,35,38
1471,9,12,17,22,23,43
1472,9,12,17,25,26,43
1473,9,12,19,25,28,30
1474,9,12,20,24,29,32
1475,9,12,21,22,31,34
1476,9,12,25,36,40,44
1477,9,13,15,32,42,43
1478,9,14,15,16,29,32
1479,9,14,16,21,27,28
1480,9,14,20,25,35,37
1481,9,14,22,29,40,43
1482,9,14,22,29,41,44
1483,9,14,24,28,33,42
1484,9,15,21,37,40,45
1485,9,15,24,28,39,40
1486,9,16,17,23,29,41
1487,9,16,18,36,38,40
1488,9,16,19,26,28,42
1489,9,16,22,26,40,41
1490,9,16,22,28,36,38
1491,9,16,25,32,35,44
1492,9,16,26,32,40,42
1493,9,16,27,30,36,37
1494,9,17,21,34,37,40
1495,9,17,22,24,28,42
1496,9,17,22,30,34,42
1497,9,17,23,24,39,43
1498,9,17,26,32,37,44
1499,9,17,28,40,41,42
1500,9,18,19,22,25,39
1501,9,18,21,24,27,42
1502,9,18,22,23,41,44
1503,9,18,25,32,37,42
1504,9,18,27,28,30,39
1505,9,19,20,21,23,26
1506,9,19,20,39,41,44
1507,9,19,34,35,36,38
1508,9,20,23,37,40,45
1509,9,21,22,24,41,42
1510,9,21,24,28,32,39
1511,9,21,31,38,42,45
1512,9,22,24,30,31,32
1513,9,22,30,31,35,45
1514,9,24,27,32,39,44
1515,9,24,27,36,39,41
1516,9,25,28,31,34,39
1517,9,26,32,33,34,43
1518,9,26,39,41,43,44
1519,9,28,37,40,41,44
1520,9,30,33,39,44,45
1521,10,11,14,17,36,40
1522,10,11,14,27,28,33
1523,10,11,22,28,34,39
1524,10,11,22,35,36,45
1525,10,11,22,41,43,45
1526,10,11,23,30,31,34
1527,10,12,13,23,33,38
1528,10,12,14,20,27,32
1529,10,12,16,25,26,35
1530,10,12,19,26,33,44
1531,10,12,21,32,43,45
1532,10,13,14,25,35,45
1533,10,13,15,18,25,37
1534,10,13,16,28,34,37
1535,10,13,17,22,27,35
1536,10,13,17,26,32,41
1537,10,13,18,24,31,44
1538,10,13,19,27,34,40
1539,10,13,21,23,26,27
1540,10,13,21,28,42,44
1541,10,13,23,26,32,43
1542,10,13,31,36,42,43
1543,10,13,37,39,40,44
1544,10,14,15,24,29,44
1545,10,14,17,22,26,36
1546,10,14,21,26,38,43
1547,10,14,22,25,32,42
1548,10,14,23,28,30,43
1549,10,14,26,27,30,40
1550,10,15,17,19,24,40
1551,10,15,17,22,29,30
1552,10,15,17,24,26,30
1553,10,15,18,21,30,41
1554,10,15,18,26,27,32
1555,10,15,18,34,35,39
1556,10,15,22,33,40,42
1557,10,15,27,28,29,35
1558,10,16,18,24,39,44
1559,10,16,18,35,37,43
1560,10,16,20,30,35,38
1561,10,16,22,26,28,45
1562,10,16,26,28,34,35
1563,10,16,26,33,35,39
1564,10,17,18,19,26,28
1565,10,17,19,21,36,39
1566,10,17,23,32,35,36
1567,10,18,21,26,31,35
1568,10,18,21,27,31,35
1569,10,18,39,40,42,43
1570,10,19,20,27,41,44
1571,10,19,21,26,35,38
1572,10,19,23,31,34,45
1573,10,20,25,29,33,44
1574,10,20,27,28,31,38
1575,10,20,27,31,40,41
1576,10,20,32,37,38,45
1577,10,21,23,35,37,44
1578,10,21,24,29,37,41
1579,10,21,26,35,37,43
1580,10,22,25,27,29,37
1581,10,23,25,29,31,44
1582,10,23,27,29,43,45
1583,10,24,25,35,37,45
1584,10,24,25,38,39,42
1585,10,24,32,38,39,44
1586,10,26,30,33,34,38
1587,10,26,32,33,38,40
1588,10,28,29,35,38,41
1589,10,31,34,39,40,43
1590,11,12,14,30,41,43
1591,11,12,15,21,28,32
1592,11,12,15,21,34,40
1593,11,12,15,37,38,41
1594,11,12,16,28,35,44
1595,11,12,16,33,43,44
1596,11,12,17,26,36,37
1597,11,12,18,33,35,40
1598,11,12,19,24,29,31
1599,11,12,20,22,33,35
1600,11,12,21,23,25,43
1601,11,12,21,29,40,43
1602,11,12,25,28,36,40
1603,11,12,28,33,34,45
1604,11,13,14,25,28,45
1605,11,13,14,33,39,41
1606,11,13,16,19,29,34
1607,11,13,18,20,39,43
1608,11,13,18,26,30,42
1609,11,13,18,29,43,45
1610,11,13,20,22,35,41
1611,11,13,20,33,37,43
1612,11,13,21,24,27,28
1613,11,13,22,34,36,41
1614,11,14,17,21,24,40
1615,11,14,18,20,24,28
1616,11,14,18,20,24,39
1617,11,14,19,25,32,33
1618,11,14,22,28,29,36
1619,11,15,16,22,24,28
1620,11,15,17,25,26,43
1621,11,15,18,20,28,45
1622,11,15,20,22,32,44
1623,11,15,20,24,30,34
1624,11,15,20,24,39,44
1625,11,15,22,32,40,41
1626,11,15,23,37,41,44
1627,11,15,24,30,33,34
1628,11,15,25,35,38,41
1629,11,15,27,34,41,44
1630,11,16,17,21,25,35
1631,11,16,18,26,31,41
1632,11,16,20,21,24,26
1633,11,16,20,26,30,44
1634,11,16,20,27,32,33
1635,11,16,21,22,32,33
1636,11,16,21,24,27,38
1637,11,16,21,24,38,45
1638,11,16,24,33,36,42
1639,11,16,26,28,32,43
1640,11,16,30,31,38,40
1641,11,17,18,21,29,33
1642,11,17,20,29,42,45
1643,11,17,21,22,43,45
1644,11,17,23,26,31,33
1645,11,17,24,25,26,42
1646,11,17,24,27,32,40
1647,11,17,28,31,36,44
1648,11,18,21,23,33,39
1649,11,18,22,29,37,44
1650,11,19,20,33,35,37
1651,11,19,21,36,39,42
1652,11,19,22,32,36,37
1653,11,19,26,35,40,41
1654,11,19,30,32,43,44
1655,11,20,21,30,33,38
1656,11,20,30,35,37,40
1657,11,20,33,35,40,43
1658,11,21,23,33,34,43
1659,11,21,25,26,40,43
1660,11,21,25,31,43,44
1661,11,21,30,35,40,44
1662,11,22,24,27,37,38
1663,11,22,24,38,44,45
1664,11,22,26,36,39,41
1665,11,22,34,36,42,43
1666,11,23,24,25,34,45
1667,11,23,25,27,28,44
1668,11,23,30,31,35,41
1669,11,23,31,34,36,40
1670,11,24,25,27,38,42
1671,11,24,27,30,33,35
1672,11,24,34,36,37,38
1673,11,25,31,35,41,42
1674,11,25,36,42,44,45
1675,11,25,37,38,39,42
1676,11,29,30,34,42,45
1677,11,30,31,32,37,40
1678,12,13,14,16,17,36
1679,12,13,14,29,41,45
1680,12,13,14,32,37,40
1681,12,13,15,21,30,32
1682,12,13,16,17,32,45
1683,12,13,16,18,31,32
1684,12,13,18,28,31,32
1685,12,13,20,22,24,28
1686,12,13,20,25,29,37
1687,12,13,20,34,35,43
1688,12,13,24,31,32,39
1689,12,13,25,31,33,37
1690,12,13,25,38,41,42
1691,12,14,16,18,22,41
1692,12,14,16,27,28,32
1693,12,14,19,21,28,34
1694,12,14,22,25,26,29
1695,12,14,24,29,31,40
1696,12,14,29,38,39,43
1697,12,14,31,34,38,39
1698,12,14,32,36,42,45
1699,12,15,16,22,24,43
1700,12,15,17,25,26,33
1701,12,15,19,23,40,45
1702,12,15,19,31,40,45
1703,12,15,19,33,39,41
1704,12,15,20,27,30,34
1705,12,15,22,24,32,43
1706,12,15,24,34,36,41
1707,12,15,26,33,38,44
1708,12,15,32,34,35,41
1709,12,15,34,35,38,39
1710,12,16,20,26,39,44
1711,12,16,21,23,35,40
1712,12,16,21,28,34,45
1713,12,16,22,23,24,28
1714,12,16,32,36,39,45
1715,12,16,35,43,44,45
1716,12,17,18,26,31,34
1717,12,17,18,28,30,39
1718,12,17,19,28,33,38
1719,12,17,22,23,35,40
1720,12,17,32,33,42,44
1721,12,18,19,24,43,45
1722,12,18,22,23,35,44
1723,12,18,29,33,35,36
1724,12,18,30,33,39,44
1725,12,19,23,31,38,42
1726,12,19,31,36,38,40
1727,12,20,27,30,37,41
1728,12,20,35,37,39,42
1729,12,21,22,26,41,43
1730,12,21,26,41,43,44
1731,12,23,27,36,41,42
1732,12,23,32,33,34,41
1733,12,24,26,31,34,42
1734,12,24,26,43,44,45
1735,12,24,33,39,43,45
1736,12,25,26,27,37,43
1737,12,26,29,31,32,39
1738,12,27,29,31,39,40
1739,12,29,31,32,34,36
1740,13,14,16,22,26,40
1741,13,14,17,22,26,41
1742,13,14,17,25,36,45
1743,13,14,20,24,30,35
1744,13,14,35,36,37,43
1745,13,15,16,20,40,44
1746,13,15,19,20,30,40
1747,13,15,22,30,41,43
1748,13,15,23,31,32,36
1749,13,15,27,28,30,42
1750,13,16,17,29,37,43
1751,13,16,20,25,40,42
1752,13,17,20,26,39,42
1753,13,17,22,23,30,32
1754,13,17,23,26,29,36
1755,13,17,24,33,35,45
1756,13,18,19,23,30,32
1757,13,18,22,25,31,38
1758,13,18,23,24,43,44
1759,13,18,26,34,36,40
1760,13,19,22,33,38,43
1761,13,19,23,25,30,39
1762,13,19,30,31,36,37
1763,13,20,22,30,37,43
1764,13,20,29,34,35,36
1765,13,20,30,33,42,45
1766,13,20,30,35,36,42
1767,13,21,22,25,31,38
1768,13,21,22,31,32,39
1769,13,21,22,35,37,43
1770,13,22,33,35,43,45
1771,13,23,24,25,36,39
1772,13,24,25,26,28,31
1773,13,24,25,36,43,45
1774,13,24,31,32,42,44
1775,13,25,27,31,34,42
1776,13,30,31,32,34,43
1777,14,15,16,23,27,39
1778,14,15,17,22,27,39
1779,14,15,18,24,36,41
1780,14,15,19,28,35,42
1781,14,15,20,21,25,33
1782,14,15,20,21,28,38
1783,14,15,20,28,40,43
1784,14,15,27,31,37,41
1785,14,15,28,29,31,39
1786,14,15,31,32,42,45
1787,14,16,17,20,25,30
1788,14,16,17,30,32,37
1789,14,16,18,22,25,27
1790,14,16,22,31,36,41
1791,14,16,25,28,37,38
1792,14,16,28,30,37,42
1793,14,16,31,33,39,41
1794,14,17,19,20,28,44
1795,14,17,19,25,30,35
1796,14,17,19,34,35,41
1797,14,17,20,26,27,44
1798,14,17,28,35,36,43
1799,14,17,29,34,37,42
1800,14,18,22,28,43,44
1801,14,19,20,23,39,41
1802,14,19,25,35,41,45
1803,14,19,31,34,36,37
1804,14,19,34,35,41,45
1805,14,20,21,32,39,43
1806,14,20,22,24,32,39
1807,14,20,25,34,35,45
1808,14,21,27,30,38,43
1809,14,21,32,34,41,43
1810,14,22,23,24,37,40
1811,14,22,23,25,26,37
1812,14,22,31,35,42,44
1813,14,22,33,39,42,43
1814,14,23,24,26,40,43
1815,14,23,25,32,35,45
1816,14,24,31,32,34,39
1817,14,25,27,30,32,35
1818,14,26,30,31,34,35
1819,14,27,32,34,35,42
1820,14,28,31,36,38,41
1821,14,28,36,38,41,45
1822,15,16,20,28,34,36
1823,15,16,21,29,32,44
1824,15,16,23,39,42,45
1825,15,16,28,35,42,44
1826,15,17,20,27,42,43
1827,15,17,22,23,24,33
1828,15,17,22,28,29,42
1829,15,17,37,39,41,42
1830,15,18,21,27,34,38
1831,15,18,22,27,35,36
1832,15,18,23,27,28,32
1833,15,18,24,29,31,32
1834,15,18,34,37,43,45
1835,15,19,21,34,36,43
1836,15,19,23,28,30,43
1837,15,19,28,29,35,40
1838,15,19,29,35,42,45
1839,15,19,31,36,37,45
1840,15,20,26,36,42,44
1841,15,20,30,33,39,44
1842,15,21,24,28,29,37
1843,15,22,24,27,37,45
1844,15,23,29,34,36,41
1845,15,24,25,31,38,39
1846,15,25,26,31,36,38
1847,15,27,29,37,39,44
1848,15,30,31,36,37,41
1849,15,31,32,34,37,40
1850,15,34,39,40,41,43
1851,16,17,18,28,38,41
1852,16,17,20,25,28,30
1853,16,17,20,31,38,40
1854,16,17,24,29,31,44
1855,16,17,29,33,36,37
1856,16,17,31,33,37,45
1857,16,18,19,22,25,36
1858,16,18,27,39,40,43
1859,16,19,20,23,31,39
1860,16,19,20,34,40,45
1861,16,19,21,24,29,40
1862,16,19,23,24,26,36
1863,16,19,23,36,39,43
1864,16,19,25,30,33,40
1865,16,20,21,26,29,32
1866,16,20,21,26,36,44
1867,16,20,23,29,32,44
1868,16,21,22,26,29,40
1869,16,21,22,26,29,45
1870,16,21,22,36,43,44
1871,16,21,23,35,37,44
1872,16,22,32,38,41,42
1873,16,23,27,28,34,38
1874,16,24,25,32,41,43
1875,16,26,28,30,37,39
1876,16,28,31,37,40,41
1877,16,29,30,32,35,36
1878,16,31,32,34,44,45
1879,16,31,32,37,39,42
1880,17,18,19,32,36,44
1881,17,18,20,33,35,38
1882,17,18,22,28,32,45
1883,17,18,22,29,33,36
1884,17,19,20,22,34,42
1885,17,19,24,34,43,44
1886,17,19,26,27,38,39
1887,17,20,24,32,35,42
1888,17,20,26,27,29,36
1889,17,21,22,25,27,43
1890,17,21,22,30,33,40
1891,17,23,24,26,40,45
1892,17,23,32,33,39,43
1893,17,24,27,35,40,42
1894,17,24,36,37,40,43
1895,17,25,29,35,40,43
1896,17,26,30,34,35,43
1897,17,26,31,34,36,38
1898,17,27,30,32,38,44
1899,17,30,34,35,38,45
1900,18,19,20,40,44,45
1901,18,19,24,32,42,43
1902,18,19,24,34,41,45
1903,18,19,28,30,34,35
1904,18,20,22,31,43,44
1905,18,21,25,27,33,40
1906,18,21,25,32,35,36
1907,18,21,26,35,40,45
1908,18,21,27,30,31,38
1909,18,21,27,34,35,42
1910,18,21,29,42,43,45
1911,18,21,32,34,40,43
1912,18,22,30,31,33,34
1913,18,22,30,37,40,42
1914,18,23,25,30,31,39
1915,18,23,28,34,37,38
1916,18,23,33,37,40,42
1917,18,24,28,29,34,44
1918,18,25,27,34,36,38
1919,18,25,28,29,39,45
1920,18,27,28,34,36,39
1921,18,29,32,34,40,44
1922,18,31,32,36,42,43
1923,18,33,39,42,44,45
1924,19,20,22,37,38,42
1925,19,20,23,31,33,35
1926,19,20,24,29,34,41
1927,19,21,23,34,36,39
1928,19,21,24,32,33,42
1929,19,21,27,29,32,45
