No,No1,No2,No3,No4,No5,No6
998,9,10,19,23,31,43
999,1,4,30,32,33,35
1000,10,15,19,33,38,42
1001,7,12,16,33,34,43
1002,2,8,15,18,20,33
1003,4,7,10,11,23,42
1004,12,23,24,35,39,44
1005,5,19,20,21,33,38
1006,9,16,25,26,37,38
1007,12,13,17,28,32,42
1008,7,10,14,30,31,36
1009,8,13,16,19,29,34
1010,9,25,28,33,40,45
1011,7,11,13,20,34,37
1012,12,17,18,24,33,36
1013,2,16,19,22,36,38
1014,2,13,23,24,25,30
1015,5,7,8,21,36,38
1016,6,16,20,25,27,30
1017,2,7,19,29,30,33
1018,7,16,36,38,39,45
1019,4,11,21,28,32,37
1020,11,14,30,39,40,45
1021,1,8,17,24,31,44
1022,15,16,19,29,33,35
1023,8,17,23,31,44,45
1024,1,11,21,29,33,44
1025,23,26,29,30,40,43
1026,1,6,17,19,23,33
1027,11,19,21,22,37,41
1028,15,22,29,32,38,45
1029,3,5,11,26,27,37
1030,2,11,21,28,39,44
1031,2,16,23,24,29,44
1032,2,13,22,31,32,38
1033,2,11,21,27,41,43
1034,11,15,16,18,22,45
1035,1,2,13,14,39,40
1036,1,7,16,40,42,43
1037,8,12,16,20,37,41
1038,1,7,20,23,32,41
1039,10,11,12,29,42,43
1040,10,20,22,27,36,43
1041,10,28,35,37,39,41
1042,18,23,29,32,38,39
1043,7,24,32,33,36,45
1044,13,22,32,36,38,41
1045,4,12,27,31,32,34
1046,4,5,11,24,38,42
1047,15,25,28,40,42,45
1048,1,12,21,24,39,42
1049,7,8,13,18,37,41
1050,10,21,24,25,26,37
1051,2,5,13,29,30,36
1052,2,4,6,18,25,45
1053,7,20,23,30,34,44
1054,7,16,19,22,35,39
1055,6,14,17,21,29,33
1056,6,7,15,30,31,39
1057,6,11,12,13,25,41
1058,2,8,29,39,44,45
1059,4,12,19,28,31,42
1060,11,14,26,32,33,43
1061,19,23,29,33,38,39
1062,14,17,25,37,41,44
1063,2,5,12,16,33,34
1064,6,15,27,29,31,43
1065,2,5,8,16,25,36
1066,3,10,24,32,39,42
1067,3,27,29,32,40,44
1068,15,23,29,35,39,42
1069,5,8,17,26,28,33
1070,1,2,11,20,39,45
1071,13,20,24,25,29,32
1072,6,8,22,24,25,31
1073,16,19,20,25,35,41
1074,4,17,18,23,30,36
1075,12,16,31,32,38,39
1076,1,13,28,30,31,32
1077,9,11,21,22,42,43
1078,4,7,10,20,27,32
1079,1,15,19,32,36,42
1080,6,16,18,25,30,37
1081,1,6,11,12,18,42
1082,1,23,27,28,37,41
1083,3,4,15,30,35,38
1084,12,15,20,27,40,44
1085,16,24,34,37,38,45
1086,10,12,13,26,39,45
1087,3,4,16,18,22,40
1088,3,5,15,20,31,33
1089,13,19,22,25,30,42
1090,7,14,15,32,39,41
1091,7,18,19,29,34,37
1092,9,16,36,38,40,42
1093,5,24,29,37,38,45
1094,2,13,21,36,37,38
1095,8,12,13,34,40,42
1096,3,4,25,29,34,43
1097,2,3,6,18,27,43
1098,2,4,8,30,42,43
1099,11,15,17,20,39,43
1100,1,3,8,16,36,42
1101,9,10,18,23,30,35
1102,16,23,28,37,38,45
1103,5,16,24,26,35,42
1104,6,8,11,24,31,40
1105,8,11,21,23,31,43
1106,4,13,18,21,32,35
1107,1,5,16,22,32,33
1108,1,12,24,29,41,42
1109,2,31,35,36,39,40
1110,9,12,19,22,26,31
1111,8,14,19,22,35,41
1112,10,11,12,18,37,44
1113,2,5,6,11,13,33
1114,3,11,16,17,21,45
1115,13,16,19,23,30,40
1116,1,10,18,32,39,43
1117,13,26,28,29,31,42
1118,9,10,18,21,30,35
1119,3,6,8,14,31,39
1120,3,5,8,12,16,25
1121,9,18,26,29,37,40
1122,2,6,19,30,35,43
1123,14,17,19,25,26,34
1124,2,13,17,23,32,42
1125,15,25,30,36,42,44
1126,11,13,22,36,42,44
1127,4,5,12,16,22,25
1128,1,13,16,17,32,37
1129,2,4,25,31,37,43
1130,7,15,22,26,28,30
1131,13,16,17,18,38,42
1132,2,4,7,15,27,29
1133,12,17,23,31,32,42
1134,3,5,19,23,26,30
1135,8,9,11,34,35,39
1136,9,16,17,24,30,45
1137,2,8,16,17,41,45
1138,1,5,17,20,43,44
1139,3,4,16,19,28,43
1140,5,10,13,15,39,42
1141,5,9,10,14,20,41
1142,16,20,22,24,27,29
1143,1,3,24,30,39,44
1144,3,4,7,11,12,33
1145,3,4,14,17,31,44
1146,2,6,13,22,33,44
1147,13,14,15,18,33,40
1148,5,11,12,13,15,38
1149,5,8,11,27,40,41
1150,2,9,10,12,14,22
1151,1,5,6,10,24,28
1152,23,25,33,34,44,45
1153,1,5,26,32,36,40
1154,6,8,17,26,30,31
1155,14,19,26,28,42,44
1156,16,23,28,30,36,39
1157,22,25,33,39,41,45
1158,1,3,13,38,41,45
1159,9,18,28,30,32,35
1160,5,6,7,20,42,43
1161,9,11,20,22,24,45
1162,14,29,30,33,35,43
1163,15,26,34,39,40,43
1164,5,8,13,32,35,40
1165,12,19,28,37,38,41
1166,3,8,13,28,29,32
1167,4,8,20,21,33,43
1168,7,15,17,28,29,33
1169,1,19,21,26,33,44
1170,9,13,28,36,38,41
1171,1,8,10,18,22,30
1172,3,4,6,21,43,44
1173,2,22,28,33,41,44
1174,5,6,12,15,34,35
1175,16,19,20,23,34,39
1176,3,13,17,23,29,30
1177,1,14,17,20,28,35
1178,7,14,25,27,28,29
1179,3,9,16,22,35,42
1180,2,22,27,28,29,44
1181,17,18,24,25,30,34
1182,11,23,24,34,37,43
1183,1,20,25,36,37,39
1184,2,6,18,25,44,45
1185,28,31,34,36,38,41
1186,4,8,17,18,29,37
1187,17,18,31,40,42,43
1188,1,4,33,38,39,44
1189,2,4,10,11,28,37
1190,14,22,24,32,44,45
1191,11,12,14,21,28,41
1192,7,9,32,36,38,40
1193,4,5,22,24,34,40
1194,4,19,24,29,40,41
1195,1,10,16,26,32,43
1196,8,22,23,25,34,40
1197,15,16,21,24,34,36
1198,19,26,29,37,42,44
1199,1,14,33,36,40,45
1200,3,4,17,18,19,45
1201,5,12,18,26,27,28
1202,2,10,30,40,43,44
1203,7,16,27,31,35,45
1204,8,12,15,27,28,43
1205,3,14,15,33,43,45
1206,7,8,10,13,15,40
1207,1,14,15,34,39,43
1208,1,3,6,11,23,34
1209,8,11,25,28,41,44
1210,6,7,10,26,41,43
1211,1,7,18,30,35,40
1212,1,8,9,20,37,41
1213,2,16,18,19,24,37
1214,6,12,20,30,39,40
1215,2,3,15,18,38,41
1216,1,4,9,16,20,21
1217,14,17,24,30,32,41
1218,3,7,9,11,22,42
1219,3,8,18,29,37,39
1220,10,13,19,21,36,42
1221,6,19,22,26,38,43
1222,15,23,28,32,39,45
1223,9,17,20,23,28,38
1224,8,10,14,24,37,44
1225,14,15,17,29,30,33
1226,6,9,13,20,29,37
1227,14,15,23,41,43,44
1228,8,10,22,24,35,44
1229,3,5,9,30,34,44
1230,2,13,31,33,37,41
1231,17,18,25,36,38,40
1232,4,7,13,17,28,40
1233,20,27,37,39,40,42
1234,4,5,8,13,16,28
1235,14,17,23,30,33,39
1236,9,10,13,30,40,45
1237,6,19,21,24,30,36
1238,5,14,15,18,29,33
1239,3,6,12,19,21,40
1240,4,15,21,27,37,44
1241,2,8,17,32,34,36
1242,4,23,25,28,34,38
1243,7,11,19,29,38,45
1244,3,11,14,26,42,44
1245,9,16,28,35,38,39
1246,5,10,13,22,23,31
1247,8,11,19,24,29,34
1248,5,19,20,30,35,40
1249,1,3,4,21,22,37
1250,6,15,21,32,34,35
1251,3,11,13,15,20,24
1252,19,20,27,32,38,44
1253,6,8,12,21,35,42
1254,11,25,28,36,37,40
1255,1,11,14,38,44,45
1256,1,12,28,34,40,42
1257,14,17,20,24,42,43
1258,9,15,19,24,26,41
1259,2,5,6,10,34,45
1260,4,5,8,11,37,44
1261,13,32,35,38,41,42
1262,3,4,13,21,40,42
1263,6,13,18,26,30,39
1264,4,5,13,17,21,26
1265,13,14,16,23,38,42
1266,3,4,12,21,35,41
1267,1,2,3,13,32,40
1268,1,26,27,31,33,40
1269,6,9,24,25,28,29
1270,2,3,4,17,28,36
1271,6,11,12,21,22,40
1272,7,9,12,14,24,35
1273,1,8,26,36,40,43
1274,13,14,15,25,39,45
1275,1,18,23,35,41,42
1276,3,8,14,27,30,35
1277,10,27,29,34,36,43
1278,2,5,14,26,35,39
1279,2,4,9,11,37,43
1280,1,8,10,33,41,44
1281,6,15,17,28,31,41
1282,4,13,18,24,32,34
1283,9,20,21,27,40,41
1284,2,5,16,25,31,32
1285,14,20,28,31,35,36
1286,8,17,20,27,28,42
1287,1,3,13,17,29,42
1288,2,4,11,20,31,35
1289,3,13,19,21,34,41
1290,5,23,24,30,35,39
1291,21,27,30,33,36,39
1292,1,12,20,22,33,38
1293,3,5,10,26,31,40
1294,11,14,22,26,38,44
1295,11,18,19,37,44,45
1296,1,4,11,13,16,20
1297,7,11,13,16,19,37
1298,7,13,26,29,30,42
1299,1,2,6,39,40,42
1300,8,13,19,23,31,40
1301,11,15,21,28,38,44
1302,4,6,8,15,43,45
1303,3,5,13,29,36,37
1304,5,7,12,17,31,44
1305,6,9,18,20,33,40
1306,1,3,28,36,43,45
1307,5,24,25,27,34,39
1308,1,7,16,20,21,26
1309,3,10,13,17,29,43
1310,12,15,19,22,37,40
1311,5,8,11,16,20,23
1312,3,14,20,25,26,33
1313,1,6,19,26,31,34
1314,21,22,25,30,33,43
1315,6,7,14,19,20,22
1316,10,13,20,28,35,40
1317,6,10,14,20,23,31
1318,7,10,26,28,34,37
1319,11,15,16,35,40,41
1320,4,9,18,22,30,31
1321,1,4,10,24,28,44
1322,12,13,18,32,34,40
1323,5,8,33,39,40,44
1324,2,16,20,30,31,40
1325,6,15,17,36,40,42
1326,15,17,23,25,28,29
1327,4,7,13,24,33,38
1328,20,25,32,36,40,42
1329,15,24,27,28,36,37
1330,7,15,17,28,30,33
1331,4,9,14,16,17,25
1332,7,17,18,30,37,42
1333,9,12,32,36,40,45
1334,7,14,28,35,40,42
1335,2,10,18,30,41,45
1336,6,13,22,24,31,39
1337,7,15,18,21,25,40
1338,2,5,17,34,35,41
1339,5,32,34,37,41,44
1340,11,14,17,20,23,31
1341,3,10,11,12,39,42
1342,12,13,18,28,30,42
1343,4,6,29,33,39,42
1344,15,17,31,32,41,42
1345,8,24,30,39,40,43
1346,9,15,16,17,22,29
1347,1,17,22,25,33,34
1348,19,20,21,39,41,45
1349,4,16,19,30,31,36
1350,6,8,9,25,28,34
1351,7,21,22,36,42,43
1352,17,22,26,30,40,41
1353,5,8,16,29,31,32
1354,2,14,25,35,43,44
1355,4,10,22,24,26,45
1356,4,7,11,12,41,43
1357,2,11,15,22,31,34
1358,8,23,26,30,41,43
1359,1,3,10,19,31,43
1360,2,9,20,26,28,40
1361,2,9,10,11,13,27
1362,3,7,8,15,25,37
1363,5,19,23,30,33,36
1364,8,11,19,20,32,33
1365,18,26,27,29,34,35
1366,6,7,10,14,25,27
1367,5,16,27,31,38,39
1368,2,4,10,13,21,31
1369,4,8,20,22,24,37
1370,10,11,27,34,35,36
1371,6,12,27,34,37,43
1372,2,4,10,12,20,39
1373,2,10,12,19,37,38
1374,6,12,19,25,38,43
1375,5,9,13,28,40,42
1376,17,18,35,38,40,45
1377,5,6,10,13,38,45
1378,19,20,21,27,32,42
1379,14,18,33,36,39,41
1380,4,8,15,19,36,38
1381,3,8,16,34,43,44
1382,5,6,7,26,36,43
1383,9,17,20,29,35,39
1384,5,15,22,28,35,42
1385,6,8,18,23,38,42
1386,10,19,20,31,41,42
1387,5,6,16,19,29,45
1388,4,6,10,26,35,43
1389,4,18,29,35,42,44
1390,5,8,24,27,31,39
1391,6,18,20,23,34,45
1392,11,23,28,30,35,44
1393,4,21,22,25,26,30
1394,8,15,16,39,41,42
1395,12,26,27,37,41,43
1396,1,9,16,24,44,45
1397,7,16,21,24,27,41
1398,7,18,28,39,41,45
1399,19,27,32,36,38,40
1400,10,28,32,34,42,43
1401,4,7,31,36,38,45
1402,6,10,11,13,33,42
1403,21,25,34,35,40,42
1404,5,10,28,31,42,43
1405,17,20,23,30,34,39
1406,6,7,13,15,20,22
1407,1,5,8,29,37,40
1408,4,16,26,27,37,41
1409,22,24,29,30,36,45
1410,1,2,6,7,38,39
1411,19,23,28,37,39,42
1412,5,17,27,30,31,33
1413,12,16,19,27,33,44
1414,5,8,18,24,26,41
1415,5,9,12,23,33,39
1416,12,16,28,31,37,39
1417,14,36,40,43,44,45
1418,2,5,11,16,18,36
1419,11,14,17,33,34,42
1420,4,9,12,28,37,44
1421,2,12,15,27,28,29
1422,2,15,19,25,39,41
1423,9,12,13,16,25,29
1424,9,21,24,25,27,33
1425,7,19,21,28,41,45
1426,11,14,21,23,24,32
1427,4,19,23,28,36,45
1428,2,4,16,22,29,38
1429,5,7,14,15,32,40
1430,2,7,8,13,26,29
1431,8,9,19,22,25,37
1432,2,5,13,19,37,40
1433,2,13,22,24,29,41
1434,5,10,16,21,31,32
1435,1,3,14,23,27,33
1436,1,12,17,26,28,31
1437,7,15,19,28,33,41
1438,2,13,15,29,36,37
1439,13,19,22,28,33,39
1440,9,13,19,21,22,27
1441,3,30,32,37,38,44
1442,9,10,12,18,37,41
1443,4,14,20,34,41,42
1444,11,17,26,29,36,44
1445,4,11,13,26,41,43
1446,1,9,26,39,41,45
1447,16,23,24,35,39,42
1448,8,10,16,23,35,44
1449,11,22,30,35,36,38
1450,16,22,26,30,41,44
1451,8,15,24,32,38,40
1452,8,10,18,28,37,39
1453,3,11,18,22,39,43
1454,1,6,7,10,12,16
1455,3,15,22,27,39,42
1456,2,12,15,22,24,37
1457,3,14,15,19,24,42
1458,5,12,17,30,41,42
1459,26,29,35,38,40,42
1460,21,32,34,36,38,44
1461,8,13,19,21,28,40
1462,4,16,17,23,25,40
1463,2,5,12,15,26,43
1464,9,11,12,14,30,31
1465,4,15,23,28,32,37
1466,12,14,26,37,38,42
1467,1,6,8,19,31,45
1468,3,4,17,21,35,40
1469,8,23,28,31,38,43
1470,10,22,26,33,38,45
1471,9,10,17,26,30,44
1472,12,13,37,38,43,44
1473,23,25,27,29,42,45
1474,16,18,22,29,37,45
1475,5,12,17,23,27,29
1476,7,10,18,26,29,45
1477,6,11,16,27,30,40
1478,7,10,21,27,31,33
1479,14,15,18,21,27,39
1480,6,18,22,24,28,41
1481,7,12,13,27,43,45
1482,3,8,9,23,26,41
1483,3,5,31,35,40,43
1484,22,27,38,40,41,44
1485,1,2,23,39,42,44
1486,17,21,25,31,34,37
1487,5,16,29,30,32,33
1488,8,12,21,30,36,38
1489,10,14,26,33,38,41
1490,8,20,24,37,40,44
1491,3,12,19,24,33,42
1492,4,12,22,30,39,43
1493,5,9,20,26,31,40
1494,13,20,28,29,34,36
1495,2,7,12,23,24,32
1496,16,17,23,26,35,44
1497,7,12,20,32,36,43
1498,1,8,15,21,24,33
1499,3,12,29,33,42,43
1500,4,9,27,37,40,41
1501,3,9,13,16,29,45
1502,7,20,24,30,34,38
1503,1,2,3,7,36,40
1504,1,10,15,26,27,29
1505,4,10,19,22,23,42
1506,6,9,21,33,36,42
1507,3,8,15,35,39,41
1508,11,18,21,28,33,41
1509,10,13,15,29,30,37
1510,10,20,35,37,44,45
1511,2,5,9,16,21,45
1512,8,20,33,35,37,40
1513,2,4,6,15,30,35
1514,8,15,21,23,41,43
1515,3,8,12,32,35,41
1516,3,12,29,30,37,41
1517,1,9,11,17,20,21
1518,1,11,16,37,43,44
1519,4,5,10,20,28,32
1520,16,23,25,34,35,44
1521,13,21,22,25,27,29
1522,5,12,14,27,30,39
1523,2,5,15,30,32,43
1524,17,26,28,29,31,40
1525,2,12,32,35,37,43
1526,4,6,12,21,22,43
1527,6,8,20,26,33,39
1528,12,15,30,32,38,42
1529,5,10,21,31,35,44
1530,8,9,22,27,31,44
1531,2,4,9,17,22,32
1532,1,7,8,21,23,26
1533,2,8,20,40,41,45
1534,3,15,27,39,40,41
1535,1,21,25,35,37,38
1536,6,24,25,27,38,43
1537,4,19,32,33,39,42
1538,4,5,10,21,39,45
1539,17,21,23,34,35,40
1540,1,2,12,14,27,28
1541,2,11,13,29,31,43
1542,7,8,11,17,42,45
1543,1,15,22,23,43,45
1544,3,4,12,20,30,41
1545,6,15,22,25,42,45
1546,7,9,13,33,41,42
1547,1,6,24,25,39,42
1548,3,11,13,23,27,42
1549,7,8,13,20,28,32
1550,8,9,26,31,33,42
1551,2,7,21,24,41,44
1552,6,10,34,35,40,43
1553,1,9,34,37,41,42
1554,1,11,23,34,36,43
1555,2,21,28,40,41,42
1556,14,22,23,26,30,39
1557,6,7,10,13,14,25
1558,1,7,18,22,28,33
1559,4,13,29,30,35,43
1560,3,15,20,23,33,45
1561,8,12,17,18,38,45
1562,4,7,22,24,25,44
1563,4,8,12,28,41,44
1564,6,12,25,28,35,37
1565,1,3,4,5,8,23
1566,14,21,26,29,35,39
1567,1,4,13,26,28,39
1568,1,3,10,13,35,42
1569,6,18,22,32,41,43
1570,2,15,27,33,35,43
1571,2,3,5,19,30,37
1572,2,5,6,25,31,42
1573,9,11,15,22,25,43
1574,11,17,20,24,40,44
1575,2,14,27,34,42,45
1576,6,21,22,24,37,44
1577,4,6,12,18,39,44
1578,6,18,20,32,37,40
1579,3,11,24,32,38,45
1580,1,2,18,21,24,44
1581,11,31,35,42,44,45
1582,13,14,22,30,34,37
1583,8,10,17,23,24,28
1584,12,16,17,29,44,45
1585,15,23,24,27,32,37
1586,2,24,33,37,38,39
1587,10,12,14,25,30,36
1588,1,3,18,29,40,43
1589,12,13,28,29,36,41
1590,4,15,17,20,28,41
1591,8,13,20,27,30,38
1592,6,11,24,28,33,36
1593,2,5,12,15,22,39
1594,2,10,15,17,32,40
1595,2,3,20,32,38,39
1596,4,9,23,24,25,36
1597,5,9,11,27,30,44
1598,2,14,15,22,27,28
1599,2,22,24,27,32,45
1600,10,18,19,23,37,42
1601,5,11,30,31,32,39
1602,5,11,24,28,31,39
1603,2,5,13,19,20,28
1604,1,2,6,23,29,39
1605,13,21,27,31,32,41
1606,5,14,16,18,27,36
1607,2,5,15,19,39,40
1608,2,14,17,27,31,38
1609,21,23,30,34,41,43
1610,18,21,23,24,29,42
1611,1,12,26,27,35,42
1612,7,23,28,32,34,40
1613,6,11,14,19,23,28
1614,10,15,19,25,26,43
1615,6,19,22,26,30,43
1616,6,8,38,41,43,44
1617,21,22,28,36,37,39
1618,1,4,8,9,24,43
1619,1,4,14,16,28,30
1620,1,14,15,32,33,37
1621,12,20,23,29,38,40
1622,3,18,19,30,32,45
1623,5,8,32,36,37,41
1624,5,8,16,22,36,38
1625,3,16,27,32,41,45
1626,8,13,17,25,32,45
1627,10,30,31,32,42,43
1628,4,6,15,28,37,38
1629,4,8,12,13,14,26
1630,14,15,23,24,39,42
1631,6,8,19,26,28,30
1632,2,16,20,31,33,34
1633,1,2,13,15,18,45
1634,3,5,26,29,41,45
1635,1,4,7,15,30,37
1636,9,14,24,26,28,45
1637,9,10,25,37,38,42
1638,2,7,23,27,31,33
1639,3,4,16,17,32,43
1640,5,21,30,37,44,45
1641,5,7,11,18,35,44
1642,3,7,9,10,25,28
1643,4,15,21,26,43,45
1644,6,8,15,18,20,42
1645,8,12,15,31,37,39
1646,14,16,19,31,33,39
1647,9,12,16,31,33,39
1648,9,13,17,21,24,31
1649,2,5,7,9,34,44
1650,20,23,26,31,33,38
1651,18,22,25,36,39,42
1652,7,16,24,26,30,32
1653,6,8,31,40,42,44
1654,7,8,13,18,27,37
1655,2,3,6,10,14,19
1656,11,12,19,21,30,41
1657,10,13,19,22,36,42
1658,3,5,14,18,21,41
1659,4,6,21,25,35,45
1660,17,23,24,34,40,43
1661,4,19,27,34,37,42
1662,4,15,16,18,25,44
1663,7,16,17,37,43,44
1664,19,22,25,28,44,45
1665,6,19,24,33,36,45
1666,5,19,20,23,25,27
1667,2,9,11,24,26,28
1668,8,16,20,23,28,33
1669,6,9,11,35,37,39
1670,7,14,15,31,36,38
1671,4,5,22,29,40,42
1672,1,7,15,31,32,40
1673,4,11,26,29,34,44
1674,12,13,23,26,39,43
1675,1,18,21,25,36,42
1676,8,13,14,17,38,42
1677,16,18,31,35,37,38
1678,19,22,25,30,37,41
1679,4,10,15,24,33,41
1680,14,24,25,38,39,40
1681,13,16,20,24,29,36
1682,10,14,16,30,36,45
1683,3,11,13,22,29,38
1684,9,13,19,23,28,37
1685,7,10,30,35,42,44
1686,3,8,17,23,41,44
1687,3,8,13,25,32,36
1688,6,13,25,37,40,44
1689,2,5,13,16,26,42
1690,1,17,19,20,30,42
1691,9,15,23,38,40,41
1692,6,18,19,30,34,35
1693,2,15,25,31,38,43
1694,11,17,26,28,29,45
1695,13,15,25,34,36,43
1696,5,7,10,31,37,39
1697,1,2,6,28,29,38
1698,6,7,13,15,25,31
1699,6,11,20,25,36,38
1700,10,11,19,24,33,38
1701,6,23,26,32,40,45
1702,5,19,30,34,43,44
1703,1,10,14,26,41,44
1704,8,13,22,25,33,39
1705,7,11,21,23,32,44
1706,5,17,24,33,36,37
1707,5,14,38,43,44,45
1708,10,14,19,21,34,41
1709,7,11,12,33,36,41
1710,4,11,14,27,36,43
1711,5,23,33,35,36,44
1712,9,15,22,34,41,43
1713,6,7,14,21,35,40
1714,5,16,24,25,31,40
1715,10,11,24,31,36,43
1716,4,12,20,32,37,43
1717,9,10,19,25,31,40
1718,8,36,37,38,40,44
1719,23,25,26,31,35,39
1720,1,2,4,5,30,35
1721,1,15,22,30,39,45
1722,15,18,19,32,34,44
1723,2,4,5,37,39,42
1724,7,14,16,20,30,37
1725,7,13,14,15,28,40
1726,15,16,19,37,38,41
1727,2,12,18,23,24,31
1728,7,11,18,25,33,38
1729,4,23,29,31,37,43
1730,4,12,18,19,24,40
1731,1,9,12,28,31,34
1732,1,8,10,19,30,38
1733,3,4,14,30,40,44
1734,4,5,9,11,12,30
1735,12,22,23,38,39,41
1736,8,12,23,24,26,37
1737,13,19,22,36,39,40
1738,13,16,17,29,32,34
1739,9,11,25,34,37,41
1740,7,9,15,22,31,43
1741,18,19,21,24,33,39
1742,4,13,17,29,40,44
1743,1,10,12,13,38,42
1744,4,7,15,25,30,42
1745,4,13,14,21,36,44
1746,6,7,25,28,30,35
1747,11,15,26,29,33,40
1748,1,6,12,19,23,25
1749,15,18,35,36,38,45
1750,10,19,23,26,33,41
1751,5,14,16,30,34,41
1752,17,22,31,37,40,45
1753,1,25,31,32,39,42
1754,12,23,38,39,40,45
1755,11,20,26,30,36,38
1756,4,10,31,36,37,40
1757,15,19,29,36,42,44
1758,1,3,10,15,23,26
1759,11,17,29,32,34,35
1760,4,16,17,21,33,42
1761,3,8,16,19,21,35
1762,4,5,7,20,24,29
1763,1,18,21,26,31,41
1764,4,9,23,27,31,33
1765,2,3,20,31,34,42
1766,2,13,20,26,34,41
1767,4,6,22,31,32,44
1768,1,2,7,8,31,34
1769,2,14,21,28,29,30
1770,6,14,25,31,32,35
1771,10,26,31,36,38,39
1772,12,19,26,29,30,37
1773,9,12,14,17,33,42
1774,11,12,16,30,39,42
1775,12,25,27,35,42,43
1776,1,19,20,28,37,41
1777,5,10,12,16,43,44
1778,3,11,13,17,25,26
1779,1,5,18,19,20,29
1780,11,13,27,31,34,40
1781,6,21,25,30,37,43
1782,11,15,26,35,40,41
1783,13,14,19,27,44,45
1784,4,17,28,37,42,43
1785,1,13,17,21,24,44
1786,9,11,12,20,31,36
1787,3,5,13,15,19,44
1788,6,8,32,33,37,44
1789,23,27,30,31,36,41
1790,1,7,9,15,16,39
1791,1,5,20,25,27,38
1792,4,17,19,20,39,44
1793,15,17,18,20,22,25
1794,12,18,23,28,31,45
1795,3,6,25,42,43,45
1796,2,11,13,18,22,35
1797,2,13,16,31,32,37
1798,6,7,13,26,41,44
1799,6,14,24,29,37,38
1800,16,23,25,33,36,40
1801,8,16,18,23,41,42
1802,8,12,25,28,31,34
1803,8,15,18,19,37,44
1804,8,21,22,32,33,36
1805,5,10,22,28,29,37
1806,19,21,28,38,39,45
1807,15,16,32,33,35,43
1808,8,14,18,23,38,45
1809,6,14,26,33,36,45
1810,1,3,12,15,16,31
1811,22,26,30,32,41,44
1812,8,9,17,25,42,44
1813,1,2,9,10,15,18
1814,11,20,23,26,31,45
1815,17,21,23,33,41,42
1816,1,7,23,25,38,44
1817,11,20,21,39,42,43
1818,2,3,22,27,29,34
1819,1,9,10,15,32,38
1820,7,14,18,22,29,38
1821,7,16,22,31,34,44
1822,9,11,16,23,24,27
1823,8,13,15,19,41,42
1824,6,13,18,27,29,31
1825,12,13,15,24,30,37
1826,11,16,26,27,37,39
1827,11,16,28,35,39,44
1828,6,15,24,34,39,45
1829,4,7,16,39,41,42
1830,3,4,9,20,29,31
1831,5,10,18,19,20,29
1832,1,6,13,18,21,23
1833,8,15,22,28,36,38
1834,1,2,5,23,30,39
1835,1,13,21,25,34,39
1836,1,16,18,19,27,42
1837,3,10,14,41,42,43
1838,3,13,23,27,28,37
1839,16,18,19,21,23,25
1840,7,15,21,22,41,42
1841,7,22,24,35,36,38
1842,17,22,28,39,42,44
1843,4,8,23,24,28,32
1844,7,16,21,27,39,40
1845,12,16,21,23,25,44
1846,6,22,29,38,39,40
1847,1,2,4,19,20,43
1848,4,11,23,29,30,43
1849,3,19,27,34,37,40
1850,14,20,25,30,41,42
1851,12,19,28,29,32,40
1852,3,10,14,20,26,34
1853,2,9,21,23,25,31
1854,3,5,12,21,35,45
1855,1,5,8,24,32,44
1856,4,7,10,11,14,34
1857,4,10,33,40,41,45
1858,7,9,16,22,25,43
1859,5,13,19,22,28,44
1860,17,24,25,32,37,38
1861,8,13,17,19,21,40
1862,5,10,20,29,30,40
1863,1,6,19,21,30,38
1864,1,16,21,22,26,31
1865,6,13,14,18,21,32
1866,2,3,14,22,23,25
1867,1,8,12,17,21,26
1868,12,31,32,36,43,45
1869,2,11,16,29,31,35
1870,2,4,6,24,32,37
1871,17,19,24,25,30,36
1872,5,31,32,34,35,41
1873,16,23,26,29,36,39
1874,1,7,16,20,27,31
1875,3,23,29,36,42,43
1876,5,26,34,36,42,45
1877,2,12,18,30,39,43
1878,8,10,29,31,39,45
1879,7,10,17,25,38,41
1880,9,18,23,24,30,35
1881,3,5,8,10,16,27
1882,6,7,19,20,21,31
1883,2,19,21,27,44,45
1884,3,5,14,29,30,44
1885,1,15,22,27,41,43
1886,3,4,9,10,32,37
1887,2,31,32,35,40,42
1888,4,7,16,25,31,44
1889,8,9,15,18,39,40
1890,6,14,24,28,35,45
1891,3,18,19,22,27,31
1892,5,9,18,26,27,44
1893,10,16,19,30,41,44
1894,12,17,29,32,33,39
1895,10,16,23,32,33,40
1896,14,20,21,29,40,42
1897,7,22,24,38,40,41
1898,2,3,25,26,34,44
1899,9,18,23,24,32,38
1900,2,7,18,25,26,36
1901,11,22,30,33,34,35
1902,14,25,27,31,36,43
1903,18,22,23,29,38,42
1904,1,3,10,21,29,34
1905,6,8,9,11,25,44
1906,5,6,21,26,34,45
1907,4,5,15,18,19,24
1908,8,12,19,33,38,44
1909,17,19,21,22,26,28
1910,11,14,17,26,28,45
1911,2,13,14,19,33,42
1912,13,15,27,30,35,44
1913,1,15,21,22,35,36
1914,2,5,7,14,30,40
1915,4,8,25,27,33,38
1916,6,12,17,22,29,32
1917,4,16,20,27,33,43
1918,7,11,13,14,35,42
1919,9,27,35,36,38,45
1920,7,13,20,21,23,30
1921,5,9,27,29,32,41
1922,1,34,38,40,41,43
1923,5,11,14,22,38,39
1924,2,6,24,26,39,43
1925,2,11,12,31,32,36
1926,3,7,11,21,24,27
1927,1,11,19,27,32,41
1928,7,10,18,20,40,45
1929,7,12,14,36,37,45
