No,No1,No2,No3,No4,No5,No6
998,5,10,15,22,23,40
999,5,10,15,25,28,39
1000,5,10,21,23,26,39
1001,5,10,33,34,37,40
1002,5,11,12,21,26,39
1003,5,11,13,16,31,43
1004,5,11,14,16,18,34
1005,5,11,15,21,27,44
1006,5,11,15,23,24,42
1007,5,11,16,19,39,43
1008,5,11,17,20,28,44
1009,5,11,19,20,26,36
1010,5,11,22,24,30,32
1011,5,11,22,27,34,43
1012,5,11,22,31,39,44
1013,5,11,24,28,32,40
1014,5,12,14,22,34,43
1015,5,12,15,25,33,43
1016,5,12,15,26,36,43
1017,5,12,16,35,42,43
1018,5,12,17,21,31,32
1019,5,12,20,29,36,41
1020,5,12,25,35,40,43
1021,5,12,26,38,42,45
1022,5,13,14,17,32,37
1023,5,13,15,19,28,34
1024,5,13,15,30,32,44
1025,5,13,16,34,37,40
1026,5,13,18,25,33,37
1027,5,13,19,21,22,40
1028,5,13,20,25,32,45
1029,5,13,21,22,23,30
1030,5,13,21,24,27,36
1031,5,13,22,25,34,45
1032,5,13,22,26,28,37
1033,5,13,24,28,41,42
1034,5,13,25,32,40,42
1035,5,14,15,18,20,34
1036,5,14,15,23,34,45
1037,5,14,16,20,40,41
1038,5,14,16,31,41,43
1039,5,14,17,19,22,34
1040,5,14,17,27,36,40
1041,5,14,19,27,40,43
1042,5,14,20,26,33,39
1043,5,14,22,30,40,42
1044,5,14,23,33,36,39
1045,5,14,29,35,40,45
1046,5,14,35,38,44,45
1047,5,15,16,24,33,35
1048,5,15,16,24,41,43
1049,5,15,18,19,28,38
1050,5,15,18,26,40,45
1051,5,15,24,30,32,45
1052,5,15,26,37,38,43
1053,5,15,32,33,35,43
1054,5,16,18,35,40,43
1055,5,16,19,24,35,39
1056,5,16,23,30,32,41
1057,5,16,26,30,36,43
1058,5,16,29,32,42,44
1059,5,16,34,35,37,39
1060,5,17,18,21,26,34
1061,5,17,22,23,27,37
1062,5,17,23,24,34,43
1063,5,18,20,21,33,36
1064,5,18,20,31,38,40
1065,5,18,23,28,31,32
1066,5,18,24,25,39,41
1067,5,18,27,28,29,33
1068,5,19,23,25,26,44
1069,5,19,24,28,38,45
1070,5,20,21,28,34,36
1071,5,20,22,26,31,37
1072,5,20,28,29,32,43
1073,5,20,32,33,36,41
1074,5,22,28,32,35,45
1075,5,24,27,34,39,40
1076,5,26,27,30,41,43
1077,5,26,30,32,38,42
1078,5,27,29,32,37,38
1079,5,30,31,34,35,42
1080,5,31,32,36,39,45
1081,5,31,33,34,36,42
1082,6,7,8,10,20,42
1083,6,7,8,14,24,37
1084,6,7,9,12,20,44
1085,6,7,10,12,20,31
1086,6,7,10,16,18,29
1087,6,7,10,24,25,30
1088,6,7,11,20,41,43
1089,6,7,12,25,26,27
1090,6,7,13,15,27,41
1091,6,7,15,20,38,43
1092,6,7,16,17,33,38
1093,6,7,16,19,39,43
1094,6,7,18,26,32,33
1095,6,7,19,20,30,36
1096,6,7,21,29,33,45
1097,6,7,22,33,39,44
1098,6,7,27,28,34,36
1099,6,7,29,30,40,42
1100,6,8,11,18,19,28
1101,6,8,12,17,33,43
1102,6,8,13,24,35,41
1103,6,8,13,31,39,40
1104,6,8,16,18,21,44
1105,6,8,16,19,29,39
1106,6,8,17,22,32,33
1107,6,8,17,23,24,45
1108,6,8,22,25,41,45
1109,6,8,23,32,33,43
1110,6,8,25,26,43,45
1111,6,8,27,29,38,39
1112,6,8,29,32,33,37
1113,6,8,36,41,44,45
1114,6,9,11,21,26,38
1115,6,9,11,25,31,43
1116,6,9,12,15,32,35
1117,6,9,13,26,27,39
1118,6,9,14,18,26,28
1119,6,9,15,19,23,45
1120,6,9,15,24,38,40
1121,6,9,15,26,30,32
1122,6,9,16,24,30,44
1123,6,9,17,27,30,36
1124,6,9,18,23,30,40
1125,6,9,23,32,36,43
1126,6,9,25,28,36,38
1127,6,10,11,15,27,44
1128,6,10,12,14,22,23
1129,6,10,13,15,37,39
1130,6,10,14,23,27,42
1131,6,10,15,22,25,42
1132,6,10,15,23,37,45
1133,6,10,16,22,25,37
1134,6,10,20,21,23,29
1135,6,10,22,25,41,43
1136,6,10,22,29,30,35
1137,6,10,23,27,29,36
1138,6,10,28,36,39,42
1139,6,10,29,34,40,42
1140,6,10,34,40,41,44
1141,6,11,12,16,20,33
1142,6,11,14,29,30,37
1143,6,11,17,18,24,37
1144,6,11,18,21,22,45
1145,6,11,20,22,25,27
1146,6,11,20,23,27,41
1147,6,11,26,29,35,45
1148,6,11,27,32,34,36
1149,6,12,13,17,28,36
1150,6,12,13,20,29,40
1151,6,12,14,27,28,40
1152,6,12,15,23,39,43
1153,6,12,15,33,38,44
1154,6,12,18,19,26,33
1155,6,12,18,23,30,42
1156,6,12,23,25,33,44
1157,6,12,23,30,38,40
1158,6,12,24,25,26,43
1159,6,12,33,37,42,44
1160,6,13,14,17,18,32
1161,6,13,15,24,41,44
1162,6,13,19,22,23,28
1163,6,13,20,29,35,40
1164,6,13,23,24,39,41
1165,6,13,23,24,43,45
1166,6,14,15,24,37,39
1167,6,14,15,25,31,34
1168,6,14,15,32,37,43
1169,6,14,17,18,20,40
1170,6,14,18,28,30,35
1171,6,14,18,31,35,38
1172,6,14,21,27,32,37
1173,6,14,22,23,41,43
1174,6,14,23,24,30,39
1175,6,15,16,20,31,41
1176,6,15,16,23,27,29
1177,6,15,17,18,28,44
1178,6,15,17,23,24,35
1179,6,15,17,30,34,38
1180,6,15,19,28,38,41
1181,6,15,19,33,36,44
1182,6,15,20,22,27,34
1183,6,15,20,26,39,44
1184,6,15,24,32,39,43
1185,6,15,24,38,40,44
1186,6,16,17,19,25,33
1187,6,16,17,21,28,41
1188,6,16,18,19,25,31
1189,6,16,18,22,36,37
1190,6,16,19,21,22,41
1191,6,16,19,31,42,44
1192,6,16,19,37,39,44
1193,6,16,25,28,31,36
1194,6,16,30,34,39,44
1195,6,17,19,27,41,42
1196,6,17,21,24,40,42
1197,6,17,31,34,35,40
1198,6,18,19,22,26,45
1199,6,19,20,21,35,36
1200,6,19,21,22,27,40
1201,6,19,21,25,29,36
1202,6,19,24,25,27,35
1203,6,19,25,27,30,39
1204,6,19,25,28,31,35
1205,6,19,31,36,39,41
1206,6,20,25,31,40,42
1207,6,20,26,32,35,43
1208,6,21,22,26,32,33
1209,6,21,25,28,32,42
1210,6,22,24,26,34,41
1211,6,22,25,32,35,37
1212,6,23,30,39,42,44
1213,6,24,25,37,38,40
1214,6,24,33,37,41,45
1215,6,25,29,32,39,44
1216,6,27,32,39,44,45
1217,7,8,9,19,22,34
1218,7,8,10,23,29,35
1219,7,8,11,13,14,45
1220,7,8,11,13,21,42
1221,7,8,14,25,32,38
1222,7,8,15,32,37,41
1223,7,8,16,17,35,38
1224,7,8,18,21,29,37
1225,7,8,21,25,31,33
1226,7,8,25,32,37,45
1227,7,9,10,11,13,20
1228,7,9,10,12,16,28
1229,7,9,10,14,26,41
1230,7,9,10,20,21,35
1231,7,9,12,27,33,39
1232,7,9,13,18,22,44
1233,7,9,13,24,35,44
1234,7,9,13,28,35,45
1235,7,9,13,29,38,42
1236,7,9,14,16,26,31
1237,7,9,14,30,36,38
1238,7,9,14,31,42,45
1239,7,9,15,38,39,44
1240,7,9,16,26,30,44
1241,7,9,17,23,40,43
1242,7,9,17,24,29,30
1243,7,9,18,21,30,34
1244,7,9,18,21,37,40
1245,7,9,18,27,29,32
1246,7,9,19,20,30,38
1247,7,9,19,21,28,36
1248,7,9,20,21,23,44
1249,7,9,20,29,31,41
1250,7,9,21,36,40,41
1251,7,9,23,28,33,45
1252,7,9,25,26,36,38
1253,7,9,33,40,41,44
1254,7,10,12,23,27,34
1255,7,10,14,25,26,37
1256,7,10,16,18,32,42
1257,7,10,18,19,25,36
1258,7,10,19,26,27,41
1259,7,10,26,29,39,40
1260,7,11,12,17,33,38
1261,7,11,13,17,24,44
1262,7,11,13,30,40,41
1263,7,11,14,19,28,35
1264,7,11,14,20,29,33
1265,7,11,14,22,23,31
1266,7,11,15,19,42,45
1267,7,11,16,25,31,35
1268,7,11,17,28,32,44
1269,7,11,17,30,34,36
1270,7,11,18,20,23,26
1271,7,11,18,21,34,36
1272,7,11,18,23,24,28
1273,7,11,32,34,35,36
1274,7,12,13,17,26,27
1275,7,12,15,19,24,37
1276,7,12,15,21,25,37
1277,7,12,15,24,33,43
1278,7,12,16,24,26,32
1279,7,12,18,25,28,38
1280,7,12,19,28,37,40
1281,7,12,20,22,33,42
1282,7,12,21,23,29,43
1283,7,12,21,28,40,42
1284,7,13,14,19,25,40
1285,7,13,15,23,25,34
1286,7,13,18,21,27,41
1287,7,13,18,21,42,43
1288,7,13,18,22,34,44
1289,7,13,19,27,36,37
1290,7,13,21,29,30,40
1291,7,13,26,31,36,39
1292,7,14,17,28,31,36
1293,7,14,18,22,31,44
1294,7,14,18,27,32,33
1295,7,14,23,29,38,44
1296,7,15,18,21,24,36
1297,7,15,20,21,35,37
1298,7,15,20,22,24,42
1299,7,15,22,25,26,34
1300,7,16,17,27,28,44
1301,7,16,18,22,23,28
1302,7,16,19,22,26,33
1303,7,16,19,26,27,40
1304,7,16,21,24,41,42
1305,7,16,22,23,32,44
1306,7,16,29,40,41,43
1307,7,17,19,20,21,44
1308,7,17,20,21,33,35
1309,7,17,20,21,33,41
1310,7,17,25,29,30,38
1311,7,18,19,23,28,44
1312,7,18,21,34,38,44
1313,7,18,22,25,38,39
1314,7,19,23,27,36,42
1315,7,19,23,38,43,45
1316,7,19,30,31,34,35
1317,7,19,32,33,39,40
1318,7,20,24,27,30,31
1319,7,20,26,30,35,36
1320,7,20,37,38,40,44
1321,7,21,29,39,42,45
1322,7,23,26,29,37,43
1323,7,24,25,30,38,39
1324,7,25,26,27,37,42
1325,7,25,27,36,39,41
1326,7,25,28,36,42,43
1327,7,27,28,29,34,43
1328,8,9,10,23,39,41
1329,8,9,11,13,14,38
1330,8,9,13,16,30,32
1331,8,9,13,18,39,42
1332,8,9,14,15,18,24
1333,8,9,14,15,37,39
1334,8,9,14,19,38,40
1335,8,9,15,19,35,43
1336,8,9,15,26,38,42
1337,8,9,16,20,21,31
1338,8,9,16,22,25,33
1339,8,9,17,18,35,43
1340,8,9,18,20,24,44
1341,8,9,18,26,29,44
1342,8,9,18,27,37,45
1343,8,9,19,30,32,42
1344,8,9,22,35,38,44
1345,8,9,24,25,28,34
1346,8,9,25,26,31,37
1347,8,9,29,38,44,45
1348,8,9,30,34,37,40
1349,8,9,32,36,40,41
1350,8,10,11,33,42,45
1351,8,10,12,15,17,40
1352,8,10,12,37,44,45
1353,8,10,13,25,38,44
1354,8,10,14,17,24,38
1355,8,10,14,21,34,42
1356,8,10,14,27,38,44
1357,8,10,15,20,23,27
1358,8,10,15,21,33,41
1359,8,10,17,19,26,43
1360,8,10,26,37,38,39
1361,8,10,28,31,34,39
1362,8,11,12,16,20,26
1363,8,11,12,17,34,36
1364,8,11,13,16,26,34
1365,8,11,14,16,29,44
1366,8,11,14,17,21,25
1367,8,11,14,18,32,35
1368,8,11,14,24,34,37
1369,8,11,15,27,29,44
1370,8,11,17,31,35,44
1371,8,11,19,26,28,40
1372,8,11,19,29,37,38
1373,8,11,19,36,42,43
1374,8,11,20,25,30,41
1375,8,11,32,40,42,44
1376,8,12,13,17,38,41
1377,8,12,13,34,36,45
1378,8,12,15,32,39,44
1379,8,12,21,25,29,30
1380,8,12,23,24,39,43
1381,8,12,24,25,34,36
1382,8,12,25,26,37,42
1383,8,12,29,37,38,41
1384,8,13,14,15,24,39
1385,8,13,14,21,37,44
1386,8,13,20,25,29,34
1387,8,13,27,28,30,37
1388,8,13,28,41,43,44
1389,8,14,16,23,32,36
1390,8,14,16,35,40,42
1391,8,14,17,18,29,34
1392,8,14,17,26,35,37
1393,8,14,19,25,29,45
1394,8,14,20,21,40,44
1395,8,14,20,25,35,40
1396,8,14,23,34,40,41
1397,8,14,27,30,39,44
1398,8,15,16,19,28,41
1399,8,15,17,21,23,26
1400,8,15,17,24,30,40
1401,8,15,17,34,41,43
1402,8,15,18,19,29,45
1403,8,15,18,23,35,38
1404,8,15,23,25,31,36
1405,8,15,24,27,29,43
1406,8,16,17,26,28,41
1407,8,16,19,25,28,45
1408,8,16,19,35,36,40
1409,8,16,20,27,38,44
1410,8,16,21,26,29,37
1411,8,16,23,24,39,40
1412,8,16,23,25,26,33
1413,8,16,28,31,33,44
1414,8,16,30,31,35,44
1415,8,16,31,35,37,40
1416,8,17,18,21,23,24
1417,8,17,22,29,30,40
1418,8,18,20,24,25,29
1419,8,18,21,28,31,44
1420,8,18,32,34,39,44
1421,8,19,21,31,34,36
1422,8,19,22,26,37,43
1423,8,19,25,26,42,45
1424,8,19,35,36,42,43
1425,8,20,29,37,41,44
1426,8,20,34,38,39,40
1427,8,21,25,26,38,41
1428,8,21,25,32,35,42
1429,8,21,27,31,33,37
1430,8,21,29,34,42,43
1431,8,22,23,26,27,38
1432,8,22,24,29,33,41
1433,8,22,24,30,40,41
1434,8,22,25,28,29,35
1435,8,23,26,27,39,44
1436,8,24,25,27,34,41
1437,8,24,26,33,37,42
1438,8,24,26,36,37,38
1439,8,24,28,30,41,43
1440,8,25,26,29,35,40
1441,8,25,27,32,35,37
1442,8,25,27,42,44,45
1443,8,25,36,37,38,42
1444,8,27,28,35,39,42
1445,8,28,33,39,44,45
1446,8,29,31,37,41,44
1447,8,29,35,37,41,43
1448,9,10,11,14,27,42
1449,9,10,11,23,34,44
1450,9,10,11,28,31,37
1451,9,10,13,28,36,43
1452,9,10,15,29,38,45
1453,9,10,17,20,25,40
1454,9,10,17,34,41,43
1455,9,10,19,23,29,44
1456,9,11,12,33,37,42
1457,9,11,14,18,32,43
1458,9,11,15,24,27,31
1459,9,11,17,20,35,45
1460,9,11,19,24,35,42
1461,9,11,19,32,36,38
1462,9,11,20,21,35,41
1463,9,11,23,30,36,41
1464,9,11,23,31,32,43
1465,9,11,24,27,28,31
1466,9,11,26,28,29,41
1467,9,11,27,33,37,44
1468,9,12,13,19,42,43
1469,9,12,21,27,32,38
1470,9,12,23,30,34,42
1471,9,12,23,34,36,42
1472,9,12,24,31,34,42
1473,9,12,27,28,34,40
1474,9,12,28,29,30,32
1475,9,13,15,16,32,43
1476,9,13,15,16,38,43
1477,9,13,15,20,34,44
1478,9,13,15,24,33,37
1479,9,13,16,23,28,31
1480,9,13,16,33,34,43
1481,9,13,18,19,23,33
1482,9,13,18,23,26,36
1483,9,13,18,36,42,44
1484,9,13,19,32,34,36
1485,9,13,20,30,39,40
1486,9,13,23,24,26,40
1487,9,13,23,27,34,41
1488,9,13,25,30,31,45
1489,9,13,26,29,33,36
1490,9,13,32,34,37,41
1491,9,14,15,19,32,35
1492,9,14,15,20,23,45
1493,9,14,15,35,36,42
1494,9,14,18,20,24,40
1495,9,14,19,29,37,44
1496,9,14,24,27,29,40
1497,9,14,25,26,31,41
1498,9,15,16,18,25,45
1499,9,15,18,26,28,35
1500,9,15,18,27,34,39
1501,9,15,23,24,36,45
1502,9,15,32,34,37,40
1503,9,16,18,20,28,38
1504,9,16,20,26,35,43
1505,9,16,32,39,41,45
1506,9,17,24,27,31,42
1507,9,17,28,29,30,36
1508,9,18,20,22,27,29
1509,9,18,21,26,28,40
1510,9,18,22,30,33,37
1511,9,18,24,29,32,41
1512,9,18,25,26,34,37
1513,9,18,25,34,35,45
1514,9,18,27,28,32,35
1515,9,18,27,37,38,39
1516,9,18,31,32,41,45
1517,9,19,20,25,27,38
1518,9,19,20,27,32,34
1519,9,19,20,28,30,35
1520,9,19,21,22,29,43
1521,9,19,21,29,38,42
1522,9,19,22,25,32,38
1523,9,19,28,29,35,39
1524,9,19,28,30,38,45
1525,9,20,22,24,32,40
1526,9,20,24,40,44,45
1527,9,20,25,26,37,45
1528,9,20,25,28,37,41
1529,9,20,25,32,36,42
1530,9,20,30,35,36,44
1531,9,21,29,30,36,42
1532,9,21,32,38,42,45
1533,9,22,26,33,36,42
1534,9,23,27,28,31,42
1535,9,23,28,29,31,40
1536,9,23,28,31,33,34
1537,9,24,26,30,31,35
1538,9,24,28,30,31,38
1539,9,27,31,33,34,44
1540,9,28,29,36,38,45
1541,9,28,38,42,43,45
1542,9,30,33,34,39,43
1543,10,11,12,22,27,29
1544,10,11,12,23,25,45
1545,10,11,12,28,32,36
1546,10,11,13,18,35,36
1547,10,11,14,16,19,39
1548,10,11,14,17,37,40
1549,10,11,15,26,30,36
1550,10,11,16,17,29,30
1551,10,11,17,33,37,38
1552,10,11,18,27,29,38
1553,10,11,20,25,31,41
1554,10,11,21,22,34,41
1555,10,11,25,31,38,40
1556,10,12,16,17,20,33
1557,10,12,16,23,31,41
1558,10,12,17,34,35,44
1559,10,12,19,23,34,35
1560,10,12,24,28,33,35
1561,10,12,26,28,37,43
1562,10,12,31,34,37,39
1563,10,13,14,26,28,44
1564,10,13,14,27,29,40
1565,10,13,15,31,32,42
1566,10,13,18,20,21,28
1567,10,13,26,31,35,38
1568,10,13,28,31,35,38
1569,10,13,29,35,36,42
1570,10,14,16,19,27,36
1571,10,14,16,29,32,37
1572,10,14,16,29,36,42
1573,10,14,16,33,34,35
1574,10,14,18,24,27,45
1575,10,14,20,21,23,25
1576,10,14,20,22,31,32
1577,10,14,21,27,41,45
1578,10,14,23,25,28,41
1579,10,14,28,34,35,38
1580,10,15,17,21,38,42
1581,10,15,17,22,35,45
1582,10,15,19,34,41,43
1583,10,15,29,31,33,35
1584,10,16,18,19,27,43
1585,10,16,18,34,39,43
1586,10,16,19,25,37,45
1587,10,16,23,24,29,42
1588,10,17,19,28,41,45
1589,10,17,19,35,36,44
1590,10,17,20,39,41,44
1591,10,17,21,31,39,41
1592,10,17,29,34,41,42
1593,10,18,20,31,41,43
1594,10,18,22,25,33,37
1595,10,18,24,25,39,45
1596,10,18,26,34,39,42
1597,10,19,20,21,31,40
1598,10,19,20,36,37,44
1599,10,19,25,28,36,45
1600,10,19,26,31,34,40
1601,10,19,26,35,42,45
1602,10,19,27,30,34,45
1603,10,19,30,38,42,45
1604,10,20,21,27,36,45
1605,10,20,21,32,37,40
1606,10,20,22,23,25,37
1607,10,21,23,28,29,36
1608,10,21,29,33,34,42
1609,10,22,25,28,40,44
1610,10,22,31,34,38,39
1611,10,23,25,39,40,44
1612,10,24,28,29,32,37
1613,10,24,30,37,38,39
1614,10,25,32,33,34,44
1615,10,30,31,32,36,44
1616,10,30,31,33,39,41
1617,10,32,34,35,42,45
1618,11,12,13,15,17,24
1619,11,12,13,29,35,45
1620,11,12,15,22,26,28
1621,11,12,17,21,28,31
1622,11,12,20,29,31,35
1623,11,12,21,28,31,36
1624,11,12,24,36,42,45
1625,11,12,27,38,44,45
1626,11,13,14,16,31,35
1627,11,13,14,30,35,40
1628,11,13,15,19,41,42
1629,11,13,16,28,37,42
1630,11,13,17,25,35,44
1631,11,13,21,22,29,34
1632,11,13,21,29,30,37
1633,11,13,24,30,36,41
1634,11,13,26,27,29,38
1635,11,14,18,23,38,45
1636,11,14,18,34,36,43
1637,11,14,21,25,39,43
1638,11,14,22,24,31,41
1639,11,15,16,23,27,31
1640,11,15,16,27,31,41
1641,11,15,19,21,38,41
1642,11,15,21,31,42,45
1643,11,16,20,24,33,35
1644,11,16,21,23,39,42
1645,11,16,21,24,34,39
1646,11,16,23,28,31,35
1647,11,18,20,22,29,35
1648,11,18,26,32,33,43
1649,11,18,27,31,32,40
1650,11,18,28,30,32,37
1651,11,18,29,35,39,43
1652,11,18,34,35,40,43
1653,11,19,22,25,39,42
1654,11,19,25,34,39,42
1655,11,19,31,32,33,42
1656,11,19,34,41,43,45
1657,11,20,21,33,34,36
1658,11,20,22,36,40,42
1659,11,20,26,32,37,43
1660,11,22,23,30,39,41
1661,11,22,25,27,33,36
1662,11,23,28,41,42,43
1663,11,24,25,26,34,45
1664,11,24,38,41,42,45
1665,11,25,26,28,30,31
1666,11,25,29,32,38,44
1667,11,27,29,31,42,44
1668,11,27,32,40,42,43
1669,11,30,36,37,38,41
1670,11,30,37,38,41,42
1671,11,31,33,36,43,45
1672,12,13,14,27,33,45
1673,12,13,15,17,28,34
1674,12,13,15,17,29,38
1675,12,13,16,27,32,38
1676,12,13,25,30,42,45
1677,12,13,27,29,35,44
1678,12,14,16,21,31,44
1679,12,14,16,21,36,39
1680,12,14,18,20,25,40
1681,12,14,21,41,42,44
1682,12,14,24,29,35,37
1683,12,14,25,29,32,35
1684,12,15,17,25,34,38
1685,12,15,21,31,35,44
1686,12,15,22,23,27,31
1687,12,15,27,34,35,36
1688,12,15,28,31,43,44
1689,12,15,28,35,43,44
1690,12,16,18,31,32,35
1691,12,16,19,24,30,40
1692,12,16,37,38,43,44
1693,12,17,26,31,33,43
1694,12,18,21,23,26,42
1695,12,18,23,24,35,37
1696,12,18,25,26,29,44
1697,12,18,37,41,42,45
1698,12,19,23,31,35,36
1699,12,19,23,33,34,43
1700,12,19,30,36,38,42
1701,12,20,21,24,25,29
1702,12,20,21,26,35,36
1703,12,20,22,29,35,40
1704,12,20,22,31,35,40
1705,12,20,31,33,41,42
1706,12,21,22,37,43,44
1707,12,21,24,25,26,33
1708,12,21,28,29,30,39
1709,12,22,27,31,36,37
1710,12,25,30,31,33,44
1711,12,25,31,32,35,41
1712,12,27,32,34,36,40
1713,12,29,33,38,39,42
1714,13,14,15,17,21,44
1715,13,14,15,21,22,31
1716,13,14,16,25,37,45
1717,13,14,17,20,27,33
1718,13,14,17,24,33,43
1719,13,14,18,20,39,42
1720,13,14,18,34,40,43
1721,13,14,33,34,36,37
1722,13,15,17,33,36,38
1723,13,15,18,22,27,37
1724,13,15,20,24,40,45
1725,13,15,21,29,32,45
1726,13,15,21,30,31,33
1727,13,15,24,28,32,44
1728,13,15,28,35,37,42
1729,13,15,36,41,42,45
1730,13,16,17,30,31,41
1731,13,16,19,30,31,41
1732,13,16,21,25,26,44
1733,13,16,21,28,32,43
1734,13,16,23,28,31,38
1735,13,16,28,33,39,42
1736,13,17,19,20,31,44
1737,13,17,21,32,34,43
1738,13,17,22,23,25,35
1739,13,17,26,28,41,43
1740,13,17,39,40,42,43
1741,13,18,19,21,31,32
1742,13,18,19,31,38,39
1743,13,18,21,28,40,42
1744,13,18,22,23,25,43
1745,13,18,22,24,41,42
1746,13,18,23,26,42,43
1747,13,18,26,30,37,43
1748,13,19,20,24,26,39
1749,13,19,21,27,28,39
1750,13,20,21,27,37,39
1751,13,20,22,32,34,37
1752,13,20,24,28,34,37
1753,13,20,25,33,36,39
1754,13,21,22,24,26,41
1755,13,21,28,33,44,45
1756,13,21,37,40,43,45
1757,13,22,23,28,42,43
1758,13,22,29,31,38,42
1759,13,22,31,35,38,40
1760,13,23,24,30,33,38
1761,13,23,26,34,37,41
1762,13,23,31,43,44,45
1763,13,23,33,38,39,45
1764,13,24,25,26,28,45
1765,13,24,26,29,35,36
1766,13,26,37,42,43,44
1767,13,27,30,31,32,36
1768,13,28,29,34,40,45
1769,13,28,30,32,35,39
1770,13,28,32,36,39,41
1771,13,30,31,34,35,40
1772,14,15,16,21,30,40
1773,14,15,16,26,31,40
1774,14,15,17,20,21,35
1775,14,15,17,24,25,28
1776,14,15,19,32,37,38
1777,14,15,21,30,36,44
1778,14,15,22,33,39,42
1779,14,15,32,33,37,39
1780,14,16,19,21,28,35
1781,14,16,21,25,42,44
1782,14,16,22,28,29,39
1783,14,16,23,31,32,38
1784,14,16,28,37,38,42
1785,14,16,30,31,42,43
1786,14,16,31,35,44,45
1787,14,17,18,22,28,36
1788,14,17,19,23,25,37
1789,14,17,20,21,24,31
1790,14,17,24,35,40,45
1791,14,17,28,33,38,39
1792,14,18,19,25,40,45
1793,14,18,19,35,36,37
1794,14,18,27,30,34,43
1795,14,19,20,28,37,38
1796,14,19,28,31,35,42
1797,14,20,25,27,31,38
1798,14,20,34,40,41,42
1799,14,21,24,31,39,40
1800,14,22,24,32,37,43
1801,14,22,26,36,38,43
1802,14,22,28,32,39,45
1803,14,22,31,36,38,41
1804,14,22,32,39,40,44
1805,14,22,33,38,43,45
1806,14,23,24,29,38,40
1807,14,23,26,41,42,43
1808,14,23,27,31,44,45
1809,14,23,30,37,40,44
1810,14,24,25,34,40,41
1811,14,24,30,32,34,35
1812,14,24,36,39,40,42
1813,14,25,26,29,31,36
1814,14,25,27,33,35,42
1815,14,25,30,31,36,40
1816,14,25,30,32,34,42
1817,14,25,30,42,43,44
1818,14,27,29,31,36,45
1819,14,31,33,34,38,40
1820,14,31,34,40,42,44
1821,15,16,17,26,37,41
1822,15,16,19,22,33,36
1823,15,16,19,26,33,40
1824,15,16,25,36,39,42
1825,15,16,35,39,42,43
1826,15,17,20,22,23,43
1827,15,17,24,27,35,42
1828,15,17,27,29,32,43
1829,15,17,27,32,35,37
1830,15,18,22,23,29,39
1831,15,18,27,31,36,42
1832,15,18,27,32,34,39
1833,15,19,20,23,33,35
1834,15,19,21,22,40,41
1835,15,19,23,24,30,31
1836,15,19,25,26,31,39
1837,15,19,26,31,34,41
1838,15,19,27,34,37,41
1839,15,19,30,32,34,36
1840,15,20,24,30,34,39
1841,15,20,26,34,35,45
1842,15,20,27,30,31,33
1843,15,21,22,26,31,40
1844,15,21,26,29,39,41
1845,15,21,31,33,40,45
1846,15,23,31,34,36,37
1847,15,25,28,29,35,41
1848,15,27,30,32,34,44
1849,16,17,18,26,38,45
1850,16,17,20,22,41,45
1851,16,17,20,24,31,45
1852,16,17,20,28,33,40
1853,16,17,22,23,24,34
1854,16,17,26,29,32,33
1855,16,17,32,33,35,42
1856,16,18,19,21,25,36
1857,16,18,20,21,27,39
1858,16,18,20,22,23,45
1859,16,18,21,29,40,42
1860,16,18,22,25,35,39
1861,16,19,24,25,39,43
1862,16,19,24,26,28,37
1863,16,20,23,24,33,35
1864,16,20,31,32,40,42
1865,16,21,23,30,35,44
1866,16,21,23,31,39,44
1867,16,21,26,32,42,45
1868,16,21,30,33,38,40
1869,16,21,32,40,43,44
1870,16,22,24,33,38,43
1871,16,22,25,29,32,37
1872,16,22,26,30,31,34
1873,16,22,28,29,30,32
1874,16,22,30,33,35,39
1875,16,24,34,38,40,43
1876,16,25,26,28,29,43
1877,16,27,29,31,37,44
1878,16,28,34,35,36,42
1879,17,19,21,22,31,44
1880,17,19,22,25,26,27
1881,17,19,22,25,28,39
1882,17,19,22,33,39,43
1883,17,19,23,28,36,38
1884,17,19,23,31,32,37
1885,17,19,24,34,36,40
1886,17,19,25,26,32,33
1887,17,20,21,28,35,43
1888,17,20,21,30,36,38
1889,17,20,27,32,38,42
1890,17,20,29,30,35,43
1891,17,20,30,37,38,41
1892,17,21,23,25,32,43
1893,17,21,25,37,39,40
1894,17,21,30,32,34,43
1895,17,21,35,37,41,42
1896,17,22,23,25,29,31
1897,17,22,26,29,32,36
1898,17,22,28,33,44,45
1899,17,24,34,36,40,42
1900,17,25,31,34,35,36
1901,17,25,36,37,38,45
1902,17,26,33,34,37,40
1903,17,31,36,37,43,44
1904,18,19,20,25,36,39
1905,18,19,22,32,35,45
1906,18,19,25,28,30,43
1907,18,19,28,32,36,38
1908,18,20,21,29,37,44
1909,18,20,22,38,43,44
1910,18,20,26,29,41,42
1911,18,20,28,41,42,43
1912,18,20,34,37,42,43
1913,18,21,24,30,32,45
1914,18,21,25,33,41,43
1915,18,22,24,26,28,37
1916,18,23,28,32,39,45
1917,18,24,30,33,38,44
1918,18,24,32,34,36,37
1919,18,26,31,32,35,41
1920,18,27,32,35,38,41
1921,18,28,30,40,41,43
1922,18,29,31,34,38,45
1923,18,32,38,39,42,43
1924,19,20,21,36,38,40
1925,19,20,23,24,29,45
1926,19,21,27,33,38,39
1927,19,21,28,36,41,44
1928,19,22,23,36,37,43
1929,19,22,24,30,41,44
